Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters,,
Revenue,"173,000","169,000","148,000","141,563","109,000","75,000","66,000","46,280","11,102",-,"1,445,366",-,-,-,"208,382,779","5,703,187","6,914,034",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),58.716%,125.333%,124.242%,205.884%,881.805%,-,-95.434%,-,-,-,-99.306%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"173,000","169,000","148,000","141,563","109,000","75,000","66,000","46,280","11,102",-,"1,445,366",-,-,-,"208,382,779","5,703,187","6,914,034",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,544,000","6,304,000","7,168,000","9,287,951","6,805,000","7,248,000","8,344,000","7,362,985","7,631,705","8,257,617","9,880,203","8,264,051","6,764,341","6,629,158","15,576,549","10,410,644","7,442,401","7,108,742","5,669,019","5,162,720",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"7,855,000","12,582,000","10,397,000","10,641,957","5,333,000","5,999,000","6,615,000","5,556,207","5,183,253","6,046,670","7,832,269","18,089,614","4,917,393","7,683,668","16,248,913","16,883,784","15,875,295","16,032,945","14,625,367","12,105,209",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,399,000","18,886,000","17,565,000","19,929,908","12,138,000","13,247,000","14,959,000","12,919,192","12,814,958","14,304,287","17,712,472","26,353,665","11,681,734","14,312,826","31,825,462","27,294,428","23,317,696","23,141,687","20,294,386","17,267,929",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-13,226,000","-18,717,000","-17,417,000","-19,788,345","-12,029,000","-13,172,000","-14,893,000","-12,872,912","-12,803,856","-14,304,287","-16,267,106","-26,353,665","-11,681,734","-14,312,826","176,557,317","-21,591,241","-16,403,662","-23,141,687","-20,294,386","-17,267,929",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-438,260",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,"2,657",-,-,-,-,"590,491","264,296","298,720",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-780,000","29,038,000","5,523,000","1,364,886","776,000","1,764,000","1,137,000","997,213","836,085","-284,127","1,982","3,903",-,"-2,517","-49,733",-,"-21,127",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-14,006,000","10,321,000","-11,894,000","-18,423,459","-11,253,000","-11,408,000","-13,756,000","-11,875,699","-11,967,771","-14,588,414","-16,265,124","-26,349,762","-11,679,077","-14,315,343","176,507,584","-22,029,501","-16,424,789","-22,551,196","-20,030,090","-16,969,209",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-1,800,000",-,-,-,"-1,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"200,000","1,501,425",-,-,"400,000","-329,090",-,-,"207,068",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"1,600,000",-,-,-,"700,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-14,006,000","8,521,000","-11,694,000","-15,322,034","-11,253,000","-12,408,000","-13,356,000","-11,504,789","-11,967,771","-14,588,414","-16,058,056","-26,349,762","-11,679,077","-14,315,343","176,507,584","-22,029,501","-16,424,789","-22,551,196","-20,030,090","-16,969,209",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,"50,000","-349,714","-294,829","1,473,084","500,277",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-14,006,000","8,521,000","-11,694,000","-15,322,034","-11,253,000","-12,408,000","-13,356,000","-11,504,789","-11,967,771","-14,588,414","-16,108,056","-26,000,048","-11,384,248","-15,788,427","176,007,307","-22,029,501","-16,424,789","-22,551,196","-20,030,090","-16,969,209",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,"150,000",-,-,-,-,-,-,-,-,-,"-848,029",-,-,"4,824,587",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-14,006,000","8,371,000","-11,694,000","-15,322,034","-11,253,000","-12,408,000","-13,356,000","-11,504,789","-11,967,771","-14,588,414","-16,108,056","-25,152,019","-11,384,248","-15,788,427","171,182,720","-22,029,501","-16,424,789","-22,551,196","-20,030,090","-16,969,209",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"70,975,778","70,916,471","70,716,929","70,687,307","70,618,609","70,534,181","70,490,704","70,472,598","70,430,554","70,391,458","70,345,828","68,159,651","67,929,894","67,818,366","66,088,496","64,004,719","59,406,215","55,607,110","54,715,610","49,142,504",Upgrade,Financials in USD,Fiscal year is January - December
