Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,+9 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018",+9 Quarters,,
"Selling, General & Admin","1,650,997","836,915","798,743","850,219","553,969","625,967","622,979","640,897","152,430","269,758","342,481","546,415","55,158","49,521","70,090","191,706","191,706","194,918","194,918","70,611",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,400,564","645,719","586,104","432,605","1,045,177","839,665","921,801","99,891","669,038","83,868","295,915","442,124","186,958","286,730","105,996","-22,626","-22,626","-10,730","-10,730","38,515",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,051,561","1,482,634","1,384,847","1,282,824","1,599,146","1,465,632","1,544,780","740,788","821,468","353,626","638,396","988,539","242,116","336,251","176,086","169,081","169,081","184,189","184,189","109,127",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-3,051,561","-1,482,634","-1,384,847","-1,282,824","-1,599,146","-1,465,632","-1,544,780","-740,788","-821,468","-353,626","-638,396","-988,539","-242,116","-336,251","-176,086","-169,081","-169,081","-184,189","-184,189","-109,127",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-272,675","-430,685","-497,515","-427,801","-623,465","-731,939","-603,568","-10,121","-618,441","-185,227","-156,100","-18,684","-10,660","-10,667","-10,777","-7,211","-7,211","-8,832","-8,832","-6,626",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,524","14,158","21,453","22,397","20,765","19,267","16,688",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"286,316","-143,773","197,862","-5,932","442,900","434,275","1,136,755",-,"112,797","-58,422","39,650","548,175","-26,685",117,"57,539","-40,628","-40,628",-476,-476,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,035,396","-2,042,934","-1,663,047","-1,694,160","-1,758,946","-1,744,029","-994,905","-750,909","-1,327,112","-597,275","-754,846","-459,048","-279,461","-346,801","-129,324","-216,919","-216,919","-193,497","-193,497","-115,753",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"13,500","11,719","3,331","53,660","9,606","-24,790","38,062",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-762,186",-,"-71,315",-,"-43,414","-415,553","-18,254",-,"328,687",-,"73,007",-,"62,500",-,-,-,-,-,-,"-3,820",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,784,082","-2,031,215","-1,731,031","-1,640,500","-1,792,754","-2,184,372","-975,097","-750,909","-998,425","-597,275","-681,839","-459,048","-216,961","-346,801","-129,324","-216,919","-216,919","-193,497","-193,497","-119,573",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,784,082","-2,031,215","-1,731,031","-1,640,500","-1,792,754","-2,184,372","-975,097","-750,909","-998,425","-597,275","-681,839","-459,048","-216,961","-346,801","-129,324","-216,919","-216,919","-193,497","-193,497","-119,573",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,"19,473","25,768","25,768","25,758","25,768","25,768","25,768",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
