Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"158,380,000","142,519,000","129,339,000","103,642,000","133,246,000","127,187,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),4.523%,10.190%,24.794%,-22.218%,4.764%,11.110%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"91,032,000","87,029,000","82,636,000","73,314,000","85,694,000","77,450,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"67,348,000","55,490,000","46,703,000","30,328,000","47,552,000","49,737,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","35,367,000","32,103,000","29,467,000","19,958,000","16,721,000","15,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"14,222,000","12,404,000","11,792,000","9,219,000","11,545,000","10,913,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"10,000","919,000","912,000","53,000","49,000","330,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"49,599,000","45,426,000","42,171,000","29,230,000","28,315,000","26,953,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"17,749,000","10,064,000","4,532,000","1,098,000","19,237,000","22,784,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,802,000","588,000","91,000","295,000","1,027,000","1,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-416,000","55,000","298,000","-207,000","-1,535,000","-651,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,298,000","-1,298,000","-914,000","-283,000","-266,000","-293,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"18,837,000","9,409,000","4,007,000","903,000","18,463,000","22,986,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-1,794,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"102,000","-5,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-2,938,000","-980,000","-6,266,000","-994,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"15,899,000","8,429,000","-2,259,000","-1,885,000","18,565,000","22,981,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"187,000","145,000","62,000","345,000","1,425,000","730,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"15,712,000","8,284,000","-2,321,000","-2,230,000","17,140,000","22,251,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"15,712,000","8,284,000","-2,321,000","-2,230,000","17,140,000","22,251,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,154.652%,-,-,-,-22.970%,-0.202%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"56,321,457","48,830,479","44,815,248","44,771,766","44,140,771","40,320,888",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,742,181","53,675,514","44,856,576","44,901,943","44,589,878","40,581,627",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.458%,19.660%,-0.101%,0.700%,9.877%,0.337%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.279,0.170,-0.052,-0.050,0.388,0.552,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.268,0.150,-0.052,-0.050,0.380,0.550,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,124.286%,-,-,-,-30.909%,0.000%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"31,816,000","-1,535,000","24,802,000","-12,549,000","13,617,000","25,271,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.551,-0.029,0.553,-0.279,0.305,0.623,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,42.523%,38.935%,36.109%,29.262%,35.687%,39.105%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,11.207%,7.062%,3.504%,1.059%,14.437%,17.914%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,9.920%,5.813%,-1.795%,-2.152%,12.863%,17.495%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,20.088%,-1.077%,19.176%,-12.108%,10.219%,19.869%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"29,421,000","21,534,000","15,663,000","6,707,000","24,134,000","27,303,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,18.576%,15.110%,12.110%,6.471%,18.112%,21.467%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,672,000","11,470,000","11,131,000","5,609,000","4,897,000","4,519,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"17,749,000","10,064,000","4,532,000","1,098,000","19,237,000","22,784,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,11.207%,7.061%,3.504%,1.059%,14.437%,17.914%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,1.176%,1.720%,-,-,7.676%,3.177%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"158,380,000","142,519,000","129,339,000","103,642,000","133,246,000","127,187,000",Upgrade,Financials in USD,Fiscal year is January - December
