Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"3,738,000,000","3,785,900,000","3,653,500,000","3,825,900,000","3,933,900,000","3,909,500,000","3,719,100,000","3,867,100,000","4,067,400,000","4,105,400,000","4,178,200,000","4,331,300,000","4,520,500,000","4,561,700,000","4,400,100,000","3,587,700,000","2,948,100,000","2,695,900,000","2,588,200,000","3,163,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"13,200,000","10,700,000","9,900,000","11,400,000","8,000,000","9,100,000","10,000,000","8,900,000","10,800,000","11,400,000","13,500,000","10,300,000","16,100,000","16,100,000","30,200,000","35,800,000","24,000,000","35,300,000","31,000,000","28,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"3,751,200,000","3,796,600,000","3,663,400,000","3,837,300,000","3,941,900,000","3,918,600,000","3,729,100,000","3,876,000,000","4,078,200,000","4,116,800,000","4,191,700,000","4,341,600,000","4,536,600,000","4,577,800,000","4,430,300,000","3,623,500,000","2,972,100,000","2,731,200,000","2,619,200,000","3,191,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-4.838%,-3.113%,-1.762%,-0.998%,-3.342%,-4.814%,-11.036%,-10.724%,-10.104%,-10.070%,-5.386%,19.818%,52.640%,67.611%,69.147%,13.525%,0.351%,-4.219%,4.957%,3.674%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,145,300,000","2,303,500,000","2,120,900,000","2,154,600,000","2,210,700,000","2,197,100,000","2,132,200,000","2,286,300,000","2,236,000,000","2,350,500,000","2,357,400,000","2,475,400,000","2,495,500,000","2,593,700,000","2,569,600,000","2,469,900,000","1,711,900,000","1,600,600,000","1,591,300,000","1,865,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,605,900,000","1,493,100,000","1,542,500,000","1,682,700,000","1,731,200,000","1,721,500,000","1,596,900,000","1,589,700,000","1,842,200,000","1,766,300,000","1,834,300,000","1,866,200,000","2,041,100,000","1,984,100,000","1,860,700,000","1,153,600,000","1,260,200,000","1,130,600,000","1,027,900,000","1,326,700,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","886,700,000","928,900,000","904,600,000","955,400,000","949,200,000","966,800,000","890,900,000","913,400,000","914,500,000","857,500,000","828,500,000","979,900,000","1,008,100,000","1,147,200,000","972,400,000","1,536,400,000","588,000,000","588,900,000","586,400,000","681,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"198,400,000","203,700,000","197,300,000","202,400,000","210,900,000","207,900,000","180,900,000","182,300,000","174,900,000","162,000,000","142,000,000","266,200,000","148,400,000","154,000,000","169,400,000","153,400,000","126,100,000","115,900,000","112,500,000","131,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,085,100,000","1,132,600,000","1,101,900,000","1,157,800,000","1,160,100,000","1,174,700,000","1,071,800,000","1,095,700,000","1,089,400,000","1,019,500,000","970,500,000","1,246,100,000","1,156,500,000","1,301,200,000","1,141,800,000","1,689,800,000","714,100,000","704,800,000","698,900,000","812,200,000",Upgrade,Financials in USD,Fiscal year is January - December
