Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
"Selling, General & Admin","11,405,543","13,443,961","12,295,070","11,676,703","10,635,881","8,702,596",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,409,976","17,616,605","11,510,074","8,970,865","7,302,923","1,967,007",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"22,825,175","31,075,570","23,830,719","20,670,102","17,961,581","10,682,673",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-22,825,175","-31,075,570","-23,830,719","-20,670,102","-17,961,581","-10,682,673",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"98,547","215,109","90,098","5,133","18,811","27,905",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-22,709,953","-30,860,461","-23,740,621","-20,664,969","-17,942,770","-10,654,768",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-22,709,953","-30,860,461","-23,740,621","-20,664,969","-17,942,770","-10,654,768",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-22,709,953","-30,860,461","-23,740,621","-20,664,969","-17,942,770","-10,654,768",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,195,571","1,367,747","1,198,837","1,177,431","888,072","400,675",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,195,571","1,367,747","1,198,837","1,177,431","888,072","400,675",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),69.373%,14.089%,1.818%,32.583%,121.644%,16.382%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-10.344,-22.563,-19.803,-17.551,-20.204,-26.592,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-10.344,-22.563,-19.803,-17.551,-20.204,-26.592,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-18,243,521","-24,738,603","-17,621,498","-14,316,624","-13,952,650","-6,952,091",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-8.309,-18.087,-14.699,-12.159,-15.711,-17.351,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-22,815,519","-31,060,566","-23,805,144","-20,647,568","-17,938,804","-10,669,603",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,656","15,004","25,575","22,534","22,777","13,070",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-22,825,175","-31,075,570","-23,830,719","-20,670,102","-17,961,581","-10,682,673",Upgrade,Financials in USD,Fiscal year is January - December
