Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"970,000","132,014,000","50,000","316,000","84,866,000","4,019,000","2,169,000","49,923,000","1,517,000","1,312,000","1,153,000","1,172,000","139,174,000","60,071,000","160,000","360,000","157,000","195,000","141,000","256,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-98.857%,3184.747%,-97.695%,-99.367%,5494.331%,206.326%,88.118%,4159.642%,-98.910%,-97.816%,620.625%,225.556%,88545.860%,30705.641%,13.475%,40.625%,-23.415%,16.766%,-24.194%,31.959%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"50,723,000","57,510,000","64,114,000","61,891,000","57,913,000","56,011,000","44,756,000","36,871,000","39,860,000","31,569,000","27,262,000","22,058,000","17,992,000","21,090,000","21,144,000","20,760,000","21,605,000","17,271,000","15,248,000","15,471,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-49,753,000","74,504,000","-64,064,000","-61,575,000","26,953,000","-51,992,000","-42,587,000","13,052,000","-38,343,000","-30,257,000","-26,109,000","-20,886,000","121,182,000","38,981,000","-20,984,000","-20,400,000","-21,448,000","-17,076,000","-15,107,000","-15,215,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","16,760,000","16,127,000","17,464,000","16,940,000","16,645,000","14,512,000","13,738,000","13,124,000","11,989,000","12,952,000","11,835,000","12,206,000","11,955,000","11,032,000","11,125,000","9,908,000","9,398,000","9,656,000","9,741,000","8,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"16,760,000","16,127,000","17,464,000","16,940,000","16,645,000","14,512,000","13,738,000","13,124,000","11,989,000","12,952,000","11,835,000","12,206,000","11,955,000","11,032,000","11,125,000","9,908,000","9,398,000","9,656,000","9,741,000","8,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-66,513,000","58,377,000","-81,528,000","-78,515,000","10,308,000","-66,504,000","-56,325,000","-72,000","-50,332,000","-43,209,000","-37,944,000","-33,092,000","109,227,000","27,949,000","-32,109,000","-30,308,000","-30,846,000","-26,732,000","-24,848,000","-23,274,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,743,000","6,521,000","7,165,000","8,102,000","8,522,000","7,700,000","6,690,000","3,744,000","1,913,000","639,000","53,000","12,000","11,000","8,000","11,000","10,000","43,000","179,000","1,137,000","1,569,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-66,000","-51,000","-77,000","-205,000","-15,000","-97,000","-141,000","-327,000","2,000","-2,000","-70,000","-16,000","-42,000","-61,000","23,000","-65,000","11,000","16,000","-23,000","20,000",Upgrade,Financials in USD,Fiscal year is January - December
