Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"30,017,000","10,971,000","7,179,000","9,005,000","3,318,000","3,460,000","1,374,000","6,808,000","1,293,000","1,216,000","970,000","1,011,000","20,890,000","30,027,000","11,247,000","60,000,000",-,-,"15,000,000","3,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),804.671%,217.081%,422.489%,32.271%,156.613%,184.539%,41.649%,573.393%,-93.810%,-95.950%,-91.375%,-98.315%,-,-,-25.020%,1900.000%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"42,212,000","41,997,000","37,042,000","33,525,000","30,878,000","32,923,000","34,957,000","23,374,000","22,064,000","20,844,000","22,516,000","26,776,000","22,221,000","25,314,000","24,185,000","21,567,000","19,542,000","17,948,000","20,968,000","21,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-12,195,000","-31,026,000","-29,863,000","-24,520,000","-27,560,000","-29,463,000","-33,583,000","-16,566,000","-20,771,000","-19,628,000","-21,546,000","-25,765,000","-1,331,000","4,713,000","-12,938,000","38,433,000","-19,542,000","-17,948,000","-5,968,000","-18,426,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","10,562,000","9,295,000","12,338,000","10,276,000","10,172,000","10,680,000","10,818,000","9,407,000","8,862,000","8,171,000","7,003,000","5,392,000","5,432,000","5,246,000","5,423,000","5,088,000","4,794,000","4,687,000","4,285,000","3,832,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"10,562,000","9,295,000","12,338,000","10,276,000","10,172,000","10,680,000","10,818,000","9,407,000","8,862,000","8,171,000","7,003,000","5,392,000","5,432,000","5,246,000","5,423,000","5,088,000","4,794,000","4,687,000","4,285,000","3,832,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-22,757,000","-40,321,000","-42,201,000","-34,796,000","-37,732,000","-40,143,000","-44,401,000","-25,973,000","-29,633,000","-27,799,000","-28,549,000","-31,157,000","-6,763,000","-533,000","-18,361,000","33,345,000","-24,336,000","-22,635,000","-10,253,000","-22,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-15,413,000","-10,953,000","-6,317,000","-4,958,000","-4,431,000","-4,358,000","-4,336,000","-4,251,000","-6,135,000","-5,868,000","-4,854,000","-1,450,000",-,-,-,-,-,-,-,"-200,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,324,000","4,623,000","4,584,000","4,880,000","4,854,000","4,653,000","4,486,000","3,839,000","2,262,000","1,107,000","342,000","68,000","64,000","104,000","195,000","376,000","625,000","1,061,000","1,897,000","2,282,000",Upgrade,Financials in USD,Fiscal year is January - December
