Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"2,997,000","1,609,000","1,115,000","714,000","686,000","200,000","57,000","390,000","212,000","50,000",-,"30,078,000","1,900,000","-4,231,000","2,270,000","1,342,000","2,435,000","3,181,000","2,976,000","2,821,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),336.880%,704.500%,1856.140%,83.077%,223.585%,300.000%,-,-98.703%,-88.842%,-,-,2141.282%,-21.971%,-,-23.723%,-52.428%,36.491%,20.447%,12.685%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"16,313,000","19,239,000","16,264,000","14,927,000","24,211,000","18,205,000","16,667,000","21,187,000","18,862,000","22,963,000","19,187,000","16,207,000","15,137,000","14,882,000","10,337,000","9,787,000","11,804,000","7,755,000","8,137,000","8,771,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-13,316,000","-17,630,000","-15,149,000","-14,213,000","-23,525,000","-18,005,000","-16,610,000","-20,797,000","-18,650,000","-22,913,000","-19,187,000","13,871,000","-13,237,000","-19,113,000","-8,067,000","-8,445,000","-9,369,000","-4,574,000","-5,161,000","-5,950,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,604,000","5,332,000","4,895,000","4,438,000","5,073,000","4,742,000","5,051,000","3,379,000","6,579,000","4,745,000","4,979,000","4,625,000","4,343,000","5,399,000","4,356,000","3,566,000","2,470,000","1,746,000","1,600,000","1,674,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,604,000","5,332,000","4,895,000","4,438,000","5,073,000","4,742,000","5,051,000","3,379,000","6,579,000","4,745,000","4,979,000","4,625,000","4,343,000","5,399,000","4,356,000","3,566,000","2,470,000","1,746,000","1,600,000","1,674,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,920,000","-22,962,000","-20,044,000","-18,651,000","-28,598,000","-22,747,000","-21,661,000","-24,176,000","-25,229,000","-27,658,000","-24,166,000","9,246,000","-17,580,000","-24,512,000","-12,423,000","-12,011,000","-11,839,000","-6,320,000","-6,761,000","-7,624,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"4,669,000",-,-,-,"1,592,000",-,-,-,"625,000",-,-,-,"75,000","86,000","138,000","250,000","282,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,245,000","1,410,000","1,540,000","-3,405,000","1,057,000","1,401,000","937,000","-727,000","594,000","287,000","-362,000","-2,024,000","170,000","914,000","610,000","-76,000","-76,000","-26,000","-43,000","-27,000",Upgrade,Financials in USD,Fiscal year is January - December
