Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"10,480,000","9,761,000","11,956,000","4,335,000","9,385,000","5,775,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-2.248%,-18.359%,175.802%,-53.809%,62.511%,30.770%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,085,000","2,037,000","2,019,000","2,333,000","3,162,000","3,816,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"8,395,000","7,724,000","9,937,000","2,002,000","6,223,000","1,959,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","22,784,000","23,048,000","26,705,000","25,997,000","19,996,000","20,438,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"15,471,000","18,596,000","17,647,000","15,079,000","6,413,000","5,820,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"38,255,000","41,644,000","44,352,000","41,076,000","26,409,000","26,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-29,860,000","-33,920,000","-34,415,000","-39,074,000","-20,186,000","-24,299,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-589,000","-6,382,000","-12,723,000","-8,421,000","-2,792,000","-5,731,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-8,751,000","-4,925,000","930,000","-2,718,000","-2,506,000","1,091,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-39,200,000","-45,227,000","-46,208,000","-50,213,000","-25,484,000","-28,939,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-371,000","-371,000",-,-,"-118,000","-4,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"1,245,000","3,697,000","-2,187,000","-2,387,000","-8,207,000","-5,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-38,326,000","-41,901,000","-48,395,000","-52,600,000","-33,809,000","-38,529,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"10,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-38,326,000","-41,901,000","-48,395,000","-52,600,000","-33,809,000","-38,539,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"584,000","601,000","941,000","5,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-37,742,000","-41,300,000","-47,454,000","-52,595,000","-33,809,000","-38,539,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"4,839,000","6,187,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-37,742,000","-41,300,000","-47,454,000","-52,595,000","-38,648,000","-44,726,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,589,273","384,474","21,859",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,589,273","384,474","21,859",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2313.781%,1658.882%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-8.224,-107.419,-2170.914,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-8.224,-107.419,-2170.914,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-29,025,000","-33,242,000","-33,181,000","-34,976,000","-15,285,000","-20,457,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-6.325,-86.461,-1517.956,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,80.105%,79.131%,83.113%,46.182%,66.308%,33.922%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-284.924%,-347.505%,-287.847%,-901.361%,-215.088%,-420.762%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-360.134%,-423.112%,-396.905%,-1213.264%,-411.806%,-774.476%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-276.956%,-340.559%,-277.526%,-806.828%,-162.866%,-354.234%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-27,936,000","-31,907,000","-32,434,000","-37,355,000","-18,459,000","-22,562,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-266.565%,-,-271.278%,-,-196.686%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,924,000","2,013,000","1,981,000","1,719,000","1,727,000","1,737,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-29,860,000","-33,920,000","-34,415,000","-39,074,000","-20,186,000","-24,299,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-284.924%,-,-287.847%,-,-215.088%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"719,000",-,-,"4,335,000",-,"5,775,000",Upgrade,Financials in USD,Fiscal year is January - December
