Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"190,858,000","192,640,000","254,382,000","268,682,000","248,168,000","227,188,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-9.909%,-24.271%,-5.322%,8.266%,9.235%,17.642%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"12,184,000","14,796,000","24,282,000","25,629,000","23,364,000","24,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"178,674,000","177,844,000","230,100,000","243,053,000","224,804,000","202,700,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","130,745,000","112,883,000","136,485,000","124,047,000","140,510,000","129,736,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"78,930,000","76,823,000","85,770,000","75,363,000","55,577,000","48,649,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"216,149,000","191,796,000","223,771,000","200,888,000","197,565,000","179,890,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-37,475,000","-13,952,000","6,329,000","42,165,000","27,239,000","22,810,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,"4,416,000","6,218,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"11,492,000","11,492,000","2,008,000","1,848,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-26,884,000","-2,460,000","8,337,000","44,013,000","31,655,000","29,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"8,799,000","8,799,000","2,963,000","-1,649,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-18,085,000","6,339,000","11,300,000","42,364,000","31,655,000","29,028,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-1,697,000","3,830,000","5,025,000","9,212,000","8,318,000","-86,525,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-16,388,000","2,509,000","6,275,000","33,152,000","23,337,000","115,553,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-16,388,000","2,509,000","6,275,000","33,152,000","23,337,000","115,553,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-60.016%,-81.072%,42.058%,-79.804%,358.398%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"57,955,173","57,380,975","56,461,877","55,548,122","54,427,683","53,137,562",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,955,173","57,557,911","56,983,171","56,921,836","55,190,802","54,847,060",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.236%,1.009%,0.108%,3.136%,0.627%,3.397%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.283,0.044,0.111,0.597,0.429,2.175,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.290,0.040,0.110,0.580,0.420,2.110,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-63.637%,-81.034%,38.095%,-80.095%,339.584%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-123,095,000","-88,247,000","31,305,000","63,662,000","49,980,000","44,928,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.124,-1.533,0.549,1.118,0.906,0.819,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,93.616%,92.319%,90.454%,90.461%,90.585%,89.221%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-19.635%,-7.243%,2.488%,15.693%,10.976%,10.040%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-8.586%,1.302%,2.467%,12.339%,9.404%,50.862%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-64.496%,-45.809%,12.306%,23.694%,20.140%,19.776%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-30,158,000","-10,942,000","9,062,000","45,006,000","30,103,000","25,702,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-15.801%,-5.680%,3.562%,16.751%,12.130%,11.313%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,317,000","3,010,000","2,733,000","2,841,000","2,864,000","2,892,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-37,475,000","-13,952,000","6,329,000","42,165,000","27,239,000","22,810,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-19.635%,-7.243%,2.488%,15.693%,10.976%,10.040%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,60.420%,44.469%,21.745%,26.277%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"190,858,000","192,640,000","254,382,000","268,682,000","248,168,000","227,188,000",Upgrade,Financials in USD,Fiscal year is January - December
