Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,"13,469,000","10,197,000","9,267,000","73,522,000","25,473,000","2,716,000","2,069,000","47,441,000","2,006,000","1,993,000","2,069,000","2,744,000","3,064,000","5,148,000","7,300,000","1,907,000","3,995,000","1,727,000","1,701,000","3,630,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-47.124%,275.442%,347.898%,54.976%,1169.840%,36.277%,0%,1628.899%,-34.530%,-61.286%,-71.658%,43.891%,-23.304%,198.089%,329.159%,-47.466%,-13.956%,-19.898%,-77.961%,114.539%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"703,000","23,725,000","17,332,000","16,557,000","619,000","9,510,000","8,979,000","15,089,000","7,360,000","8,173,000","16,971,000","17,225,000","14,436,000","14,461,000","18,404,000","13,205,000","17,706,000","15,656,000","20,436,000","25,728,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"12,766,000","-13,528,000","-8,065,000","56,965,000","24,854,000","-6,794,000","-6,910,000","32,352,000","-5,354,000","-6,180,000","-14,902,000","-14,481,000","-11,372,000","-9,313,000","-11,104,000","-11,298,000","-13,711,000","-13,929,000","-18,735,000","-22,098,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,198,000","5,533,000","5,917,000","6,433,000","5,708,000","6,096,000","7,317,000","6,495,000","6,632,000","8,051,000","15,305,000","13,021,000","11,152,000","9,229,000","8,299,000","7,498,000","5,309,000","4,547,000","4,086,000","3,785,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"26,161,000",-,-,-,"15,774,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"31,359,000","5,533,000","5,917,000","6,433,000","21,482,000","6,096,000","7,317,000","6,495,000","6,632,000","8,051,000","15,305,000","13,021,000","11,152,000","9,229,000","8,299,000","7,498,000","5,309,000","4,547,000","4,086,000","3,785,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-18,593,000","-19,061,000","-13,982,000","50,532,000","3,372,000","-12,890,000","-14,227,000","25,857,000","-11,986,000","-14,231,000","-30,207,000","-27,502,000","-22,524,000","-18,542,000","-19,403,000","-18,796,000","-19,020,000","-18,476,000","-22,821,000","-25,883,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,"-117,000","-2,488,000","-1,940,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,182,000","1,198,000","1,327,000","1,043,000","950,000","982,000","963,000","715,000","208,000","111,000","72,000","76,000","90,000","82,000","98,000","49,000","29,000","86,000","237,000","320,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"432,000",-,-,-,"-385,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-26,000","1,000","-14,000","3,000","-10,000","-6,000","-2,000","132,000","-49,000","985,000","-206,000","126,000","-87,000","-112,000","-118,000","-270,000","55,000","889,000","-674,000","739,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-17,437,000","-17,862,000","-12,669,000","51,578,000","4,312,000","-11,914,000","-13,266,000","26,704,000","-11,827,000","-13,252,000","-32,829,000","-29,240,000","-22,521,000","-18,572,000","-19,423,000","-18,585,000","-18,936,000","-17,501,000","-23,258,000","-25,209,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"67,000","152,000","-11,849,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-5,306,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,"-3,581,000",-,-,-,-,-,-,-,-,-,"223,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-17,437,000","-17,862,000","-12,669,000","51,578,000","-994,000","-11,914,000","-13,266,000","26,771,000","-11,675,000","-28,682,000","-32,829,000","-29,240,000","-22,521,000","-18,572,000","-19,423,000","-18,585,000","-18,936,000","-17,501,000","-23,258,000","-24,986,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-290,000",-,-,"387,000","2,211,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-17,147,000","-17,862,000","-12,669,000","51,191,000","-3,205,000","-11,914,000","-13,266,000","26,771,000","-11,675,000","-28,682,000","-32,829,000","-29,240,000","-22,521,000","-18,572,000","-19,423,000","-18,585,000","-18,936,000","-17,501,000","-23,258,000","-24,986,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-17,147,000","-17,862,000","-12,669,000","51,191,000","-3,205,000","-11,914,000","-13,266,000","26,771,000","-11,675,000","-28,682,000","-32,829,000","-29,240,000","-22,521,000","-18,572,000","-19,423,000","-18,585,000","-18,936,000","-17,501,000","-23,258,000","-24,986,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"549,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-17,147,000","-17,862,000","-12,669,000","51,191,000","-3,205,000","-11,914,000","-13,266,000","26,771,000","-11,675,000","-28,682,000","-32,829,000","-29,240,000","-22,521,000","-18,572,000","-19,423,000","-18,585,000","-18,936,000","-17,501,000","-23,807,000","-24,986,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,91.218%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"54,124,862","53,957,766","53,524,037","52,999,491","52,710,280","52,571,813","52,527,018","48,715,409","35,882,076","32,977,807","32,606,715","32,315,521","32,132,500","29,675,399","29,414,148","27,369,943","21,933,922","20,633,402","19,557,418","19,052,827",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"54,124,862","53,957,766","53,524,037","53,108,270","52,710,280","52,571,813","52,527,018","48,715,409","35,882,076","32,977,807","32,606,715","32,315,521","32,132,500","29,675,399","29,414,148","27,369,943","21,933,922","20,633,402","19,557,418","19,052,827",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.684%,2.636%,1.898%,9.017%,46.899%,59.416%,61.093%,50.749%,11.669%,11.128%,10.854%,18.069%,46.497%,43.822%,50.399%,43.653%,17.551%,16.787%,13.566%,7.419%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.317,-0.331,-0.237,0.966,-0.061,-0.227,-0.253,0.550,-0.325,-0.870,-1.007,-0.905,-0.701,-0.626,-0.660,-0.679,-0.863,-0.848,-1.217,-1.311,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.317,-0.331,-0.240,0.964,-0.061,-0.227,-0.253,0.550,-0.325,-0.870,-1.010,-0.905,-0.701,-0.630,-0.660,-0.679,-0.863,-0.848,-1.217,-1.311,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,75.331%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"12,763,000","-18,744,000","5,938,000","-17,493,000","15,915,000","-18,564,000","-12,853,000","44,482,000","-957,000","-23,033,000","-28,223,000","-27,349,000","-4,952,000","-16,567,000","-15,479,000","-16,395,000","-21,315,000","-24,911,000","-23,408,000","-17,496,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.236,-0.347,0.111,-0.329,0.302,-0.353,-0.245,0.913,-0.027,-0.698,-0.866,-0.846,-0.154,-0.558,-0.526,-0.599,-0.972,-1.207,-1.197,-0.918,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,94.781%,-132.666%,-87.029%,77.480%,97.570%,-250.147%,-,68.194%,-266.899%,-,-,-,-,-180.905%,-152.109%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-138.043%,-186.928%,-150.879%,68.730%,13.238%,-474.595%,-687.627%,54.503%,-597.507%,-714.049%,-1459.981%,-1002.259%,-735.117%,-360.179%,-265.795%,-985.632%,-476.095%,-1069.832%,-1341.623%,-713.030%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-127.307%,-175.169%,-136.711%,69.627%,-12.582%,-438.660%,-641.179%,56.430%,-582.004%,-1439.137%,-1586.709%,-1065.598%,-735.020%,-360.761%,-266.068%,-974.567%,-473.992%,-1013.376%,-1399.588%,-688.320%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,94.758%,-183.819%,64.077%,-23.793%,62.478%,-683.505%,-621.218%,93.763%,-47.707%,-1155.695%,-1364.089%,-996.684%,-161.619%,-321.814%,-212.041%,-859.727%,-533.542%,-1442.444%,-1376.132%,-481.983%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-18,593,000","-19,060,000","-13,890,250","50,570,000","3,480,000","-12,782,000","-14,114,000","25,986,000","-11,729,000","-13,937,000","-30,018,000","-27,311,000","-22,376,000","-18,394,000","-19,244,000","-18,605,000","-18,829,000","-18,286,000","-22,632,000","-25,695,500",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-138.043%,-186.918%,-149.889%,68.782%,13.662%,-,-,54.775%,-,-,-,-,-,-,-263.616%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"1,000","91,750","38,000","108,000","108,000","113,000","129,000","257,000","294,000","189,000","191,000","148,000","148,000","159,000","191,000","191,000","190,000","189,000","187,500",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-18,593,000","-19,061,000","-13,982,000","50,532,000","3,372,000","-12,890,000","-14,227,000","25,857,000","-11,986,000","-14,231,000","-30,207,000","-27,502,000","-22,524,000","-18,542,000","-19,403,000","-18,796,000","-19,020,000","-18,476,000","-22,821,000","-25,883,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-138.043%,-186.928%,-150.879%,68.730%,13.238%,-,-,54.503%,-,-,-,-,-,-,-265.795%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,0.750%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"13,469,000","10,197,000","9,267,000","73,522,000","25,473,000","2,716,000","2,069,000","47,441,000","2,006,000","1,993,000","2,069,000","2,744,000","3,064,000","5,148,000","7,300,000","1,907,000","3,995,000","1,727,000","1,701,000","3,630,000",Upgrade,Financials in USD,Fiscal year is January - December
