Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+4 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+4 Quarters,,
"Selling, General & Admin","7,251,000","6,510,000","6,515,000","6,285,000","8,184,000","8,064,000","7,747,000","6,787,000","10,664,000","12,991,000","15,099,000","17,192,000","14,978,000","15,422,000","12,464,000","10,124,000","7,793,000","7,402,000","4,795,000","3,620,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"8,656,000","10,430,000","11,535,000","12,161,000","15,098,000","17,324,000","16,836,000","15,357,000","15,362,000","26,821,000","26,213,000","32,968,000","26,623,000","33,112,000","24,970,000","27,932,000","20,837,000","19,902,000","13,117,000","9,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,907,000","16,940,000","18,050,000","18,446,000","23,282,000","25,388,000","24,583,000","22,144,000","26,026,000","39,812,000","41,312,000","50,160,000","41,601,000","48,534,000","37,434,000","38,056,000","28,630,000","27,304,000","17,912,000","13,592,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-15,907,000","-16,940,000","-18,050,000","-18,446,000","-23,282,000","-25,388,000","-24,583,000","-22,144,000","-26,026,000","-39,812,000","-41,312,000","-50,160,000","-41,601,000","-48,534,000","-37,434,000","-38,056,000","-28,630,000","-27,304,000","-17,912,000","-13,592,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,100,000","1,200,000","1,300,000","3,500,000","1,600,000","1,500,000","1,100,000","2,300,000",-,-,-,"549,000","186,000","99,000","52,000","745,000","99,000","132,000","327,000","441,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"262,000","187,000","39,000","188,000","-38,000","32,000","445,000","-1,127,000","825,000","270,000","1,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-14,545,000","-15,553,000","-16,711,000","-14,758,000","-21,720,000","-23,856,000","-23,038,000","-20,971,000","-25,201,000","-39,542,000","-41,311,000","-49,611,000","-41,415,000","-48,435,000","-37,382,000","-37,311,000","-28,531,000","-27,172,000","-17,585,000","-13,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"-6,100,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-2,000,000",-,-,-,-,-,-,-,"-543,000",-,-,-,"-633,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
