Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"57,172,000","17,157,000","10,287,000","63,175,000","75,000,000","8,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),282.166%,66.783%,-83.717%,-15.767%,837.500%,60.000%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"154,776,000","132,283,000","88,798,000","98,496,000","80,025,000","99,338,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-97,604,000","-115,126,000","-78,511,000","-35,321,000","-5,025,000","-91,338,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","42,471,000","41,946,000","33,443,000","21,493,000","18,854,000","16,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"42,471,000","41,946,000","33,443,000","21,493,000","18,854,000","16,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-140,075,000","-157,072,000","-111,954,000","-56,814,000","-23,879,000","-107,432,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-37,641,000","-18,083,000","-21,108,000","-1,450,000",-,"-1,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"19,411,000","18,873,000","7,550,000","431,000","3,959,000","10,984,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-7,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,000","-2,000","12,000","37,000","-11,000","1,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-158,314,000","-156,284,000","-125,500,000","-57,796,000","-19,931,000","-97,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-3,200,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-165,653,000","-163,623,000","-128,700,000","-57,796,000","-19,931,000","-97,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"5,000","-4,000","24,000",-,-,"-152,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-165,658,000","-163,619,000","-128,724,000","-57,796,000","-19,931,000","-97,336,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-165,658,000","-163,619,000","-128,724,000","-57,796,000","-19,931,000","-97,336,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"27,411,500","26,924,000","28,165,000","27,431,000","27,302,000","27,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"27,411,500","26,924,000","28,165,000","27,431,000","27,302,000","27,059,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.078%,-4.406%,2.676%,0.472%,0.898%,9.670%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-6.043,-6.077,-4.570,-2.107,-0.730,-3.597,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-6.043,-6.077,-4.570,-2.107,-0.730,-3.597,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-103,389,000","-121,607,000","-73,951,000","-47,286,000","-14,726,000","-70,322,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.772,-4.517,-2.626,-1.724,-0.539,-2.599,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-170.720%,-,-,-55.910%,-6.700%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-245.006%,-915.498%,-1088.306%,-89.931%,-31.839%,-1342.900%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-289.754%,-953.657%,-1251.327%,-91.486%,-26.575%,-1216.700%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-180.839%,-708.789%,-718.878%,-74.849%,-19.635%,-879.025%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-139,449,000","-156,420,000","-111,279,000","-56,195,000","-23,320,000","-106,918,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-243.911%,-,-,-88.951%,-31.093%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"626,000","652,000","675,000","619,000","559,000","514,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-140,075,000","-157,072,000","-111,954,000","-56,814,000","-23,879,000","-107,432,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-245.006%,-,-,-89.931%,-31.839%,-,Upgrade,Financials in USD,Fiscal year is January - December
