Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Cost of Revenue,"17,676,000","972,000","16,233,000","18,731,000","23,603,000","392,000","22,120,000","17,652,000","18,526,000","16,948,000","14,906,000","10,342,000","8,041,000","3,901,000","2,529,000","1,519,000","399,000","591,000","544,000","738,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-17,676,000","-972,000","-16,233,000","-18,731,000","-23,603,000","-392,000","-22,120,000","-17,652,000","-18,526,000","-16,948,000","-14,906,000","-10,342,000","-8,041,000","-3,901,000","-2,529,000","-1,519,000","-399,000","-591,000","-544,000","-738,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,047,000","46,204,000","3,701,000","4,058,000","4,276,000","3,808,000","4,392,000","3,285,000","2,819,000","2,969,000","2,915,000","4,102,000","1,712,000","1,237,000","1,004,000","1,105,000","1,038,000","818,000","778,000","838,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"14,226,000",-,-,-,"24,577,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"14,047,000","60,430,000","3,701,000","4,058,000","4,276,000","28,385,000","4,392,000","3,285,000","2,819,000","2,969,000","2,915,000","4,102,000","1,712,000","1,237,000","1,004,000","1,105,000","1,038,000","818,000","778,000","838,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-31,723,000","-61,402,000","-19,934,000","-22,789,000","-27,879,000","-28,777,000","-26,512,000","-20,937,000","-21,345,000","-19,917,000","-17,821,000","-14,444,000","-9,753,000","-5,138,000","-3,533,000","-2,624,000","-1,437,000","-1,409,000","-1,322,000","-1,576,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,618,000","2,316,000","1,776,000","1,579,000","2,005,000","2,198,000","2,051,000","1,554,000","878,000","314,000","31,000","14,000","15,000","13,000","7,000","6,000","7,000","27,000","72,000","60,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"62,000","65,241,000","43,201,000","291,000","223,000","203,000","190,000","249,000","210,000","275,000","263,000","258,000","176,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,043,000","6,155,000","25,043,000","-20,919,000","-25,651,000","-26,376,000","-24,271,000","-19,134,000","-20,257,000","-19,328,000","-17,527,000","-14,172,000","-9,562,000","-5,125,000","-3,526,000","-2,618,000","-1,430,000","-1,382,000","-1,250,000","-1,516,000",Upgrade,Financials in USD,Fiscal year is January - December
