Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"10,259,000","10,023,000","10,162,000","10,749,000","10,724,000","10,418,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,-,"-100,000","111,000","-414,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"10,259,000","10,023,000","10,162,000","10,649,000","10,835,000","10,004,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),0.441%,-1.368%,-4.573%,-1.717%,8.307%,-4.066%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"39,740,000","39,708,000","43,534,000","35,417,000","23,602,000","22,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-29,481,000","-29,685,000","-33,372,000","-24,768,000","-12,767,000","-12,801,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","18,313,000","18,647,000","19,648,000","17,297,000","12,131,000","11,555,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"18,266,000","18,647,000","19,648,000","17,297,000","12,131,000","11,555,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-47,747,000","-48,332,000","-53,020,000","-42,065,000","-24,898,000","-24,356,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-178,000","-2,019,000","-4,771,000","-4,472,000","-5,095,000","-4,846,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,206,000","2,938,000","1,119,000","211,000","63,000","614,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"236,000",-,-,-,"22,000","-58,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-45,483,000","-47,413,000","-56,672,000","-46,326,000","-29,908,000","-28,646,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"890,000",-,"-3,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-45,483,000","-47,413,000","-56,672,000","-45,436,000","-29,908,000","-32,141,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-45,483,000","-47,413,000","-56,672,000","-45,436,000","-29,908,000","-32,141,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-45,483,000","-47,413,000","-56,672,000","-45,436,000","-29,908,000","-32,141,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,830,353","5,293,294","4,669,626","4,578,458","2,433,519","1,659,026",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,830,353","5,293,294","4,669,626","4,578,458","2,433,519","1,659,026",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.346%,13.356%,1.991%,88.141%,46.684%,0.188%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-7.801,-8.957,-12.136,-9.924,-12.290,-19.373,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-7.801,-8.957,-12.136,-9.924,-12.290,-19.373,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-40,489,000","-38,434,000","-54,753,000","-37,619,000","-26,416,000","-26,246,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-6.945,-7.261,-11.725,-8.217,-10.855,-15.820,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-287.367%,-296.169%,-,-232.585%,-117.831%,-127.959%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-465.416%,-482.211%,-521.748%,-395.014%,-229.792%,-243.463%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-443.347%,-473.042%,-557.685%,-426.669%,-276.031%,-321.281%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-394.668%,-383.458%,-538.801%,-353.263%,-243.802%,-262.355%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-47,496,000","-48,077,000","-52,787,000","-41,907,000","-24,754,000","-24,231,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-228.463%,-242.213%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"251,000","255,000","233,000","158,000","144,000","125,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-47,747,000","-48,332,000","-53,020,000","-42,065,000","-24,898,000","-24,356,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-229.792%,-243.463%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"10,649,000","10,835,000","10,004,000",Upgrade,Financials in USD,Fiscal year is January - December
