Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters,,
Revenue,"13,542,000","20,099,000","12,053,000","13,206,000","13,002,000","13,241,000","11,134,000","10,682,000","11,463,000","13,265,000","12,270,000","11,078,000","13,287,000","15,345,000","11,122,000","7,149,000","8,260,000","21,675,000","8,765,000","16,419,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),4.153%,51.794%,8.254%,23.629%,13.426%,-0.181%,-9.258%,-3.575%,-13.728%,-13.555%,10.322%,54.959%,60.860%,-29.204%,26.891%,-56.459%,-33.484%,94.761%,-30.673%,-2.407%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,437,000","4,526,000","4,389,000","4,679,000","4,798,000","6,617,000","4,737,000","5,305,000","4,625,000","5,242,000","4,214,000","3,366,000","4,400,000","4,466,000","2,757,000","2,788,000","2,978,000","3,539,000","3,659,000","6,792,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"9,105,000","15,573,000","7,664,000","8,527,000","8,204,000","6,624,000","6,397,000","5,377,000","6,838,000","8,023,000","8,056,000","7,712,000","8,887,000","10,879,000","8,365,000","4,361,000","5,282,000","18,136,000","5,106,000","9,627,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","12,126,000","11,356,000","10,689,000","9,550,000","7,385,000","7,360,000","7,455,000","11,812,000","12,459,000","15,587,000","13,021,000","14,981,000","12,129,000","13,134,000","13,231,000","15,582,000","11,803,000","13,894,000","14,613,000","16,474,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"5,269,000","4,162,000","5,932,000","2,888,000","3,196,000","3,473,000","3,547,000","4,278,000","3,232,000","5,198,000","4,773,000","4,400,000","4,726,000","4,262,000","3,659,000","4,425,000","7,260,000","3,847,000","4,354,000","3,057,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"17,395,000","15,518,000","16,621,000","12,438,000","10,581,000","10,833,000","11,002,000","16,090,000","15,691,000","20,785,000","17,794,000","19,381,000","16,855,000","17,396,000","16,890,000","20,007,000","19,063,000","17,741,000","18,967,000","19,531,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-8,290,000","55,000","-8,957,000","-3,911,000","-2,377,000","-4,209,000","-4,605,000","-10,713,000","-8,853,000","-12,762,000","-9,738,000","-11,669,000","-7,968,000","-6,517,000","-8,525,000","-15,646,000","-13,781,000","395,000","-13,861,000","-9,904,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,198,000","-4,195,000","-4,200,000","-3,235,000","-1,312,000","-1,428,000","-1,487,000","-1,704,000","-3,688,000","-3,572,000","-3,482,000","-3,589,000","-6,554,000","-6,223,000","-6,147,000","-4,726,000","-2,778,000","-2,747,000","-2,771,000","-2,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"979,000",-,"329,000","165,000","1,514,000","129,000","13,000","65,000","5,000","32,000",-,"135,000",-,"373,000",-,"4,000","8,000","18,000","102,000","71,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"-105,000",-,-,-,-,"6,000,000",-,-,-,-,-,"-33,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-11,509,000","-4,245,000","-12,828,000","-6,981,000","-2,175,000","-5,508,000","-79,000","-12,352,000","-12,536,000","-16,302,000","-13,220,000","-15,123,000","-14,555,000","-12,367,000","-14,672,000","-20,368,000","-16,551,000","-2,334,000","-16,530,000","-12,636,000",Upgrade,Financials in USD,Fiscal year is January - December
