Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,"3,000","5,000","28,000","-19,000","20,204,000","239,000","298,000","1,247,000","500,000","162,000","1,219,000","92,000","1,366,000","14,580,000","2,000,000","-977,000","7,421,000","3,633,000","3,535,000","2,030,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-99.985%,-97.908%,-90.604%,-,3940.800%,47.531%,-75.554%,1255.435%,-63.397%,-98.889%,-39.050%,-,-81.593%,301.321%,-43.423%,-,1274.259%,64.538%,60.100%,-55.193%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"38,484,000","31,860,000","27,870,000","26,028,000","25,066,000","23,584,000","22,412,000","21,500,000","18,940,000","20,422,000","19,381,000","17,528,000","15,840,000","15,223,000","12,769,000","12,605,000","11,555,000","15,720,000","13,158,000","12,359,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-38,481,000","-31,855,000","-27,842,000","-26,047,000","-4,862,000","-23,345,000","-22,114,000","-20,253,000","-18,440,000","-20,260,000","-18,162,000","-17,436,000","-14,474,000","-643,000","-10,769,000","-13,582,000","-4,134,000","-12,087,000","-9,623,000","-10,329,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","12,651,000","10,601,000","10,294,000","10,605,000","9,112,000","8,791,000","7,992,000","8,467,000","8,055,000","8,166,000","8,230,000","7,328,000","8,187,000","6,953,000","5,543,000","6,840,000","3,682,000","3,062,000","3,654,000","5,959,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"12,651,000","10,601,000","10,294,000","10,605,000","9,112,000","8,791,000","7,992,000","8,467,000","8,055,000","8,166,000","8,230,000","7,328,000","8,187,000","6,953,000","5,543,000","6,840,000","3,682,000","3,062,000","3,654,000","5,959,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-51,132,000","-42,456,000","-38,136,000","-36,652,000","-13,974,000","-32,136,000","-30,106,000","-28,720,000","-26,495,000","-28,426,000","-26,392,000","-24,764,000","-22,661,000","-7,596,000","-16,312,000","-20,422,000","-7,816,000","-15,149,000","-13,277,000","-16,288,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,"-312,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,290,000","7,548,000","5,745,000","4,380,000","3,876,000","2,512,000","1,443,000","1,338,000","795,000","340,000","100,000",-,"435,000","7,000","7,000","4,000","4,000","14,000","130,000","218,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,000","-45,000","-10,000","-11,000","-158,000","8,000","-19,000","3,000","9,000",-,"-46,000","-7,000","-13,000",-,"-101,000","-129,000","-21,000","-18,000","-13,000","-45,000",Upgrade,Financials in USD,Fiscal year is January - December
