Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"9,532,000","5,490,000","1,245,000","14,941,370","3,154,325","3,458,331",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),149.529%,340.964%,-91.667%,373.679%,-8.791%,202.671%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"37,293,000","38,097,000","35,295,000","41,346,765","33,545,705","27,487,485",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-27,761,000","-32,607,000","-34,050,000","-26,405,395","-30,391,380","-24,029,154",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","17,878,000","19,385,000","19,452,000","17,306,678","14,651,205","12,740,093",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"17,878,000","19,385,000","19,452,000","17,306,678","14,651,205","12,740,093",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-45,639,000","-51,992,000","-53,502,000","-43,712,073","-45,042,585","-36,769,247",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,150,000","-1,245,000","-713,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,237,000","2,661,000","928,000","45,898","543,914","410,326",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-44,552,000","-50,576,000","-53,287,000","-43,666,175","-44,498,671","-36,358,921",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"-80,000","72,464",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-60,000","-157,000","277,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-44,612,000","-50,733,000","-53,010,000","-43,666,175","-44,578,671","-36,286,457",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"495,000","206,250","412,500",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-44,612,000","-50,733,000","-53,010,000","-44,161,175","-44,784,921","-36,698,957",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-44,612,000","-50,733,000","-53,010,000","-44,161,175","-44,784,921","-36,698,957",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"49,518,938","45,754,794","35,649,134","31,285,418","28,688,625","22,041,792",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"49,518,938","45,754,794","35,649,134","31,285,418","28,688,625","22,041,792",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.183%,28.348%,13.948%,9.052%,30.156%,9.475%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.901,-1.109,-1.487,-1.412,-1.561,-1.665,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.901,-1.109,-1.487,-1.412,-1.561,-1.665,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-38,323,000","-39,961,000","-41,977,000","-39,750,205","-33,089,293","-30,843,263",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.774,-0.873,-1.178,-1.271,-1.153,-1.399,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-291.240%,-,-,-176.727%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-478.798%,-947.031%,-4297.349%,-292.557%,-1427.963%,-1063.208%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-468.023%,-924.098%,-4257.831%,-295.563%,-1419.794%,-1061.175%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-402.046%,-727.887%,-3371.647%,-266.041%,-1049.013%,-891.854%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-45,227,000","-51,436,000","-52,580,000","-42,454,411","-43,985,127","-35,958,465",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-284.140%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"412,000","556,000","922,000","1,257,662","1,057,458","810,782",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-45,639,000","-51,992,000","-53,502,000","-43,712,073","-45,042,585","-36,769,247",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-292.557%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
