Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"44,653,000","23,283,000","23,496,000","49,572,000","12,067,000","20,915,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),44.480%,-0.907%,-52.602%,310.806%,-42.305%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"66,307,000","36,763,000","30,168,000","73,087,000","68,017,000","46,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-21,654,000","-13,480,000","-6,672,000","-23,515,000","-55,950,000","-25,486,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","21,507,000","13,580,000","15,227,000","18,740,000","15,899,000","16,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"21,507,000","13,580,000","15,227,000","18,740,000","15,899,000","16,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-43,161,000","-27,060,000","-21,899,000","-42,255,000","-71,849,000","-41,724,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-212,000","-262,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,525,000","1,995,000","191,000",-,-,"221,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-38,636,000","-25,065,000","-21,708,000","-42,467,000","-72,111,000","-41,503,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"411,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-123,519,000","-25,065,000","-21,708,000","-42,467,000","-72,111,000","-41,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"435,000","15,000","14,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-123,954,000","-25,080,000","-21,722,000","-42,467,000","-72,111,000","-41,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"3,221,000","2,149,000","-11,862,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-120,733,000","-22,931,000","-33,584,000","-42,467,000","-72,111,000","-41,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"2,762,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-120,733,000","-22,931,000","-33,584,000","-42,467,000","-74,873,000","-41,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,043,243","4,371,375","3,492,925","2,622,673","2,077,868","1,496,740",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,043,243","4,371,375","3,492,925","2,622,673","2,077,868","1,496,740",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),21.858%,25.149%,33.182%,26.219%,38.826%,15.711%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-23.940,-5.246,-9.615,-16.192,-36.034,-27.454,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-23.941,-5.246,-9.615,-16.200,-36.034,-27.454,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-160,148,000","-22,937,000","-28,591,000","-25,273,000","-54,597,000","-28,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-31.755,-5.247,-8.185,-9.636,-26.275,-19.086,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-48.494%,-57.896%,-28.396%,-47.436%,-,-121.855%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-96.659%,-116.222%,-93.203%,-85.240%,-595.417%,-199.493%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-270.380%,-98.488%,-142.935%,-85.667%,-620.477%,-196.471%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-358.650%,-98.514%,-121.685%,-50.982%,-452.449%,-136.586%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-43,014,000","-26,948,000","-21,756,000","-42,066,000","-71,563,000","-41,396,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-96.329%,-115.741%,-92.594%,-84.858%,-,-197.925%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"147,000","112,000","143,000","189,000","286,000","328,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-43,161,000","-27,060,000","-21,899,000","-42,255,000","-71,849,000","-41,724,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-96.659%,-116.222%,-93.203%,-85.240%,-,-199.493%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"44,653,000","23,283,000","23,496,000","49,572,000","12,067,000","20,915,000",Upgrade,Financials in USD,Fiscal year is January - December
