Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"17,959,000","13,474,000","3,748,000","10,486,000","10,345,000","35,075,000","9,588,000","8,617,000","14,183,000","8,753,000","16,085,000","8,549,000","12,054,000","6,427,000","11,320,000","19,495,000","10,790,000","10,967,000","21,646,000","17,759,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),73.601%,-61.585%,-60.909%,21.690%,-27.061%,300.720%,-40.392%,0.795%,17.662%,36.191%,42.094%,-56.148%,11.715%,-41.397%,-47.704%,9.775%,-24.270%,-10.452%,107.357%,71.535%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,375,000","9,456,000","2,602,000","8,856,000","4,893,000","6,148,000","3,085,000","2,397,000","7,074,000","4,087,000","6,034,000","3,148,000","3,703,000","4,733,000","4,765,000","2,752,000","2,868,000","1,827,000","3,426,000","2,950,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"9,584,000","4,018,000","1,146,000","1,630,000","5,452,000","28,927,000","6,503,000","6,220,000","7,109,000","4,666,000","10,051,000","5,401,000","8,351,000","1,694,000","6,555,000","16,743,000","7,922,000","9,140,000","18,220,000","14,809,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,595,000","3,484,000","3,115,000","4,143,000","3,670,000","4,031,000","3,115,000","3,098,000","2,848,000","2,611,000","3,154,000","3,466,000","2,954,000","3,171,000","3,138,000","2,951,000","2,816,000","2,194,000","3,187,000","3,014,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,998,000","2,961,000","2,887,000","3,102,000","3,669,000","4,475,000","5,847,000","5,617,000","7,386,000","7,579,000","8,767,000","7,641,000","7,282,000","7,689,000","7,122,000","10,953,000","7,688,000","9,186,000","10,340,000","9,595,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,593,000","6,445,000","6,002,000","7,245,000","7,339,000","8,506,000","8,962,000","8,715,000","10,234,000","10,190,000","11,921,000","11,107,000","10,236,000","10,860,000","10,260,000","13,904,000","10,504,000","11,380,000","13,527,000","12,609,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"3,991,000","-2,427,000","-4,856,000","-5,615,000","-1,887,000","20,421,000","-2,459,000","-2,495,000","-3,125,000","-5,524,000","-1,870,000","-5,706,000","-1,885,000","-9,166,000","-3,705,000","2,839,000","-2,582,000","-2,240,000","4,693,000","2,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-299,000","-367,000","-390,000","-811,000","-460,000","-1,305,000","-649,000","-715,000","-639,000","-623,000","-618,000","-1,741,000","-1,579,000","-2,203,000","-2,156,000","-664,000","-1,973,000","-1,948,000","-3,229,000","-1,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"151,000","522,000","513,000",-,"628,000","531,000","172,000",-,"197,000","813,000","202,000",-,"96,000","128,000","335,000","79,000","118,000","38,000","203,000","180,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,"-51,000",-,-,"51,000","-1,857,000",-,-,-,"-631,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"3,843,000","-2,272,000","-4,733,000","-6,426,000","-1,719,000","19,647,000","-2,936,000","-3,210,000","-3,567,000","-5,334,000","-2,286,000","-7,498,000","-3,368,000","-11,241,000","-5,475,000","397,000","-4,437,000","-4,150,000","1,667,000","291,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,"831,000","-831,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"3,843,000","-2,272,000","-4,733,000","-6,426,000","-1,719,000","19,647,000","-2,936,000","-3,210,000","-3,567,000","-5,334,000","-2,286,000","-6,667,000","-4,199,000","-11,241,000","-5,475,000","397,000","-4,437,000","-4,150,000","1,667,000","291,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"607,000","-69,000","-138,000","-382,000","133,000","308,000","195,000","530,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"3,236,000","-2,203,000","-4,595,000","-6,044,000","-1,852,000","19,339,000","-3,131,000","-3,740,000","-3,567,000","-5,334,000","-2,286,000","-6,667,000","-4,199,000","-11,241,000","-5,475,000","397,000","-4,437,000","-4,150,000","1,667,000","291,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"3,236,000","-2,203,000","-4,595,000","-6,044,000","-1,852,000","19,339,000","-3,131,000","-3,740,000","-3,567,000","-5,334,000","-2,286,000","-6,667,000","-4,199,000","-11,241,000","-5,475,000","397,000","-4,437,000","-4,150,000","1,667,000","291,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"3,236,000","-2,203,000","-4,595,000","-6,044,000","-1,852,000","19,339,000","-3,131,000","-3,740,000","-3,567,000","-5,334,000","-2,286,000","-6,667,000","-4,199,000","-11,241,000","-5,475,000","397,000","-4,437,000","-4,150,000","1,667,000","291,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.426%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"73,549,745","73,308,281","73,036,569","72,615,590","72,281,681","67,158,628","57,480,009","51,140,437","49,498,105","47,327,952","45,843,563","45,275,625","45,556,647","45,436,907","39,933,972","33,317,876","32,863,788","32,442,636","17,381,074","14,838,213",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"81,217,068","73,308,281","73,036,569","72,615,590","83,782,679","83,200,641","57,480,009","51,140,437","49,498,105","47,327,952","45,843,563","45,275,625","45,556,647","45,436,907","39,933,972","33,317,876","32,863,788","32,442,636","17,381,074","14,838,213",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-3.062%,-11.890%,27.064%,41.993%,69.264%,75.796%,25.383%,12.954%,8.652%,4.162%,14.798%,35.890%,38.623%,40.053%,129.755%,124.541%,121.481%,118.642%,17.137%,0.066%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.044,-0.030,-0.063,-0.083,-0.026,0.288,-0.054,-0.073,-0.072,-0.113,-0.050,-0.147,-0.092,-0.247,-0.137,0.012,-0.135,-0.128,0.096,0.020,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.034,-0.030,-0.063,-0.083,-0.043,0.210,-0.054,-0.073,-0.072,-0.113,-0.050,-0.147,-0.092,-0.247,-0.137,0.012,-0.135,-0.128,0.096,0.020,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-39.243%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"4,018,000","-3,782,000","3,590,000","3,345,000","-7,335,000","4,769,000","-3,246,000","-2,824,000","-9,262,000","-7,484,000","-6,058,000","-5,535,000","-2,224,000","6,235,000","-10,220,000","-7,825,000","-3,706,000","-8,047,000","-7,183,000","-3,715,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.049,-0.052,0.049,0.046,-0.088,0.057,-0.056,-0.055,-0.187,-0.158,-0.132,-0.122,-0.049,0.137,-0.256,-0.235,-0.113,-0.248,-0.413,-0.250,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.366%,29.820%,30.576%,15.544%,52.702%,82.472%,67.824%,72.183%,50.123%,53.307%,62.487%,63.177%,69.280%,26.358%,57.906%,85.883%,73.420%,83.341%,84.172%,83.389%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,22.223%,-18.012%,-129.562%,-53.548%,-18.241%,58.221%,-25.647%,-28.954%,-22.033%,-63.110%,-11.626%,-66.745%,-15.638%,-142.617%,-32.730%,14.563%,-23.930%,-20.425%,21.681%,12.388%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,18.019%,-16.350%,-122.599%,-57.639%,-17.902%,55.136%,-32.655%,-43.403%,-25.150%,-60.939%,-14.212%,-77.986%,-34.835%,-174.903%,-48.366%,2.036%,-41.121%,-37.841%,7.701%,1.639%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,22.373%,-28.069%,95.784%,31.900%,-70.904%,13.597%,-33.855%,-32.772%,-65.304%,-85.502%,-37.662%,-64.744%,-18.450%,97.013%,-90.283%,-40.138%,-34.347%,-73.375%,-33.184%,-20.919%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,320,000","-2,108,000","-4,534,000","-5,302,000","-1,582,000","20,714,000","-2,179,000","-2,220,000","-2,852,000","-5,256,000","-1,600,000","-5,447,000","-1,600,000","-8,878,000","-3,419,000","3,130,000","-2,281,000","-1,906,000","5,069,000","2,612,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,24.055%,-15.645%,-120.971%,-50.563%,-15.292%,59.056%,-22.726%,-25.763%,-20.108%,-60.048%,-9.947%,-63.715%,-13.274%,-138.136%,-30.203%,16.055%,-21.140%,-17.379%,23.418%,14.708%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"329,000","319,000","322,000","313,000","305,000","293,000","280,000","275,000","273,000","268,000","270,000","259,000","285,000","288,000","286,000","291,000","301,000","334,000","376,000","412,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"3,991,000","-2,427,000","-4,856,000","-5,615,000","-1,887,000","20,421,000","-2,459,000","-2,495,000","-3,125,000","-5,524,000","-1,870,000","-5,706,000","-1,885,000","-9,166,000","-3,705,000","2,839,000","-2,582,000","-2,240,000","4,693,000","2,200,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,22.223%,-18.012%,-129.562%,-53.548%,-18.241%,58.221%,-25.647%,-28.954%,-22.033%,-63.110%,-11.626%,-66.745%,-15.638%,-142.617%,-32.730%,14.563%,-23.930%,-20.425%,21.681%,12.388%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,15.795%,-,-,-,-,1.568%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"17,959,000","13,474,000","3,748,000","10,486,000","10,345,000","35,075,000","9,588,000","8,617,000","14,183,000","8,753,000","16,085,000","8,549,000","12,054,000","6,427,000","11,320,000","19,495,000","10,790,000","10,967,000","21,646,000","17,759,000",Upgrade,Financials in USD,Fiscal year is January - December
