Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"631,695","391,695","1,502,748","208,382,779","12,617,221",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),113.209%,-73.935%,-99.279%,1551.574%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"631,695","391,695","1,502,748","208,382,779","12,617,221",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","24,797,274","31,085,274","32,432,510","37,234,104","30,630,804","19,251,826",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"41,485,884","28,587,884","24,618,399","46,939,583","63,417,394","42,157,641",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"66,283,158","59,673,158","57,050,909","84,173,687","94,048,198","61,409,467",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-65,651,463","-59,281,463","-55,548,161","124,209,092","-81,430,977","-61,409,467",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,"395,401","948,224",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"31,848,431","4,939,431","1,833,943","-45,690",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-33,803,032","-54,342,032","-53,714,218","124,163,402","-81,035,576","-60,461,243",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"5,001,073","2,003,073","-454,811",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-32,501,959","-52,338,959","-54,169,029","124,163,402","-81,035,576","-60,461,243",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"1,328,818",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-32,501,959","-52,338,959","-54,169,029","122,834,584","-81,035,576","-60,461,243",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"2,997,344",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-32,501,959","-52,338,959","-54,169,029","119,837,240","-81,035,576","-60,461,243",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"70,824,867","70,580,604","70,424,819","67,479,403","58,451,293","39,217,223",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"70,824,867","70,580,604","70,424,819","68,067,992","58,451,293","39,217,223",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.423%,0.221%,3.462%,16.453%,49.045%,59.219%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.459,-0.742,-0.769,1.776,-1.386,-1.542,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.460,-0.742,-0.770,1.760,-1.390,-1.542,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-57,921,233","-45,821,233","-56,451,506","118,427,665","-51,711,154","-51,147,778",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.818,-0.649,-0.802,1.740,-0.885,-1.304,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-10392.905%,-15134.598%,-3696.439%,59.606%,-645.396%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5145.198%,-13362.172%,-3604.665%,57.508%,-642.262%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-9169.177%,-11698.192%,-3756.552%,56.832%,-409.846%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-65,058,181","-58,713,181","-55,035,656","124,446,171","-81,124,129","-61,154,465",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,59.720%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"593,282","568,282","512,505","237,079","306,848","255,002",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-65,651,463","-59,281,463","-55,548,161","124,209,092","-81,430,977","-61,409,467",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,59.606%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,1.070%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"631,695","391,695","1,502,748","208,382,779","12,617,221",-,Upgrade,Financials in USD,Fiscal year is January - December
