Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"133,350,000","91,370,000","53,905,000","200,577,000","853,000","814,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-5.410%,69.502%,-73.125%,23414.302%,4.791%,-14.764%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"234,238,000","220,571,000","135,562,000","82,284,000","74,884,000","50,836,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-100,888,000","-129,201,000","-81,657,000","118,293,000","-74,031,000","-50,022,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","67,291,000","61,835,000","49,900,000","46,318,000","38,703,000","35,736,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"67,291,000","61,835,000","49,900,000","46,318,000","38,703,000","35,736,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-168,179,000","-191,036,000","-131,557,000","71,975,000","-112,734,000","-85,758,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"28,531,000","31,014,000","6,349,000","42,000","1,369,000","8,203,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-399,000","-458,000","-397,000","-96,000","-62,000","196,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-140,047,000","-160,480,000","-125,605,000","71,921,000","-111,427,000","-77,359,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"61,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-140,047,000","-160,480,000","-125,605,000","71,921,000","-111,427,000","-77,298,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-8,217,000","-13,452,000","-8,656,000","4,946,000","-283,000","379,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-131,830,000","-147,028,000","-116,949,000","66,975,000","-111,144,000","-77,677,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-131,830,000","-147,028,000","-116,949,000","66,975,000","-111,144,000","-77,677,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"53,735,750","53,216,000","47,369,000","44,228,000","39,915,000","39,882,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"53,735,750","53,216,000","47,369,000","48,464,000","39,915,000","39,882,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.254%,12.344%,-2.259%,21.418%,0.083%,0.817%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.453,-2.763,-2.469,1.514,-2.785,-1.948,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.453,-2.763,-2.470,1.380,-2.785,-1.950,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-155,120,000","-136,716,000","-109,285,000","92,030,000","-80,558,000","-53,524,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.887,-2.569,-2.307,1.899,-2.018,-1.342,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-75.656%,-141.404%,-151.483%,58.976%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-126.118%,-209.080%,-244.053%,35.884%,-13216.178%,-10535.381%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-98.860%,-160.915%,-216.954%,33.391%,-13029.777%,-9542.629%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-116.325%,-149.629%,-202.736%,45.883%,-9444.080%,-6575.430%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-167,231,000","-190,108,000","-130,813,000","73,090,000","-111,220,000","-84,194,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-125.407%,-208.064%,-242.673%,36.440%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"948,000","928,000","744,000","1,115,000","1,514,000","1,564,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-168,179,000","-191,036,000","-131,557,000","71,975,000","-112,734,000","-85,758,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-126.118%,-209.079%,-244.053%,35.884%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,6.877%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"133,350,000","91,370,000","53,905,000","200,577,000","853,000","814,000",Upgrade,Financials in USD,Fiscal year is January - December
