Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"323,795,000","60,000,000","26,581,000","27,357,000","28,628,000","231,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,125.725%,-2.837%,-4.440%,12293.074%,-99.253%,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"323,795,000","60,000,000","26,581,000","27,357,000","28,628,000","231,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","42,560,000","33,491,000","31,739,000","27,196,000","18,638,000","15,749,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"132,123,000","120,161,000","126,215,000","126,006,000","74,506,000","65,003,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"174,683,000","153,652,000","157,954,000","153,202,000","93,144,000","80,752,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"149,112,000","-93,652,000","-131,373,000","-125,845,000","-64,516,000","-80,521,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-598,000","-169,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"23,704,000","14,898,000","4,060,000","443,000","900,000","2,813,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"263,000","-201,000","-80,000","-149,000","-46,000","-1,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"173,079,000","-78,955,000","-127,393,000","-125,551,000","-64,260,000","-77,878,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-585,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"173,079,000","-78,955,000","-127,393,000","-125,551,000","-64,845,000","-77,878,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,230,000",-,-,-,"1,305,000","-691,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"170,849,000","-78,955,000","-127,393,000","-125,551,000","-66,150,000","-77,187,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"170,849,000","-78,955,000","-127,393,000","-125,551,000","-66,150,000","-77,187,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"61,090,134","56,763,559","49,042,232","46,322,910","34,396,446","25,894,024",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"63,565,608","56,763,559","49,042,232","46,322,910","34,396,446","25,894,024",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.778%,15.744%,5.870%,34.674%,32.835%,15.782%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),2.797,-1.391,-2.598,-2.710,-1.923,-2.981,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),2.683,-1.391,-2.598,-2.710,-1.923,-2.981,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"229,226,000","-70,845,000","-108,932,000","-108,966,000","-72,955,000","-42,494,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,3.606,-1.248,-2.221,-2.352,-2.121,-1.641,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,46.051%,-156.087%,-494.236%,-460.010%,-225.360%,-34857.576%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,52.765%,-131.592%,-479.263%,-458.936%,-231.067%,-33414.286%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,70.794%,-118.075%,-409.812%,-398.311%,-254.838%,-18395.671%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"150,068,000","-92,675,000","-130,339,000","-125,032,000","-63,568,000","-79,789,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,46.347%,-154.458%,-,-,-222.048%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"956,000","977,000","1,034,000","813,000","948,000","732,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"149,112,000","-93,652,000","-131,373,000","-125,845,000","-64,516,000","-80,521,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,46.051%,-156.087%,-,-,-225.360%,-,Upgrade,Financials in USD,Fiscal year is January - December
