Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+18 Quarters,,
Revenue,"6,125,000","5,263,000","6,459,000","6,221,000","6,150,000","5,688,000","5,621,000","5,171,000","5,184,000","4,689,000","5,239,000","4,815,000","4,722,000","4,588,000","4,877,000","4,515,000","4,755,000","3,765,000","4,145,096","4,034,440",Upgrade,Financials in CAD,Fiscal year is May - April
Revenue Growth (YoY),-0.407%,-7.472%,14.908%,20.306%,18.634%,21.305%,7.291%,7.394%,9.784%,2.201%,7.423%,6.645%,-0.694%,21.859%,17.657%,11.911%,50.362%,38.618%,56.945%,49.669%,Upgrade,Financials in CAD,Fiscal year is May - April
Cost of Revenue,"2,688,000","2,907,000","3,351,000","3,024,000","3,196,000","2,893,000","2,280,000","2,207,000","2,405,000","2,210,000","1,923,000","2,229,000","2,147,000","2,130,000","2,050,000","982,000","2,112,000","1,364,000","2,221,810","1,838,014",Upgrade,Financials in CAD,Fiscal year is May - April
Gross Profit,"3,437,000","2,356,000","3,108,000","3,197,000","2,954,000","2,795,000","3,341,000","2,964,000","2,779,000","2,479,000","3,316,000","2,586,000","2,575,000","2,458,000","2,827,000","3,533,000","2,643,000","2,401,000","1,923,286","2,196,426",Upgrade,Financials in CAD,Fiscal year is May - April
"Selling, General & Admin","4,510,000","4,646,000","5,028,000","4,827,000","4,229,000","5,009,000","3,779,000","4,948,000","4,648,000","5,254,000","4,810,000","4,333,000","3,715,000","2,921,000","3,140,000","3,026,000","2,508,000","2,054,000","2,940,126","1,413,577",Upgrade,Financials in CAD,Fiscal year is May - April
Research & Development,"1,155,000","1,642,000","927,000","1,001,000","835,000","947,000","912,000","1,563,000","5,002,000","6,185,000","1,324,000","2,058,000","3,044,000","1,119,000","616,000",-,"1,049,000","309,000","-221,292","54,190",Upgrade,Financials in CAD,Fiscal year is May - April
Operating Expenses,"6,278,000","6,894,000","6,656,000","6,537,000","5,775,000","6,803,000","6,008,000","7,544,000","10,603,000","12,551,000","6,636,000","6,893,000","7,263,000","5,823,000","5,717,000","4,607,000","4,745,000","3,122,000","3,314,967","2,404,886",Upgrade,Financials in CAD,Fiscal year is May - April
Operating Income,"-2,841,000","-4,538,000","-3,548,000","-3,340,000","-2,821,000","-4,008,000","-2,667,000","-4,580,000","-7,824,000","-10,072,000","-3,320,000","-4,307,000","-4,688,000","-3,365,000","-2,890,000","-1,074,000","-2,102,000","-721,000","-1,391,681","-208,460",Upgrade,Financials in CAD,Fiscal year is May - April
Interest Expense,"-117,000","-235,000","-355,000",-,-,"-41,000",-,-,-,"-3,000","-20,000","-21,000","-20,000","-103,000","-420,000","-121,000","-173,000","-170,000","-332,334","-139,388",Upgrade,Financials in CAD,Fiscal year is May - April
Interest & Investment Income,-,"1,000",-,"3,000","10,000","13,000","49,000","39,000","36,000",-,"109,000","160,000","6,000","4,000",-,"12,000","515,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is May - April
Currency Exchange Gain (Loss),"-120,000","-146,000","65,000","-115,000","209,000","-73,000","-17,000","-76,000","297,000","23,000","-190,000","514,000","-136,000","429,000","-1,062,000","-96,000","-26,000","-20,000","-10,329","-28,978",Upgrade,Financials in CAD,Fiscal year is May - April
Other Non Operating Income (Expenses),"19,000","143,000","47,000","-5,000","11,000","278,000","-1,000","22,000","14,000","268,000","75,000",-,"19,000","1,000","-33,000","74,000","-72,000","-101,000","141,753","-110,124",Upgrade,Financials in CAD,Fiscal year is May - April
EBT Excluding Unusual Items,"-3,059,000","-4,775,000","-3,791,000","-3,457,000","-2,591,000","-3,831,000","-2,636,000","-4,595,000","-7,477,000","-9,784,000","-3,346,000","-3,654,000","-4,819,000","-3,034,000","-4,405,000","-1,205,000","-1,858,000","-1,012,000","-1,592,591","-486,950",Upgrade,Financials in CAD,Fiscal year is May - April
Merger & Restructuring Charges,-,-,-,-,-,-,"-800,000",-,-,-,"-800,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is May - April
Impairment of Goodwill,-,-,"-11,161,000",-,-,-,"-2,460,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is May - April
Asset Writedown,-,-,"-3,870,000",-,-,-,-,-,-,-,"-167,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is May - April
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"-56,000","36,000",-,"-8,000","393,000",-,"1,448,000","644,000","108,000",-,Upgrade,Financials in CAD,Fiscal year is May - April
