Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"61,000","513,000","1,135,000","60,049,000","5,336,000","2,887,000","9,851,000","6,536,000","42,000","6,362,000","6,771,000","12,469,000","6,197,000","379,000","6,499,000","11,419,000","62,841,000","10,749,000","5,723,000","12,284,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-98.857%,-82.231%,-88.478%,818.742%,12604.762%,-54.621%,45.488%,-47.582%,-99.322%,1578.628%,4.185%,9.195%,-90.139%,-96.474%,13.559%,-7.042%,1533.082%,361.330%,176.607%,100.752%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"47,639,000","2,125,000","48,787,000","69,556,000","40,512,000","2,525,000","37,804,000","51,998,000","41,326,000","43,659,000","37,976,000","37,553,000","29,265,000","33,753,000","41,937,000","61,504,000","33,916,000","28,007,000","34,570,000","34,789,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-47,578,000","-1,612,000","-47,652,000","-9,507,000","-35,176,000","362,000","-27,953,000","-45,462,000","-41,284,000","-37,297,000","-31,205,000","-25,084,000","-23,068,000","-33,374,000","-35,438,000","-50,085,000","28,925,000","-17,258,000","-28,847,000","-22,505,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","18,088,000","18,206,000","19,339,000","14,455,000","14,987,000","17,202,000","23,008,000","17,984,000","16,236,000","16,937,000","19,545,000","16,526,000","16,185,000","22,027,000","21,445,000","15,787,000","19,936,000","14,081,000","17,769,000","16,917,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"52,085,000",-,-,-,"27,254,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"18,088,000","70,291,000","19,339,000","14,455,000","14,987,000","44,456,000","23,008,000","17,984,000","16,236,000","16,937,000","19,545,000","16,526,000","16,185,000","22,027,000","21,445,000","15,787,000","19,936,000","14,081,000","17,769,000","16,917,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-65,666,000","-71,903,000","-66,991,000","-23,962,000","-50,163,000","-44,094,000","-50,961,000","-63,446,000","-57,520,000","-54,234,000","-50,750,000","-41,610,000","-39,253,000","-55,401,000","-56,883,000","-65,872,000","8,989,000","-31,339,000","-46,616,000","-39,422,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,530,000","4,297,000","5,035,000","5,102,000","5,144,000","3,811,000","3,509,000","2,712,000","1,793,000","546,000","469,000","1,910,000","152,000","146,000","134,000","228,000","226,000","592,000","1,559,000","1,645,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-5,000","-1,000","6,000","1,590,000",-,"-7,000","-1,584,000","-4,000","1,000","235,000","-234,000","-38,000","19,000","-1,000","21,000","-5,000","-1,396,000","7,175,000",-,"144,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-62,141,000","-67,607,000","-61,950,000","-17,270,000","-45,019,000","-40,290,000","-49,036,000","-60,738,000","-55,726,000","-53,453,000","-50,515,000","-39,738,000","-39,082,000","-55,256,000","-56,728,000","-65,649,000","7,819,000","-23,572,000","-45,057,000","-37,633,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-1,604,000",-,-,-,-,-,-,-,"-1,698,000",-,-,-,"3,150,000",-,-,"7,333,000","-137,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-62,141,000","-67,607,000","-61,950,000","-18,874,000","-45,019,000","-40,290,000","-49,036,000","-60,738,000","-55,726,000","-53,453,000","-50,515,000","-41,436,000","-39,082,000","-55,256,000","-56,728,000","-62,499,000","7,819,000","-23,572,000","-37,724,000","-37,770,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-62,141,000","-67,607,000","-61,950,000","-18,874,000","-45,019,000","-40,290,000","-49,036,000","-60,738,000","-55,726,000","-53,453,000","-50,515,000","-41,436,000","-39,082,000","-55,256,000","-56,728,000","-62,499,000","7,819,000","-23,572,000","-37,724,000","-37,770,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-62,141,000","-67,607,000","-61,950,000","-18,874,000","-45,019,000","-40,290,000","-49,036,000","-60,738,000","-55,726,000","-53,453,000","-50,515,000","-41,436,000","-39,082,000","-55,256,000","-56,728,000","-62,499,000","7,819,000","-23,572,000","-37,724,000","-37,770,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"82,485,199","82,310,368","81,938,839","81,710,470","81,648,250","71,376,678","68,924,180","68,793,157","68,736,125","68,640,858","68,484,978","68,355,723","68,219,742","67,877,126","65,992,395","62,278,035","62,144,118","55,346,052","54,590,194","51,169,242",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"82,485,199","82,310,368","81,938,839","81,710,470","81,648,250","71,376,678","68,924,180","68,793,157","68,736,125","68,640,858","68,484,978","68,355,723","68,219,742","67,877,126","65,992,395","62,278,035","62,697,173","55,346,052","54,590,194","51,169,242",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.025%,15.318%,18.883%,18.777%,18.785%,3.986%,0.641%,0.640%,0.757%,1.125%,3.777%,9.759%,8.808%,22.641%,20.887%,21.710%,25.846%,12.789%,11.778%,6.587%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.753,-0.821,-0.756,-0.231,-0.551,-0.564,-0.711,-0.883,-0.811,-0.779,-0.738,-0.606,-0.573,-0.814,-0.860,-1.004,0.126,-0.426,-0.691,-0.738,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.753,-0.821,-0.756,-0.231,-0.551,-0.564,-0.711,-0.883,-0.811,-0.779,-0.740,-0.606,-0.573,-0.814,-0.860,-1.005,0.120,-0.426,-0.691,-0.738,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-55,509,000","-60,556,000","-51,743,000","-23,547,000","-35,698,000","-40,044,000","-37,608,000","-42,897,000","-48,618,000","-38,477,000","-51,475,000","-37,427,000","-43,129,000","-41,661,000","-49,563,000","-41,476,000","-56,594,000","-32,697,000","-56,238,000","39,333,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.673,-0.736,-0.631,-0.288,-0.437,-0.561,-0.546,-0.624,-0.707,-0.561,-0.752,-0.548,-0.632,-0.614,-0.751,-0.666,-0.903,-0.591,-1.030,0.769,Upgrade,Financials in USD,Fiscal year is January - December
