Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"9,111,000","6,957,000","28,935,000","-1,917,000","11,992,000","13,594,000","12,606,000","13,573,000","13,266,000","14,030,000","11,252,000","12,854,000","7,204,000","6,550,000","6,445,000","6,595,000","22,220,000","16,263,000","12,916,000","10,936,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-24.024%,-48.823%,129.534%,-,-9.603%,-3.108%,12.033%,5.594%,84.148%,114.198%,74.585%,94.905%,-67.579%,-59.725%,-50.101%,-39.695%,109.307%,46.276%,23.799%,38.782%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"123,380,000","114,207,000","111,847,000","108,981,000","113,696,000","115,276,000","97,116,000","100,034,000","96,651,000","90,199,000","133,095,000","71,161,000","60,486,000","58,884,000","39,276,000","38,231,000","39,756,000","37,771,000","34,650,000","31,731,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-114,269,000","-107,250,000","-82,912,000","-110,898,000","-101,704,000","-101,682,000","-84,510,000","-86,461,000","-83,385,000","-76,169,000","-121,843,000","-58,307,000","-53,282,000","-52,334,000","-32,831,000","-31,636,000","-17,536,000","-21,508,000","-21,734,000","-20,795,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","30,501,000","31,793,000","31,091,000","28,994,000","29,403,000","30,652,000","27,448,000","23,626,000","22,145,000","22,132,000","22,403,000","22,108,000","18,711,000","16,683,000","13,594,000","10,763,000","10,566,000","11,526,000","11,314,000","8,976,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"30,501,000","31,793,000","31,091,000","28,994,000","29,403,000","30,652,000","27,448,000","23,626,000","22,145,000","22,132,000","22,403,000","22,108,000","18,711,000","16,683,000","13,594,000","10,763,000","10,566,000","11,526,000","11,314,000","8,976,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-144,770,000","-139,043,000","-114,003,000","-139,892,000","-131,107,000","-132,334,000","-111,958,000","-110,087,000","-105,530,000","-98,301,000","-144,246,000","-80,415,000","-71,993,000","-69,017,000","-46,425,000","-42,399,000","-28,102,000","-33,034,000","-33,048,000","-29,771,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,122,000","12,422,000","12,632,000","12,459,000","12,740,000","12,653,000","11,980,000","5,354,000","1,945,000","703,000","540,000","503,000","349,000","211,000","220,000","207,000","262,000","641,000","1,242,000","1,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,"-4,728,000","-3,857,000","-4,000,000","-3,048,000","-3,248,000","-1,834,000","-3,252,000","-2,745,000","-1,325,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-132,648,000","-126,621,000","-101,371,000","-132,161,000","-122,224,000","-123,681,000","-103,026,000","-107,981,000","-105,419,000","-100,850,000","-146,451,000","-81,237,000","-71,644,000","-68,806,000","-46,205,000","-42,192,000","-27,840,000","-32,393,000","-31,806,000","-28,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-3,064,000","-20,354,000","-6,065,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,"-100,000","-5,426,000","-7,810,000","172,000","-421,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-135,712,000","-146,975,000","-107,436,000","-132,161,000","-122,224,000","-123,681,000","-103,126,000","-113,407,000","-113,229,000","-100,678,000","-146,872,000","-81,237,000","-71,644,000","-68,806,000","-46,205,000","-42,192,000","-27,840,000","-32,393,000","-31,806,000","-28,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-135,712,000","-146,975,000","-107,436,000","-132,161,000","-122,224,000","-123,681,000","-103,126,000","-113,407,000","-113,229,000","-100,678,000","-146,872,000","-81,237,000","-71,644,000","-68,806,000","-46,205,000","-42,192,000","-27,840,000","-32,393,000","-31,806,000","-28,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-135,712,000","-146,975,000","-107,436,000","-132,161,000","-122,224,000","-123,681,000","-103,126,000","-113,407,000","-113,229,000","-100,678,000","-146,872,000","-81,237,000","-71,644,000","-68,806,000","-46,205,000","-42,192,000","-27,840,000","-32,393,000","-31,806,000","-28,276,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"101,002,000","96,975,000","95,502,000","90,461,000","88,645,000","88,185,000","87,772,000","81,223,000","76,047,000","75,823,000","74,751,000","74,427,000","73,706,000","68,164,000","67,183,000","61,306,000","58,754,000","53,369,000","50,491,000","49,350,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"101,002,000","96,975,000","95,502,000","90,461,000","88,645,000","88,185,000","87,772,000","81,223,000","76,047,000","75,823,000","74,751,000","74,427,000","73,706,000","68,164,000","67,183,000","61,306,000","58,754,000","53,369,000","50,491,000","49,350,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.940%,9.968%,8.807%,11.374%,16.566%,16.304%,17.419%,9.131%,3.176%,11.236%,11.265%,21.402%,25.448%,27.722%,33.059%,24.227%,21.008%,16.491%,11.622%,11.614%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.344,-1.516,-1.125,-1.461,-1.379,-1.403,-1.175,-1.396,-1.489,-1.328,-1.965,-1.091,-0.972,-1.009,-0.688,-0.688,-0.474,-0.607,-0.630,-0.573,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.344,-1.516,-1.125,-1.461,-1.379,-1.403,-1.175,-1.396,-1.489,-1.330,-1.965,-1.091,-0.972,-1.009,-0.688,-0.688,-0.474,-0.607,-0.630,-0.573,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-86,116,000","-59,198,000","-123,168,000","-94,574,000","-105,713,000","-94,624,000","-113,160,000","-93,781,000","-82,763,000","-89,071,000","-81,230,000","-57,519,000","-69,560,000","-55,919,000","-54,788,000","-41,232,000","-29,256,000","56,381,000","-39,390,000","-31,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.853,-0.610,-1.290,-1.045,-1.193,-1.073,-1.289,-1.155,-1.088,-1.175,-1.087,-0.773,-0.944,-0.820,-0.816,-0.673,-0.498,1.056,-0.780,-0.633,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-286.546%,-,-,-,-,-,-,-,-,-,-,-,-,-,-78.920%,-132.251%,-168.272%,-190.152%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1588.958%,-1998.606%,-393.997%,-,-1093.287%,-973.474%,-888.133%,-811.073%,-795.492%,-700.649%,-1281.959%,-625.603%,-999.348%,-1053.695%,-720.326%,-642.896%,-126.472%,-203.124%,-255.869%,-272.229%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1489.540%,-2112.620%,-371.301%,-,-1019.213%,-909.821%,-818.071%,-835.534%,-853.528%,-717.591%,-1305.297%,-631.998%,-994.503%,-1050.473%,-716.912%,-639.757%,-125.293%,-199.182%,-246.253%,-258.559%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-945.187%,-850.913%,-425.671%,-,-881.529%,-696.072%,-897.668%,-690.938%,-623.873%,-634.861%,-721.916%,-447.479%,-965.575%,-853.725%,-850.085%,-625.201%,-131.665%,346.683%,-304.971%,-285.607%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-142,162,000","-136,444,000","-111,491,000","-137,426,000","-128,817,000","-130,164,000","-109,908,000","-108,056,000","-103,580,000","-96,464,000","-142,492,000","-78,535,000","-70,207,000","-67,383,000","-44,834,000","-40,797,000","-26,500,000","-31,468,000","-31,507,000","-28,205,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-119.262%,-193.494%,-243.938%,-257.910%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,608,000","2,599,000","2,512,000","2,466,000","2,290,000","2,170,000","2,050,000","2,031,000","1,950,000","1,837,000","1,754,000","1,880,000","1,786,000","1,634,000","1,591,000","1,602,000","1,602,000","1,566,000","1,541,000","1,566,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-144,770,000","-139,043,000","-114,003,000","-139,892,000","-131,107,000","-132,334,000","-111,958,000","-110,087,000","-105,530,000","-98,301,000","-144,246,000","-80,415,000","-71,993,000","-69,017,000","-46,425,000","-42,399,000","-28,102,000","-33,034,000","-33,048,000","-29,771,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-126.472%,-203.124%,-255.869%,-272.229%,Upgrade,Financials in USD,Fiscal year is January - December
