Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"342,804,000","321,477,000","267,841,000","242,019,000","248,234,000","299,255,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),10.933%,20.025%,10.669%,-2.504%,-17.049%,-16.668%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"57,006,000","54,634,000","48,316,000","39,628,000","39,330,000","43,081,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"285,798,000","266,843,000","219,525,000","202,391,000","208,904,000","256,174,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","210,178,000","216,300,000","220,850,000","198,637,000","240,487,000","264,709,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,203,000","12,665,000","12,701,000","9,932,000","11,715,000","11,140,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"222,145,000","229,727,000","234,252,000","209,389,000","253,275,000","276,888,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"63,653,000","37,116,000","-14,727,000","-6,998,000","-44,371,000","-20,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-3,237,000","-6,583,000","-5,026,000","-4,980,000","-8,268,000","-5,762,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"235,000","126,000","10,000",-,"327,000","1,054,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-341,000","-26,000","-4,000","-23,000","-3,000","283,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"60,310,000","30,633,000","-19,747,000","-12,001,000","-52,315,000","-25,139,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-352,000",-,-,"-53,000","-1,027,000","-446,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-8,201,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"59,958,000","30,633,000","-19,747,000","-12,054,000","-61,543,000","-25,585,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-25,890,000","-36,806,000","206,000","247,000","-12,259,000","-5,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"85,848,000","67,439,000","-19,953,000","-12,301,000","-49,284,000","-25,580,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"2,610,000","-9,211,000","-10,244,000","2,016,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"88,458,000","58,228,000","-30,197,000","-10,285,000","-49,284,000","-25,580,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"6,459,000","11,643,000","6,580,000","6,136,000","34,044,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"81,999,000","46,585,000","-36,777,000","-16,421,000","-83,328,000","-25,580,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,1939.613%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
