Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2017,,
"Selling, General & Admin","21,568,649","24,557,608","15,318,198","14,329,801","7,557,990","7,120,835",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"2,532,374","2,708,829","4,165,197","8,372,800","15,720,262","4,694,349",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"24,228,007","27,388,296","19,596,891","22,826,191","23,401,787","11,923,768",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-24,228,007","-27,388,296","-19,596,891","-22,826,191","-23,401,787","-11,923,768",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-1,082,131","-1,011,322","-580,344","-372,844","-379,608","-104,280",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"118,223",-,-,-,"13,179","50,296",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),-,-,"-1,019",9,"-32,634","146,828",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-1,423,449","-1,423,449","-126,620","122,041",-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-26,615,364","-29,823,067","-20,304,874","-23,076,985","-23,800,850","-11,830,924",Upgrade,Financials in USD,Fiscal year is July - June
Impairment of Goodwill,"-59,254,729","-11,640,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,"-42,611,000","-42,611,000","-18,960,000","-93,253,000",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,"12,793,913","3,423,895","-419,182","2,896,627","-3,048,033","414,566",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-115,687,180","-80,650,172","-39,684,056","-113,433,358","-26,848,883","-11,416,358",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,-,-,34,"-125,276",-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-115,687,180","-80,650,172","-39,684,056","-113,433,392","-26,723,607","-11,416,358",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-115,687,180","-80,650,172","-39,684,056","-113,433,392","-26,723,607","-11,416,358",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"119,269,895","96,248,090","56,265,362","52,528,024","47,167,262","46,330,743",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"119,269,895","96,248,090","56,265,362","52,528,024","47,167,262","46,330,743",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),103.495%,71.061%,7.115%,11.365%,1.806%,23.377%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.970,-0.838,-0.705,-2.159,-0.567,-0.246,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.970,-0.838,-0.705,-2.159,-0.567,-0.246,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-10,280,981","-11,041,860","-11,804,323","-15,737,492","-20,659,615","-10,643,885",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.086,-0.115,-0.210,-0.300,-0.438,-0.230,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-24,101,023","-27,266,437","-19,483,395","-22,702,601","-23,278,253","-11,815,185",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"126,984","121,859","113,496","123,590","123,534","108,583",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-24,228,007","-27,388,296","-19,596,891","-22,826,191","-23,401,787","-11,923,768",Upgrade,Financials in USD,Fiscal year is July - June
