Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"43,000","95,000","156,000","114,089,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),26.471%,-39.103%,-99.863%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"201,988,000","242,914,000","256,387,000","220,176,000","192,987,000","144,535,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-201,945,000","-242,819,000","-256,231,000","-106,087,000","-192,987,000","-144,535,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","66,911,000","71,673,000","79,305,000","74,105,000","65,256,000","57,473,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"66,911,000","71,673,000","79,305,000","74,105,000","65,256,000","57,473,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-268,856,000","-314,492,000","-335,536,000","-180,192,000","-258,243,000","-202,008,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-100,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"23,391,000","18,307,000","4,566,000","1,714,000","8,864,000","17,351,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-4,494,000","-10,672,000","-12,883,000","-4,090,000","-67,314,000","-182,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-408,000","-163,000","3,439,000","517,000","312,000","-86,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-250,467,000","-307,020,000","-340,414,000","-182,051,000","-316,381,000","-184,925,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-4,000,000","-7,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-28,962,000","-13,245,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-283,429,000","-327,265,000","-340,414,000","-182,051,000","-316,381,000","-184,925,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"-331,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-283,429,000","-327,265,000","-340,414,000","-182,051,000","-316,381,000","-184,594,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-283,429,000","-327,265,000","-340,414,000","-182,051,000","-316,381,000","-184,594,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"184,256,114","156,931,778","143,147,165","135,820,386","120,370,177","101,061,149",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"184,256,114","156,931,778","143,147,165","135,820,386","120,370,177","101,061,149",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),22.141%,9.630%,5.394%,12.836%,19.106%,249.108%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.538,-2.085,-2.378,-1.340,-2.628,-1.827,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.538,-2.085,-2.378,-1.340,-2.628,-1.827,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-217,927,000","-239,249,000","-225,710,000","-206,258,000","-181,051,000","-188,141,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.183,-1.525,-1.577,-1.519,-1.504,-1.862,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-92.986%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-625246.512%,-331044.211%,-215087.179%,-157.940%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-659137.209%,-344489.474%,-218214.103%,-159.569%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-506806.977%,-251841.053%,-144685.897%,-180.787%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-254,973,000","-300,293,000","-321,241,000","-169,738,000","-250,808,000","-197,584,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-148.777%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,883,000","14,199,000","14,295,000","10,454,000","7,435,000","4,424,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-268,856,000","-314,492,000","-335,536,000","-180,192,000","-258,243,000","-202,008,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-157.940%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
