Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"283,548,000","266,835,000","276,725,000","282,715,000","286,307,000","279,299,000","285,835,000","275,495,000","289,264,000","277,024,000","266,927,000","274,454,000","276,217,000","269,172,000","237,752,000","238,779,000","237,409,000","229,384,000","251,207,000","241,545,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Revenue,"237,000","307,000","266,000","26,000","9,000","10,000","34,000","29,000","9,000","35,000","9,000","16,000","8,000","9,000","9,000","9,000","13,000","10,000","28,000","7,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue,"283,785,000","267,142,000","276,991,000","282,741,000","286,316,000","279,309,000","285,869,000","275,524,000","289,273,000","277,059,000","266,936,000","274,470,000","276,225,000","269,181,000","237,761,000","238,788,000","237,422,000","229,394,000","251,235,000","241,552,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-0.884%,-4.356%,-3.106%,2.619%,-1.022%,0.812%,7.093%,0.384%,4.724%,2.927%,12.271%,14.943%,16.343%,17.344%,-5.363%,-1.144%,-0.272%,-1.189%,4.236%,0.057%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"124,041,000","118,697,000","123,014,000","122,794,000","124,324,000","122,654,000","130,252,000","123,251,000","126,384,000","114,996,000","116,281,000","117,604,000","116,722,000","108,335,000","99,047,000","98,260,000","98,239,000","94,124,000","106,236,000","102,900,000",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"159,744,000","148,445,000","153,977,000","159,947,000","161,992,000","156,655,000","155,617,000","152,273,000","162,889,000","162,063,000","150,655,000","156,866,000","159,503,000","160,846,000","138,714,000","140,528,000","139,183,000","135,270,000","144,999,000","138,652,000",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","67,476,000","68,275,000","63,981,000","65,469,000","66,099,000","63,918,000","58,534,000","56,959,000","70,257,000","66,665,000","58,588,000","66,222,000","72,982,000","61,910,000","60,240,000","59,476,000","58,729,000","47,684,000","63,751,000","54,867,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"75,405,000","76,399,000","71,824,000","73,115,000","73,742,000","71,461,000","66,397,000","65,089,000","78,505,000","75,049,000","67,073,000","74,272,000","80,945,000","69,504,000","67,777,000","67,085,000","66,280,000","55,151,000","71,082,000","62,248,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"84,339,000","72,046,000","82,153,000","86,832,000","88,250,000","85,194,000","89,220,000","87,184,000","84,384,000","87,014,000","83,582,000","82,594,000","78,558,000","91,342,000","70,937,000","73,443,000","72,903,000","80,119,000","73,917,000","76,404,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-12,281,000","-13,137,000","-15,260,000","-16,575,000","-17,606,000","-17,719,000","-18,976,000","-17,917,000","-16,979,000","-15,292,000","-15,973,000","-16,924,000","-16,313,000","-15,077,000","-18,983,000","-20,138,000","-21,266,000","-21,941,000","-22,452,000","-24,275,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-395,000","-496,000","429,000","-682,000","-229,000","1,238,000","451,000","-1,150,000","-812,000","-825,000","-487,000","-177,000","-493,000","105,000","746,000","371,000","259,000","-10,000","-930,000","580,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"71,663,000","58,413,000","67,322,000","69,575,000","70,415,000","68,713,000","70,695,000","68,117,000","66,593,000","70,897,000","67,122,000","65,493,000","61,752,000","76,370,000","52,700,000","53,676,000","51,896,000","58,168,000","50,535,000","52,709,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,"-5,100,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Impairment of Goodwill,-,-,-,-,-,-,"-48,805,000",-,-,-,"-340,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,-,-,-,-,-,"-321,412,000",-,-,-,"-717,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"-2,122,000",-,"-12,327,000",-,-,-,-,"-2,155,000",Upgrade,Financials in USD,Fiscal year is April - March
