Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"15,003,300,000","15,388,400,000","16,218,100,000","17,813,600,000","11,819,900,000","11,370,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"45,200,000","38,500,000","44,600,000","72,700,000","126,100,000","130,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"15,048,500,000","15,426,900,000","16,262,700,000","17,886,300,000","11,946,000,000","11,500,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-2.697%,-5.139%,-9.077%,49.726%,3.874%,0.582%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,724,300,000","8,694,600,000","9,230,200,000","11,875,000,000","7,390,600,000","7,056,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"6,324,200,000","6,732,300,000","7,032,500,000","6,011,300,000","4,555,400,000","4,444,200,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,665,800,000","3,752,500,000","3,517,600,000","4,245,100,000","2,686,400,000","2,503,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"801,800,000","802,100,000","661,200,000","667,900,000","550,400,000","518,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,467,600,000","4,554,600,000","4,178,800,000","4,913,000,000","3,236,800,000","3,022,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"1,856,600,000","2,177,700,000","2,853,700,000","1,098,300,000","1,318,600,000","1,422,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-570,700,000","-573,100,000","-592,400,000","-636,200,000","-497,800,000","-517,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,"-61,900,000","-69,800,000","-62,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"236,900,000","56,300,000","-82,100,000","39,300,000","-3,000,000","-17,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-368,200,000","169,000,000","114,900,000","20,400,000","43,400,000","46,300,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"1,154,600,000","1,829,900,000","2,294,100,000","459,900,000","791,400,000","871,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-705,800,000","-589,700,000","-582,500,000","-234,600,000","-851,800,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-901,100,000","-580,100,000","-117,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"361,500,000","43,400,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-535,700,000","-239,900,000","1,754,100,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-32,000,000","-32,000,000","-173,500,000","-102,800,000","-82,400,000","-180,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-387,400,000","-111,600,000","-4,400,000","-329,200,000","-107,800,000","21,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"186,800,000","-11,600,000","-321,200,000","-387,600,000","-470,600,000","-558,000,000",Upgrade,Financials in USD,Fiscal year is January - December
