Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"272,672,000","355,553,000","388,684,000","219,677,000","65,035,000","8,926,000",Upgrade,Financials in ILS,Fiscal year is January - December
Revenue Growth (YoY),-34.263%,-8.524%,76.934%,237.783%,628.602%,-,Upgrade,Financials in ILS,Fiscal year is January - December
Cost of Revenue,"194,696,000","246,953,000","216,673,000","117,114,000","31,447,000","4,380,000",Upgrade,Financials in ILS,Fiscal year is January - December
Gross Profit,"77,976,000","108,600,000","172,011,000","102,563,000","33,588,000","4,546,000",Upgrade,Financials in ILS,Fiscal year is January - December
"Selling, General & Admin","92,051,000","95,879,000","92,615,000","50,420,000","17,033,000","14,766,000",Upgrade,Financials in ILS,Fiscal year is January - December
Research & Development,"351,000","388,000","632,000","1,235,000","1,576,000","1,710,000",Upgrade,Financials in ILS,Fiscal year is January - December
Other Operating Expenses,"-12,376,000","11,244,000","29,003,000","14,403,000","6,176,000","2,913,000",Upgrade,Financials in ILS,Fiscal year is January - December
Operating Expenses,"80,946,000","110,103,000","131,157,000","72,510,000","34,793,000","87,425,000",Upgrade,Financials in ILS,Fiscal year is January - December
Operating Income,"-2,970,000","-1,503,000","40,854,000","30,053,000","-1,205,000","-82,879,000",Upgrade,Financials in ILS,Fiscal year is January - December
Interest Expense,-,"-726,000","-630,000","-418,000","-264,000","-1,838,000",Upgrade,Financials in ILS,Fiscal year is January - December
Interest & Investment Income,"5,200,000","5,375,000","844,000","130,000","21,000","141,000",Upgrade,Financials in ILS,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,"-340,000",Upgrade,Financials in ILS,Fiscal year is January - December
Currency Exchange Gain (Loss),"-46,000","-46,000","7,326,000","-4,536,000","599,000","-1,320,000",Upgrade,Financials in ILS,Fiscal year is January - December
Other Non Operating Income (Expenses),"-24,321,000","-24,321,000","-14,325,000","-4,627,000","-264,000","-134,000",Upgrade,Financials in ILS,Fiscal year is January - December
EBT Excluding Unusual Items,"-22,137,000","-21,221,000","34,069,000","20,602,000","-1,113,000","-86,370,000",Upgrade,Financials in ILS,Fiscal year is January - December
Merger & Restructuring Charges,"-356,000","-356,000","-625,000",-,-,-,Upgrade,Financials in ILS,Fiscal year is January - December
Impairment of Goodwill,"-63,101,000","-63,101,000",-,-,-,-,Upgrade,Financials in ILS,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-2,782,000","-2,995,000","-174,000","-1,868,000","-37,195,000","79,804,000",Upgrade,Financials in ILS,Fiscal year is January - December
Asset Writedown,"-4,589,000","-4,589,000",-,-,-,-,Upgrade,Financials in ILS,Fiscal year is January - December
Other Unusual Items,"30,977,000","30,977,000","10,572,000",-,-,-,Upgrade,Financials in ILS,Fiscal year is January - December
Pretax Income,"-61,988,000","-61,285,000","43,842,000","18,734,000","-38,308,000","-6,566,000",Upgrade,Financials in ILS,Fiscal year is January - December
Income Tax Expense,"5,368,000","2,248,000","93,000","11,441,000","-2,268,000","-673,000",Upgrade,Financials in ILS,Fiscal year is January - December
Earnings From Continuing Operations,"-67,356,000","-63,533,000","43,749,000","7,293,000","-36,040,000","-5,893,000",Upgrade,Financials in ILS,Fiscal year is January - December
Minority Interest in Earnings,"1,733,000","1,574,000","1,070,000","-2,603,000","-1,191,000",-,Upgrade,Financials in ILS,Fiscal year is January - December
Net Income,"-65,623,000","-61,959,000","44,819,000","4,690,000","-37,231,000","-5,893,000",Upgrade,Financials in ILS,Fiscal year is January - December
Net Income to Common,"-65,623,000","-61,959,000","44,819,000","4,690,000","-37,231,000","-5,893,000",Upgrade,Financials in ILS,Fiscal year is January - December
Net Income Growth,-,-,855.629%,-,-,-,Upgrade,Financials in ILS,Fiscal year is January - December
Shares Outstanding (Basic),"46,287,841","45,572,689","45,352,601","38,492,600","25,396,312","23,299,407",Upgrade,Financials in ILS,Fiscal year is January - December
Shares Outstanding (Diluted),"46,287,841","45,572,689","45,406,872","40,839,132","25,396,312","23,299,407",Upgrade,Financials in ILS,Fiscal year is January - December
Shares Change (YoY),0.824%,0.365%,11.185%,60.807%,9.000%,29.708%,Upgrade,Financials in ILS,Fiscal year is January - December
EPS (Basic),-1.418,-1.360,0.988,0.122,-1.466,-0.253,Upgrade,Financials in ILS,Fiscal year is January - December
EPS (Diluted),-1.418,-1.360,0.988,0.110,-1.466,-0.253,Upgrade,Financials in ILS,Fiscal year is January - December
EPS Growth,-,-,798.395%,-,-,-,Upgrade,Financials in ILS,Fiscal year is January - December
