Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"80,162,000,000","76,727,000,000","70,830,000,000","72,148,000,000","68,802,000,000","67,384,000,000","62,968,000,000","67,700,000,000","63,057,000,000","52,154,000,000","54,368,000,000","53,197,000,000","57,632,000,000","49,194,000,000","47,284,000,000","49,296,000,000","48,967,000,000","44,175,000,000","44,318,000,000","43,838,000,000",Upgrade,Financials in INR,Fiscal year is April - March
Revenue Growth (YoY),16.511%,13.865%,12.486%,6.570%,9.111%,29.202%,15.818%,27.263%,9.413%,6.017%,14.982%,7.913%,17.696%,11.362%,6.693%,12.450%,1.995%,14.934%,10.337%,13.865%,Upgrade,Financials in INR,Fiscal year is April - March
Cost of Revenue,"32,393,000,000","30,383,000,000","29,347,000,000","29,945,000,000","28,434,000,000","27,831,000,000","26,971,000,000","27,607,000,000","25,810,000,000","26,148,000,000","25,625,000,000","24,585,000,000","26,846,000,000","23,495,000,000","21,909,000,000","22,758,000,000","22,558,000,000","19,420,000,000","21,510,000,000","20,116,000,000",Upgrade,Financials in INR,Fiscal year is April - March
Gross Profit,"47,769,000,000","46,344,000,000","41,483,000,000","42,203,000,000","40,368,000,000","39,553,000,000","35,997,000,000","40,093,000,000","37,247,000,000","26,006,000,000","28,743,000,000","28,612,000,000","30,786,000,000","25,699,000,000","25,375,000,000","26,538,000,000","26,409,000,000","24,755,000,000","22,808,000,000","23,722,000,000",Upgrade,Financials in INR,Fiscal year is April - March
"Selling, General & Admin","23,007,000,000","22,691,000,000","20,476,000,000","20,228,000,000","18,795,000,000","17,702,000,000","17,992,000,000","17,981,000,000","16,560,000,000","15,493,000,000","15,674,000,000","15,411,000,000","15,951,000,000","15,045,000,000","14,310,000,000","14,387,000,000","13,107,000,000","12,786,000,000","12,177,000,000","12,670,000,000",Upgrade,Financials in INR,Fiscal year is April - March
Research & Development,"7,271,000,000","6,193,000,000","6,877,000,000","5,565,000,000","5,447,000,000","4,984,000,000","5,366,000,000","4,821,000,000","4,869,000,000","4,325,000,000","4,326,000,000","4,159,000,000","4,463,000,000","4,534,000,000","4,094,000,000","4,108,000,000","4,359,000,000","3,980,000,000","4,190,000,000","3,949,000,000",Upgrade,Financials in INR,Fiscal year is April - March
Other Operating Expenses,"-554,000,000","-487,000,000","1,160,000,000","-1,438,000,000","-375,000,000","-788,000,000","-2,564,000,000","1,736,000,000","-423,000,000","-365,000,000","2,014,000,000","-265,000,000","-612,000,000","-458,000,000","-591,000,000","-151,000,000","-163,000,000","-119,000,000","-242,000,000","-183,000,000",Upgrade,Financials in INR,Fiscal year is April - March
Operating Expenses,"29,724,000,000","28,397,000,000","28,513,000,000","24,355,000,000","23,867,000,000","21,898,000,000","20,794,000,000","24,538,000,000","21,006,000,000","19,453,000,000","22,014,000,000","19,305,000,000","19,802,000,000","19,121,000,000","17,813,000,000","18,344,000,000","17,303,000,000","16,647,000,000","16,125,000,000","16,436,000,000",Upgrade,Financials in INR,Fiscal year is April - March
Operating Income,"18,045,000,000","17,947,000,000","12,970,000,000","17,848,000,000","16,501,000,000","17,655,000,000","15,203,000,000","15,555,000,000","16,241,000,000","6,553,000,000","6,729,000,000","9,307,000,000","10,984,000,000","6,578,000,000","7,562,000,000","8,194,000,000","9,106,000,000","8,108,000,000","6,683,000,000","7,286,000,000",Upgrade,Financials in INR,Fiscal year is April - March
