Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"104,762,000","87,166,000","74,999,000","71,530,000","57,794,000","46,700,000","94,576,000","24,371,000","16,846,000","8,820,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),81.268%,86.651%,-20.700%,193.505%,243.073%,429.478%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,437,000","8,055,000","6,297,000","7,378,000","6,532,000","4,599,000","7,556,000","1,191,000","1,924,000","983,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"96,325,000","79,111,000","68,702,000","64,152,000","51,262,000","42,101,000","87,020,000","23,180,000","14,922,000","7,837,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","95,564,000","103,554,000","98,970,000","87,309,000","83,188,000","78,935,000","74,191,000","61,498,000","40,892,000","31,160,000","25,704,000","18,826,587","20,226,884","16,344,361","11,248,372","10,359,507","6,331,308","7,235,877","4,970,057","5,222,899",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"45,388,000","49,853,000","36,830,000","30,803,000","28,767,000","20,581,000","17,793,000","14,693,000","14,877,000","15,792,000","12,585,000","13,781,453","13,180,258","14,503,326","16,595,689","17,331,151","14,795,493","10,542,957","17,321,400","19,205,271",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"142,558,000","154,997,000","137,389,000","119,719,000","113,562,000","101,105,000","93,556,000","77,798,000","57,376,000","47,878,000","38,289,000","32,608,040","33,407,142","30,847,687","27,844,061","27,690,658","21,126,801","17,778,834","22,291,457","24,428,170",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-46,233,000","-75,886,000","-68,687,000","-55,567,000","-62,300,000","-59,004,000","-6,536,000","-54,618,000","-42,454,000","-40,041,000","-38,289,000","-32,608,040","-33,407,142","-30,847,687","-27,844,061","-27,690,658","-21,126,801","-17,778,834","-22,291,457","-24,428,170",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,978,000","-1,299,000","-1,082,000","-702,000","-757,000","-2,730,000","-2,264,000","-1,323,000","-2,411,000","-2,257,000","-1,343,000","-1,368,096","-1,475,535","-1,436,522","-1,415,909","-1,473,989","-551,002","-548,158",-,"-378,814",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,311",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-48,211,000","-77,185,000","-69,769,000","-56,269,000","-63,057,000","-61,734,000","-8,800,000","-55,941,000","-44,865,000","-42,298,000","-39,632,000","-33,976,136","-34,882,677","-32,284,209","-29,259,970","-29,164,647","-21,677,803","-18,326,992","-22,284,146","-24,806,984",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"500,000",-,-,-,"-1,100,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-16,391,000","-2,160,000","1,412,000","-43,207,000","180,000","-6,053,000","162,000","-4,200,000","42,000","860,000",-,-,-,-,-,-,"-1,247,012",-,"-10,200,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-64,602,000","-79,345,000","-68,357,000","-98,976,000","-62,877,000","-67,787,000","-8,638,000","-61,241,000","-44,823,000","-41,438,000","-39,632,000","-33,976,136","-34,882,677","-32,284,209","-29,259,970","-29,164,647","-22,924,815","-18,326,992","-32,484,146","-24,806,984",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-325,000","-678,000","-617,000","2,580,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-64,602,000","-79,345,000","-68,357,000","-98,651,000","-62,199,000","-67,170,000","-11,218,000","-61,241,000","-44,823,000","-41,438,000","-39,632,000","-33,976,136","-34,882,677","-32,284,209","-29,259,970","-29,164,647","-22,924,815","-18,326,992","-32,484,146","-24,806,984",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-64,602,000","-79,345,000","-68,357,000","-98,651,000","-62,199,000","-67,170,000","-11,218,000","-61,241,000","-44,823,000","-41,438,000","-39,632,000","-33,976,136","-34,882,677","-32,284,209","-29,259,970","-29,164,647","-22,924,815","-18,326,992","-32,484,146","-24,806,984",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"48,140,519","47,573,229","47,393,563","47,329,782","47,117,196","43,669,820","43,523,631","43,447,309","41,704,362","39,081,100","38,323,167","37,764,545","37,680,966","37,595,069","37,429,450","37,351,117","37,311,726","37,100,770","37,061,356","34,757,910",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"48,140,519","47,573,229","47,393,563","47,329,782","47,117,196","43,669,820","43,523,631","43,447,309","41,704,362","39,081,100","38,323,167","37,764,545","37,680,966","37,595,069","37,429,450","37,351,117","37,311,726","37,100,770","37,061,356","34,757,910",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.172%,8.938%,8.892%,8.936%,12.979%,11.742%,13.570%,15.048%,10.678%,3.953%,2.388%,1.107%,0.990%,1.332%,0.993%,7.461%,8.321%,9.760%,12.129%,16.347%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.342,-1.668,-1.442,-2.084,-1.320,-1.538,-0.258,-1.410,-1.075,-1.060,-1.034,-0.900,-0.926,-0.859,-0.782,-0.781,-0.614,-0.494,-0.876,-0.714,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.342,-1.668,-1.442,-2.088,-1.320,-1.538,-0.258,-1.410,-1.075,-1.060,-1.034,-0.900,-0.926,-0.859,-0.782,-0.781,-0.614,-0.494,-0.876,-0.714,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-18,721,000","-30,162,000","-53,565,000","-30,369,000","-53,919,000","-55,482,000","-5,892,000","-27,744,000","-22,824,000","-33,778,000","-32,867,000","-28,840,519","-27,034,880","-25,412,430","-27,245,484","-20,573,804","-15,749,431","-18,896,710","-23,282,515","-17,568,612",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.389,-0.634,-1.130,-0.642,-1.144,-1.270,-0.135,-0.639,-0.547,-0.864,-0.858,-0.764,-0.717,-0.676,-0.728,-0.551,-0.422,-0.509,-0.628,-0.505,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,91.947%,90.759%,91.604%,89.685%,88.698%,90.152%,92.011%,95.113%,88.579%,88.855%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-44.131%,-87.059%,-91.584%,-77.683%,-107.797%,-126.347%,-6.911%,-224.111%,-252.012%,-453.980%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-61.665%,-91.027%,-91.144%,-137.916%,-107.622%,-143.833%,-11.861%,-251.286%,-266.075%,-469.819%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-17.870%,-34.603%,-71.421%,-42.456%,-93.295%,-118.805%,-6.230%,-113.840%,-135.486%,-382.971%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
