Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","5,017,577","4,769,502","5,967,052","4,680,840","4,392,873","1,978,643",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"12,063,689","14,095,606","9,300,055","9,805,075","5,061,734","1,854,334",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"17,081,266","18,865,108","15,267,107","14,485,915","9,454,607","3,832,977",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,081,266","-18,865,108","-15,267,107","-14,485,915","-9,454,607","-3,832,977",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-16,227","-13,805","-7,027","-9,285","-3,264","-44,234",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"40,808","27,687",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-17,056,685","-18,851,226","-15,274,134","-14,495,200","-9,457,871","-3,877,211",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-17,056,685","-18,851,226","-15,274,134","-14,495,200","-9,457,871","-3,877,211",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-17,056,685","-18,851,226","-15,274,134","-14,495,200","-9,457,871","-3,877,211",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-17,056,685","-18,851,226","-15,274,134","-14,495,200","-9,457,871","-3,877,211",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,711,416","75,347","27,235","17,569","11,079",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,711,416","75,347","27,235","17,569","11,079",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9861.656%,176.655%,55.017%,58.579%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.986,-250.192,-560.827,-825.044,-853.676,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.986,-250.192,-561.000,-825.044,-853.676,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-14,180,950","-14,143,932","-10,562,237","-13,544,057","-7,335,963","-3,573,592",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.483,-187.717,-387.819,-770.907,-662.150,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-17,077,992","-18,860,974","-15,255,351","-14,472,845","-9,443,511","-3,831,022",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,274","4,134","11,756","13,070","11,096","1,955",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,081,266","-18,865,108","-15,267,107","-14,485,915","-9,454,607","-3,832,977",Upgrade,Financials in USD,Fiscal year is January - December
