Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"302,000","357,000","431,000","515,000","468,000","781,000","683,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-35.470%,-54.289%,-36.896%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"41,881,000","27,260,000","26,984,000","18,988,000","17,260,000","25,614,000","25,504,000","27,729,000","30,439,000","2,987,000","52,652,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-41,579,000","-26,903,000","-26,553,000","-18,473,000","-16,792,000","-24,833,000","-24,821,000","-27,729,000","-30,439,000","-2,987,000","-52,652,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","15,256,000","10,585,000","15,333,000","10,333,000","8,724,000","10,127,000","13,270,000","12,724,000","13,851,000","16,374,000","16,197,000","15,146,000","11,634,000","10,805,000","9,490,000","9,440,000","3,431,000","2,520,000","1,601,000","1,795,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,"40,033,000",-,"43,511,000","33,139,000","25,678,000","17,929,000","16,272,000","12,786,000","9,050,000","6,868,000","5,699,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,256,000","10,585,000","15,333,000","10,333,000","8,724,000","10,127,000","13,270,000","12,724,000","13,851,000","56,407,000","16,197,000","58,657,000","44,773,000","36,483,000","27,419,000","25,712,000","16,217,000","11,570,000","8,469,000","7,494,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-56,835,000","-37,488,000","-41,886,000","-28,806,000","-25,516,000","-34,960,000","-38,091,000","-40,453,000","-44,290,000","-59,394,000","-68,849,000","-58,657,000","-44,773,000","-36,483,000","-27,419,000","-25,712,000","-16,217,000","-11,570,000","-8,469,000","-7,494,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"4,811,000","2,249,000","3,143,000",-,"648,000","681,000","1,960,000",-,"200,000","507,000","703,000","73,000","82,000","307,000","6,000","1,000","5,000","128,000","22,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,925,000",-,-,"-2,215,000","884,000",-,-,"-1,484,000","345,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-51,910,000","-32,677,000","-39,637,000","-27,878,000","-24,632,000","-34,312,000","-37,410,000","-39,977,000","-43,945,000","-59,194,000","-68,342,000","-57,954,000","-44,700,000","-36,401,000","-27,112,000","-25,706,000","-16,216,000","-11,565,000","-8,341,000","-7,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"1,000,000",-,-,-,"-1,000,000",-,"-1,000,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"84,000",-,-,-,"-45,000","-196,000",-,-,"-375,000","-633,000",-,-,"-261,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-51,910,000","-32,677,000","-39,553,000","-26,878,000","-24,632,000","-34,312,000","-37,455,000","-41,173,000","-43,945,000","-60,194,000","-68,717,000","-58,587,000","-44,700,000","-36,401,000","-27,373,000","-25,706,000","-16,216,000","-11,565,000","-8,341,000","-7,472,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"-5,000","5,000",-,-,-,-,"3,000","-11,000","-84,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-51,910,000","-32,677,000","-39,553,000","-26,878,000","-24,632,000","-34,312,000","-37,455,000","-41,173,000","-43,945,000","-60,194,000","-68,717,000","-58,582,000","-44,705,000","-36,401,000","-27,373,000","-25,706,000","-16,216,000","-11,568,000","-8,330,000","-7,388,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"950,000","3,943,000","2,039,000","1,571,000","1,720,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-51,910,000","-32,677,000","-39,553,000","-26,878,000","-24,632,000","-34,312,000","-37,455,000","-41,173,000","-43,945,000","-60,194,000","-68,717,000","-58,582,000","-44,705,000","-36,401,000","-27,373,000","-26,656,000","-20,159,000","-13,607,000","-9,901,000","-9,108,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"18,884,562","18,824,479","13,904,374","9,060,813","9,039,427","4,649,371","3,540,185","3,172,990","3,051,627","3,036,175","3,030,347","2,997,640","2,980,998","2,771,320","2,564,715","2,046,927","111,060","109,499","108,623","107,519",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"18,884,562","18,824,479","13,904,374","9,060,813","9,039,427","4,649,371","3,540,185","3,172,990","3,051,627","3,036,175","3,030,347","2,997,640","2,980,998","2,771,320","2,564,715","2,046,927","111,060","109,499","108,623","107,519",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),108.913%,304.882%,292.758%,185.561%,196.217%,53.133%,16.824%,5.850%,2.369%,9.557%,18.155%,46.446%,2584.133%,2430.909%,2261.116%,1803.782%,6.802%,11.545%,10.652%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.749,-1.736,-2.845,-2.966,-2.725,-7.380,-10.580,-12.976,-14.401,-19.826,-22.676,-19.543,-14.997,-13.135,-10.673,-13.022,-181.514,-124.266,-91.150,-84.711,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.749,-1.736,-2.845,-2.966,-2.725,-7.380,-10.580,-12.976,-14.401,-19.826,-22.676,-19.543,-14.997,-13.135,-10.673,-13.022,-181.514,-124.266,-91.150,-84.711,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-27,500,000","-27,278,000","-20,857,000","-23,911,000","-23,215,000","-31,214,000","-32,846,000","-28,806,000","-44,964,000","-57,319,000","-54,398,000","-45,388,000","-24,412,000","-30,078,000","-25,726,000","-20,228,000","-13,882,000","-9,944,000","-8,569,000","-9,954,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.456,-1.449,-1.500,-2.639,-2.568,-6.714,-9.278,-9.079,-14.734,-18.879,-17.951,-15.141,-8.189,-10.853,-10.031,-9.882,-124.995,-90.814,-78.888,-92.579,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-18819.536%,-10500.840%,-9718.329%,-5593.398%,-5452.137%,-4476.312%,-5577.013%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-17188.742%,-9153.221%,-9177.030%,-5219.029%,-5263.248%,-4393.342%,-5483.895%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-9105.960%,-7640.896%,-4839.211%,-4642.913%,-4960.470%,-3996.671%,-4809.078%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-56,743,000","-37,381,000","-41,774,000","-28,695,000","-25,407,000","-34,854,000","-37,985,000","-40,348,000","-44,188,000","-59,275,000","-68,756,000","-58,564,000","-44,734,000","-36,456,000","-27,396,000","-25,692,000","-16,207,000","-11,560,000","-8,459,000","-7,484,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"92,000","107,000","112,000","111,000","109,000","106,000","106,000","105,000","102,000","119,000","93,000","93,000","39,000","27,000","23,000","20,000","10,000","10,000","10,000","10,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-56,835,000","-37,488,000","-41,886,000","-28,806,000","-25,516,000","-34,960,000","-38,091,000","-40,453,000","-44,290,000","-59,394,000","-68,849,000","-58,657,000","-44,773,000","-36,483,000","-27,419,000","-25,712,000","-16,217,000","-11,570,000","-8,469,000","-7,494,000",Upgrade,Financials in USD,Fiscal year is January - December
