Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
"Selling, General & Admin","13,630,000","11,436,000","10,722,000","9,128,000","7,868,000","6,854,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"17,635,000","15,814,000","30,078,000","23,966,000","6,882,000","9,674,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"31,265,000","27,250,000","40,800,000","33,094,000","14,750,000","16,528,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-31,265,000","-27,250,000","-40,800,000","-33,094,000","-14,750,000","-16,528,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,770,000","-2,853,000","-1,789,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,082,000","825,000","199,000","17,000","69,000","170,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-8,000","-9,000","40,000","-75,000","-49,000","-37,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-31,961,000","-29,287,000","-42,350,000","-33,152,000","-14,730,000","-16,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-982,000","-528,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-32,943,000","-29,815,000","-42,350,000","-33,152,000","-14,730,000","-16,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-32,943,000","-29,815,000","-42,350,000","-33,152,000","-14,730,000","-16,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-32,943,000","-29,815,000","-42,350,000","-33,152,000","-14,730,000","-16,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"28,734,115","19,827,354","10,593,034","8,119,836","2,718,909","412,320",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"28,734,115","19,827,354","10,593,034","8,119,836","2,718,909","412,320",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),60.306%,87.174%,30.459%,198.643%,559.417%,134.925%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.146,-1.504,-3.998,-4.083,-5.418,-39.763,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.146,-1.504,-4.000,-4.083,-5.418,-39.763,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-24,951,000","-24,500,000","-37,569,000","-29,440,000","-13,491,000","-15,269,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.868,-1.236,-3.547,-3.626,-4.962,-37.032,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,037,000","-27,022,000","-40,564,000","-32,844,000","-14,495,000","-16,274,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"228,000","228,000","236,000","250,000","255,000","254,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-31,265,000","-27,250,000","-40,800,000","-33,094,000","-14,750,000","-16,528,000",Upgrade,Financials in USD,Fiscal year is January - December
