Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
"Selling, General & Admin","18,089,000","16,008,000","15,263,000","13,300,000","10,334,000","14,520,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"77,713,000","83,215,000","71,255,000","61,115,000","38,637,000","22,512,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"95,802,000","99,223,000","86,518,000","74,415,000","48,971,000","37,032,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-95,802,000","-99,223,000","-86,518,000","-74,415,000","-48,971,000","-37,032,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,502,000","3,075,000","1,041,000","66,000","58,000","107,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,"2,500,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"192,000","2,536,000","-1,960,000","-1,346,000","2,396,000","1,687,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-92,108,000","-93,612,000","-87,437,000","-75,695,000","-44,017,000","-35,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-32,970,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"-100,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-17,250,000",-,"405,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-96,904,000","-93,612,000","-120,407,000","-92,945,000","-44,017,000","-34,933,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-96,904,000","-93,612,000","-120,407,000","-92,945,000","-44,017,000","-34,933,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-96,904,000","-93,612,000","-120,407,000","-92,945,000","-44,017,000","-34,933,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"86,148,286","44,320,050","31,819,006","23,652,779","15,663,826","7,722,269",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"86,148,286","44,320,050","31,819,006","23,652,779","15,663,826","7,722,269",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),101.528%,39.288%,34.525%,51.003%,102.840%,811.771%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.125,-2.112,-3.784,-3.930,-2.810,-4.524,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.125,-2.112,-3.784,-3.930,-2.810,-4.524,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-76,256,000","-71,162,000","-65,256,000","-83,300,000","-46,270,000","-28,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.885,-1.606,-2.051,-3.522,-2.954,-3.704,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-95,680,000","-99,112,000","-86,441,000","-74,330,000","-48,932,000","-36,982,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"122,000","111,000","77,000","85,000","39,000","50,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-95,802,000","-99,223,000","-86,518,000","-74,415,000","-48,971,000","-37,032,000",Upgrade,Financials in USD,Fiscal year is January - December
