Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Jan '20 Jan 1, 2020",2019 - 2018,,
Operating Revenue,"514,109,000","284,964,000","116,677,000","65,402,000","75,000,000","59,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"6,074,000","179,000","328,000","3,424,000",-,"1,820,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"520,183,000","285,143,000","117,005,000","68,826,000","75,000,000","61,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),122.956%,143.702%,70.001%,-8.232%,21.359%,24.864%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"607,904,000","526,432,000","401,011,000","313,346,000","232,160,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-87,721,000","-241,289,000","-284,006,000","-244,520,000","-157,160,000","61,800,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","263,522,000","200,927,000","174,048,000","149,503,000","72,705,000","32,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,"161,943,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"263,522,000","200,927,000","174,048,000","149,503,000","72,705,000","194,314,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-351,243,000","-442,216,000","-458,054,000","-394,023,000","-229,865,000","-132,514,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-22,283,000","-21,794,000","-10,796,000","-900,000","-195,000","-223,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"64,852,000","54,487,000","8,182,000","971,000","2,930,000","4,581,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-11,636,000",-,-,-,"66,000","584,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-24,791,000","-111,032,000","14,822,000","-12,270,000","-1,229,000","-221,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-345,101,000","-520,555,000","-445,846,000","-406,222,000","-228,293,000","-127,793,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-129,000","663,000","603,000",-,"47,000","474,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-226,000","-226,000","-481,000","-974,000","-55,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-79,984,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-345,456,000","-520,118,000","-445,724,000","-407,196,000","-308,285,000","-127,319,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,672,000","-1,864,000","625,000","-3,614,000","-41,912,000","-25,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-348,128,000","-518,254,000","-446,349,000","-403,582,000","-266,373,000","-101,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-348,128,000","-518,254,000","-446,349,000","-403,582,000","-266,373,000","-101,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"182,448,337","176,082,709","159,041,957","140,851,646","118,152,617","100,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"182,448,337","176,082,709","159,041,957","140,851,646","118,152,617","100,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),6.157%,10.715%,12.915%,19.212%,18.153%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.908,-2.943,-2.806,-2.865,-2.254,-1.016,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.916,-2.943,-2.806,-2.865,-2.260,-1.020,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-173,672,000","-413,360,000","-222,208,000","-240,662,000","-249,259,000","-109,838,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.952,-2.348,-1.397,-1.709,-2.110,-1.098,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-16.863%,-84.620%,-242.730%,-,-209.547%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-67.523%,-155.086%,-391.482%,-572.492%,-306.487%,-214.424%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-66.924%,-181.752%,-381.479%,-586.380%,-355.164%,-164.385%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-33.387%,-144.966%,-189.913%,-349.667%,-332.345%,-177.731%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-340,560,000","-431,512,000","-447,881,000","-385,884,000","-223,631,000","-129,351,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-65.469%,-151.332%,-,-,-298.175%,-209.306%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"10,683,000","10,704,000","10,173,000","8,139,000","6,234,000","3,163,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-351,243,000","-442,216,000","-458,054,000","-394,023,000","-229,865,000","-132,514,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-67.523%,-155.086%,-,-,-,-214.424%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"520,183,000","285,143,000","117,005,000","68,826,000","75,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
