Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"9,210,000","5,124,000","9,032,000","12,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),187.453%,-43.268%,-24.733%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"22,682,000","21,041,000","12,923,000","15,929,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-13,472,000","-15,917,000","-3,891,000","-3,929,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","65,138,000","47,305,000","17,405,000","26,979,000","24,508,000","14,644,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"-4,302,000",-,-,-,"15,673,000","15,436,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"60,836,000","47,305,000","17,405,000","26,979,000","40,181,000","30,080,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-74,308,000","-63,222,000","-21,296,000","-30,908,000","-40,181,000","-30,080,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-9,368,000","-3,962,000","-2,172,000","-4,295,000","-3,034,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,004,000","2,740,000","476,000","123,000","521,000","1,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"18,000","-14,000","-58,000",-,-,"-4,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-81,654,000","-64,458,000","-23,050,000","-35,080,000","-42,694,000","-28,207,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-2,537,000","-2,537,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-1,437,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-84,991,000","-66,995,000","-24,487,000","-35,080,000","-42,694,000","-28,207,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-84,991,000","-66,995,000","-24,487,000","-35,080,000","-42,694,000","-28,207,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-84,991,000","-66,995,000","-24,487,000","-35,080,000","-42,694,000","-28,207,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"46,528,938","45,342,451","34,163,437","27,044,462","24,995,556","24,897,889",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"46,528,938","45,342,451","34,163,437","27,044,462","24,995,556","24,897,889",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.617%,32.722%,26.323%,8.197%,0.392%,69.804%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.827,-1.478,-0.717,-1.297,-1.708,-1.133,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.829,-1.480,-0.720,-1.300,-1.708,-1.133,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-59,624,000","-38,939,000","-18,952,000","-28,465,000","-31,677,000","-28,090,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.281,-0.859,-0.555,-1.053,-1.267,-1.128,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-146.276%,-,-43.080%,-32.742%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-806.819%,-1233.841%,-235.784%,-257.567%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-922.812%,-1307.475%,-271.114%,-292.333%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-647.383%,-759.934%,-209.832%,-237.208%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-73,387,000","-62,672,000","-20,842,000","-30,664,000","-40,138,000","-30,016,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-230.757%,-255.533%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"921,000","550,000","454,000","244,000","43,000","64,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-74,308,000","-63,222,000","-21,296,000","-30,908,000","-40,181,000","-30,080,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-235.784%,-257.567%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"9,210,000","5,124,000","9,032,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
