Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,"10,000",-,-,-,-,-,"75,000",-,"17,625","86,560",142,"1,055,441","162,935","1,000,000",-,"9,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,52716.901%,-,-89.183%,-91.344%,-,-88.273%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,"10,000",-,-,-,-,-,"75,000",-,"17,625","86,560",142,"1,055,441","162,935","1,000,000",-,"9,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,005,857","4,071,960","5,089,566","4,312,382","4,521,706","4,857,237","5,522,312","4,731,799","3,844,579","5,454,877","5,056,188","4,548,001","4,141,952","4,237,342","4,188,110","4,010,920","4,057,530","4,234,917","4,439,760","3,868,047",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,715,347","6,285,734","6,025,461","5,288,452","5,291,790","4,072,708","5,418,706","5,890,821","4,922,857","7,973,278","9,603,922","12,895,496","13,281,554","10,167,282","11,147,236","11,720,358","10,669,767","9,870,813","12,668,260","11,467,062",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,721,204","10,357,694","11,115,027","9,600,834","9,813,496","8,929,945","10,941,018","10,622,620","8,767,436","13,428,155","14,660,110","17,443,497","17,423,506","14,404,624","15,335,346","15,731,278","14,727,297","14,105,730","17,108,020","15,335,109",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,721,204","-10,357,694","-11,115,027","-9,590,834","-9,813,496","-8,929,945","-10,941,018","-10,622,620","-8,767,436","-13,353,155","-14,660,110","-17,425,872","-17,336,946","-14,404,482","-14,279,905","-15,568,343","-13,727,297","-14,105,730","-8,108,020","-15,335,109",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"184,520","262,288","378,360","512,194","610,978","671,033","581,668","378,265","243,597","85,588","7,069","4,076","4,625","5,221","5,846","5,608","4,762","26,701","445,416","608,792",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,536,684","-10,095,406","-10,736,667","-9,078,640","-9,202,518","-8,258,912","-10,359,350","-10,244,355","-8,523,839","-13,267,567","-14,653,041","-17,421,796","-17,332,321","-14,399,261","-14,274,059","-15,562,735","-13,722,535","-14,079,029","-7,662,604","-14,726,317",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-5,512,594",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"1,224,945",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,824,333","-10,095,406","-10,736,667","-9,078,640","-9,202,518","-8,258,912","-10,359,350","-10,244,355","-8,523,839","-13,267,567","-14,653,041","-17,421,796","-17,332,321","-14,399,261","-14,274,059","-15,562,735","-13,722,535","-14,079,029","-7,662,604","-14,726,317",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,824,333","-10,095,406","-10,736,667","-9,078,640","-9,202,518","-8,258,912","-10,359,350","-10,244,355","-8,523,839","-13,267,567","-14,653,041","-17,421,796","-17,332,321","-14,399,261","-14,274,059","-15,562,735","-13,722,535","-14,079,029","-7,662,604","-14,726,317",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,824,333","-10,095,406","-10,736,667","-9,078,640","-9,202,518","-8,258,912","-10,359,350","-10,244,355","-8,523,839","-13,267,567","-14,653,041","-17,421,796","-17,332,321","-14,399,261","-14,274,059","-15,562,735","-13,722,535","-14,079,029","-7,662,604","-14,726,317",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"64,483,958","64,483,848","64,457,233","64,393,840","64,349,709","64,276,184","60,350,127","52,962,011","52,423,944","52,407,347","52,331,391","52,011,950","51,564,674","51,539,010","50,697,183","47,995,898","47,511,818","43,801,251","43,575,590","43,373,753",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"64,483,958","64,483,848","64,457,233","64,393,840","64,349,709","64,276,184","60,350,127","52,962,011","52,423,944","52,407,347","52,331,391","52,011,950","51,564,674","51,539,010","50,697,183","47,995,898","47,511,818","43,801,251","43,575,590","43,373,753",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.209%,0.323%,6.805%,21.585%,22.749%,22.647%,15.323%,1.827%,1.666%,1.685%,3.223%,8.367%,8.530%,17.666%,16.343%,10.657%,9.739%,1.432%,0.947%,0.534%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.152,-0.157,-0.167,-0.141,-0.143,-0.128,-0.172,-0.193,-0.163,-0.253,-0.280,-0.335,-0.336,-0.279,-0.282,-0.324,-0.289,-0.321,-0.176,-0.340,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.152,-0.157,-0.167,-0.143,-0.143,-0.128,-0.172,-0.193,-0.163,-0.253,-0.280,-0.335,-0.336,-0.279,-0.282,-0.328,-0.289,-0.321,-0.176,-0.340,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,994,388","-8,895,908","-10,516,268","-7,615,798","-8,691,059","-6,985,384","-11,609,056","-7,911,570","-8,619,596","-16,271,849","-13,738,664","-12,809,012","-16,950,600","-13,616,530","-14,128,331","-9,724,208","-11,519,659","-14,558,296","-3,508,275","-12,805,173",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.124,-0.138,-0.163,-0.118,-0.135,-0.109,-0.192,-0.149,-0.164,-0.310,-0.263,-0.246,-0.329,-0.264,-0.279,-0.203,-0.242,-0.332,-0.081,-0.295,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,100.000%,-,-,-,-,-,100.000%,-,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-95908.340%,-,-,-,-,-,-17804.207%,-,-98870.196%,-20028.819%,-10144001.408%,-1352.980%,-9554.941%,-1372.730%,-,-90.089%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-90786.400%,-,-,-,-,-,-17690.089%,-,-98847.070%,-20023.476%,-10140324.648%,-1352.426%,-9551.499%,-1372.254%,-,-85.140%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-76157.980%,-,-,-,-,-,-21695.799%,-,-72675.245%,-19582.486%,-9589105.634%,-1338.619%,-5968.152%,-1151.966%,-,-38.981%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,713,073","-10,345,271","-11,100,407","-9,567,537","-9,770,749","-8,886,527","-10,897,179","-10,576,902","-8,720,089","-13,298,383","-14,600,802","-17,364,229","-17,269,562","-14,336,997","-14,211,817","-15,499,988","-13,660,770","-14,038,049","-8,039,829","-15,267,266",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-89.331%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,131","12,423","14,620","23,297","42,747","43,418","43,839","45,718","47,347","54,772","59,308","61,643","67,384","67,485","68,088","68,355","66,527","67,681","68,191","67,843",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,721,204","-10,357,694","-11,115,027","-9,590,834","-9,813,496","-8,929,945","-10,941,018","-10,622,620","-8,767,436","-13,353,155","-14,660,110","-17,425,872","-17,336,946","-14,404,482","-14,279,905","-15,568,343","-13,727,297","-14,105,730","-8,108,020","-15,335,109",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-90.089%,-,Upgrade,Financials in USD,Fiscal year is January - December
