Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"500,000",-,"28,826,000","-483,000","16,613,000","1,296,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-97.704%,-,-,-,1181.867%,998.305%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,269,000","1,423,000","19,767,000","48,979,000","32,094,000","19,340,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-769,000","-1,423,000","9,059,000","-49,462,000","-15,481,000","-18,044,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,503,000","12,653,000","10,890,000","13,087,000","9,955,000","8,573,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,234,000","12,653,000","10,890,000","13,087,000","9,955,000","8,573,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,003,000","-14,076,000","-1,831,000","-62,549,000","-25,436,000","-26,617,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-18,000",-,"-595,000","-1,691,000","-573,000","-786,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"23,000","84,000","93,000","149,000","1,019,000","721,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"137,000","-2,002,000","-40,000","-11,000","322,000","379,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,861,000","-15,994,000","-2,373,000","-64,102,000","-24,668,000","-26,303,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"-920,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,999,000","-16,914,000","-2,373,000","-64,102,000","-24,668,000","-26,303,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"8,000",-,"209,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,007,000","-16,914,000","-2,582,000","-64,102,000","-24,668,000","-26,303,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,007,000","-16,914,000","-2,582,000","-64,102,000","-24,668,000","-26,303,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,824,332","1,602,768","923,894","590,780","581,357","384,478",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,824,332","1,602,768","923,894","590,780","581,357","384,478",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),28.623%,73.480%,56.385%,1.621%,51.207%,40.017%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.196,-10.553,-2.795,-108.504,-42.432,-68.412,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.196,-10.553,-2.795,-108.504,-42.432,-68.412,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,881,000","-10,357,000","-35,668,000","-35,787,000","-42,441,000","235,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.579,-6.462,-38.606,-60.576,-73.003,0.611,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-153.800%,-,31.426%,-,-93.186%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1000.600%,-,-6.352%,-,-153.109%,-2053.781%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-801.400%,-,-8.957%,-,-148.486%,-2029.552%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-576.200%,-,-123.736%,-,-255.469%,18.133%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,975,000","-13,442,000","-668,000","-61,426,000","-24,670,000","-26,225,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-2.317%,-,-148.498%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"28,000","634,000","1,163,000","1,123,000","766,000","392,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,003,000","-14,076,000","-1,831,000","-62,549,000","-25,436,000","-26,617,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-6.352%,-,-153.109%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"500,000",-,"28,826,000","-483,000","16,613,000","1,296,000",Upgrade,Financials in USD,Fiscal year is January - December
