Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"7,554,000","4,091,000","4,059,000","2,878,000","2,146,000","880,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),252.004%,364.886%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"11,858,000","12,909,000","10,804,000","24,447,000","18,428,000","18,299,000","18,641,000","17,915,000","17,228,000","18,851,000","20,215,000","74,720,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-4,304,000","-8,818,000","-6,745,000","-21,569,000","-16,282,000","-17,419,000","-18,641,000","-17,915,000","-17,228,000","-18,851,000","-20,215,000","-74,720,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","12,411,000","12,894,000","13,959,000","16,852,000","15,075,000","16,500,000","16,225,000","16,773,000","15,441,000","19,630,000","15,129,000","12,276,000","12,277,000","10,706,000","9,122,000","17,365,000","5,661,000","4,308,000","7,078,000","5,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,"-56,050,000","19,381,000","20,136,000","16,533,000","6,980,000","15,308,000","13,456,000","10,958,000","10,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"12,411,000","12,894,000","13,959,000","16,852,000","15,075,000","16,500,000","16,225,000","16,773,000","15,441,000","19,630,000","15,129,000","-43,774,000","31,658,000","30,842,000","25,655,000","24,345,000","20,969,000","17,764,000","18,036,000","16,158,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-16,715,000","-21,712,000","-20,704,000","-38,421,000","-31,357,000","-33,919,000","-34,866,000","-34,688,000","-32,669,000","-38,481,000","-35,344,000","-30,946,000","-31,658,000","-30,842,000","-25,655,000","-24,345,000","-20,969,000","-17,764,000","-18,036,000","-16,158,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"591,000",-,"33,000","319,000","95,000",Upgrade,Financials in USD,Fiscal year is January - December
