Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"742,000","11,580,000","35,380,000","29,390,000","42,983,000","50,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-97.164%,-67.270%,20.381%,-31.624%,-14.104%,148.158%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"426,140,000","411,244,000","253,073,000","186,948,000","132,252,000","91,755,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-425,398,000","-399,664,000","-217,693,000","-157,558,000","-89,269,000","-41,714,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","87,729,000","62,021,000","40,586,000","30,450,000","21,428,000","12,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"202,299,000","62,021,000","40,586,000","30,450,000","21,428,000","12,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-627,697,000","-461,685,000","-258,279,000","-188,008,000","-110,697,000","-54,120,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-303,000","-303,000",-,"-12,000","-71,000","-106,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"84,635,000","47,482,000","9,154,000","929,000","2,238,000","2,189,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,147,000","115,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-541,218,000","-414,391,000","-249,125,000","-187,091,000","-108,530,000","-52,037,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-25,500,000","-25,500,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-566,718,000","-439,891,000","-249,125,000","-187,091,000","-108,530,000","-52,037,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"343,000","-3,524,000","-420,000",-,"-371,000","-4,373,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-567,061,000","-436,367,000","-248,705,000","-187,091,000","-108,159,000","-47,664,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"2,219,000","14,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-567,061,000","-436,367,000","-248,705,000","-187,091,000","-110,378,000","-61,902,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"159,555,243","113,149,869","80,626,525","72,806,079","54,874,119","2,772,589",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"159,555,243","113,149,869","80,626,525","72,806,079","54,874,119","2,772,589",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),59.412%,40.338%,10.741%,32.678%,1879.165%,20.609%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.554,-3.857,-3.085,-2.570,-2.011,-22.326,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.556,-3.860,-3.085,-2.570,-2.011,-22.326,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-551,112,000","-358,301,000","-235,217,000","-153,708,000","-102,997,000","-52,205,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.454,-3.167,-2.917,-2.111,-1.877,-18.829,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-207.684%,-83.360%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-84595.283%,-3986.917%,-730.014%,-639.701%,-257.537%,-108.151%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-76423.315%,-3768.282%,-702.954%,-636.580%,-256.795%,-123.703%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-74273.854%,-3094.136%,-664.830%,-522.994%,-239.623%,-104.324%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-621,557,000","-456,675,000","-254,338,000","-184,956,000","-108,118,000","-51,878,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-251.537%,-103.671%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,140,000","5,010,000","3,941,000","3,052,000","2,579,000","2,242,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-627,697,000","-461,685,000","-258,279,000","-188,008,000","-110,697,000","-54,120,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-257.537%,-108.151%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"742,000","11,580,000","35,380,000","29,390,000","42,983,000","50,041,000",Upgrade,Financials in USD,Fiscal year is January - December
