Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"885,193,000","983,705,000","1,981,872,000","1,146,290,000","475,598,000","18,662,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-15.677%,-50.365%,72.894%,141.021%,2448.484%,-45.573%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"769,732,000","1,078,470,000","2,137,917,000","2,534,508,000","747,027,000","113,842,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"115,461,000","-94,765,000","-156,045,000","-1,388,218,000","-271,429,000","-95,180,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","405,480,000","457,446,000","488,691,000","298,358,000","142,590,000","34,417,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"405,480,000","457,446,000","488,691,000","298,358,000","142,590,000","34,417,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-290,019,000","-552,211,000","-644,736,000","-1,686,576,000","-414,019,000","-129,597,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-16,607,000","-14,416,000","-19,880,000","-21,127,000","-15,145,000","-13,612,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,"1,512,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-3,900,000","7,900,000","-2,500,000","-5,300,000","9,600,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"42,191,000","29,996,000","13,469,000","-1,533,000","4,005,000","-13,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-268,335,000","-528,731,000","-653,647,000","-1,714,536,000","-415,559,000","-141,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-11,400,000","-14,300,000",-,-,"-2,700,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,"9,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-279,735,000","-543,031,000","-653,647,000","-1,714,536,000","-418,259,000","-132,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"5,123,000","2,031,000","4,292,000","29,215,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-284,858,000","-545,062,000","-657,939,000","-1,743,751,000","-418,259,000","-132,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-284,858,000","-545,062,000","-657,939,000","-1,743,751,000","-418,259,000","-132,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"143,098,000","100,768,000","78,183,000","74,400,000","57,554,000","24,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"143,098,000","100,768,000","78,183,000","74,400,000","57,554,000","24,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),59.451%,28.887%,5.085%,29.270%,138.813%,30.355%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.991,-5.409,-8.415,-23.438,-7.267,-5.506,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.991,-5.409,-8.415,-23.438,-7.267,-5.506,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-110,845,000","-767,738,000","-504,993,000","268,445,000","-97,014,000","-138,480,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.775,-7.619,-6.459,3.608,-1.686,-5.746,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,13.043%,-9.633%,-7.874%,-121.105%,-57.071%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-32.763%,-56.136%,-32.532%,-147.133%,-87.052%,-694.443%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-32.180%,-55.409%,-33.198%,-152.121%,-87.944%,-711.038%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-12.522%,-78.046%,-25.481%,23.419%,-20.398%,-742.043%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-243,246,000","-510,986,000","-615,682,000","-1,673,915,000","-409,134,000","-123,921,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-27.479%,-51.945%,-31.066%,-146.029%,-86.025%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"46,773,000","41,225,000","29,054,000","12,661,000","4,885,000","5,676,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-290,019,000","-552,211,000","-644,736,000","-1,686,576,000","-414,019,000","-129,597,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-32.763%,-56.136%,-32.532%,-147.133%,-87.052%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"885,193,000","983,705,000","1,981,872,000","1,146,290,000","475,598,000","18,662,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"91,500,000","84,000,000","8,900,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
