Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"112,530,000","77,428,000","23,638,000","3,154,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),81.547%,227.557%,649.461%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"12,814,000","9,302,000","2,133,000","599,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"99,716,000","68,126,000","21,505,000","2,555,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","138,548,000","117,532,000","92,032,000","68,486,000","46,125,000","36,550,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"226,681,000","134,951,000","108,630,000","104,128,000","90,450,000","109,450,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"365,229,000","252,483,000","200,662,000","172,614,000","136,575,000","146,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-265,513,000","-184,357,000","-179,157,000","-170,059,000","-136,575,000","-146,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-19,706,000","-13,892,000","-5,201,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"15,015,000","13,945,000","4,029,000","447,000","2,579,000","5,271,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"10,593,000","190,000","250,000","100,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-258,311,000","-184,114,000","-180,079,000","-69,612,000","-133,996,000","-140,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"-1,040,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-258,311,000","-184,114,000","-181,119,000","-69,612,000","-133,996,000","-140,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"632,000","564,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-258,943,000","-184,678,000","-181,119,000","-69,612,000","-133,996,000","-140,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"2,631,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-261,574,000","-184,678,000","-181,119,000","-69,612,000","-133,996,000","-140,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"60,402,023","57,673,128","52,120,701","49,600,294","44,127,220","36,422,450",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"60,402,023","57,673,128","52,120,701","49,600,294","44,127,220","36,422,450",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),6.057%,10.653%,5.081%,12.403%,21.154%,17.476%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.331,-3.202,-3.475,-1.403,-3.037,-3.864,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.331,-3.202,-3.475,-1.403,-3.040,-3.864,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-124,416,000","-136,204,000","-173,709,000","-146,437,000","-122,194,000","-126,135,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.060,-2.362,-3.333,-2.952,-2.769,-3.463,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,88.613%,87.986%,90.976%,81.008%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-235.949%,-238.101%,-757.919%,-5391.852%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-232.448%,-238.516%,-766.220%,-2207.102%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-110.563%,-175.911%,-734.872%,-4642.898%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-263,916,000","-182,599,000","-177,485,000","-168,901,000","-135,885,000","-145,166,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-234.529%,-235.831%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,597,000","1,758,000","1,672,000","1,158,000","690,000","834,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-265,513,000","-184,357,000","-179,157,000","-170,059,000","-136,575,000","-146,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-235.949%,-238.101%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"112,530,000","77,428,000","23,638,000","3,154,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
