Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"180,015,000","147,752,000","140,734,000","235,309,000","176,319,000","256,577,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),16.153%,4.987%,-40.192%,33.456%,-31.280%,20.482%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"195,173,000","309,339,000","299,946,000","449,192,000","260,642,000","210,412,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-15,158,000","-161,587,000","-159,212,000","-213,883,000","-84,323,000","46,165,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","103,879,000","132,258,000","141,813,000","134,647,000","107,557,000","135,479,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"103,879,000","132,258,000","141,813,000","134,647,000","107,557,000","135,479,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-119,037,000","-293,845,000","-301,025,000","-348,530,000","-191,880,000","-89,314,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-19,842,000","-15,532,000","-1,440,000","-1,075,000","-2,402,000","-2,876,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,588,000","10,751,000","7,601,000",-,"5,811,000","15,460,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"3,279,000","2,638,000","1,573,000","1,007,000","-202,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-1,078,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-128,012,000","-295,988,000","-293,291,000","-349,676,000","-188,673,000","-76,730,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-18,554,000","-12,606,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-271,000","-5,000",-,"-258,000","88,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-121,930,000","-284,229,000","-293,296,000","-289,676,000","-188,931,000","-76,642,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-137,000","3,000","358,000","347,000","360,000","328,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-121,793,000","-284,232,000","-293,654,000","-290,023,000","-189,291,000","-76,970,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-121,793,000","-284,232,000","-293,654,000","-290,023,000","-189,291,000","-76,970,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"99,462,250","97,303,000","93,582,000","92,349,000","89,854,000","86,633,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"99,462,250","97,303,000","93,582,000","92,349,000","89,854,000","86,633,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.408%,3.976%,1.335%,2.777%,3.718%,3.058%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.225,-2.921,-3.138,-3.141,-2.107,-0.888,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.225,-2.921,-3.138,-3.141,-2.107,-0.888,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-126,230,000","-317,540,000","-149,674,000","-87,418,000","77,608,000","-84,467,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.269,-3.263,-1.599,-0.947,0.864,-0.975,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-8.420%,-109.364%,-113.130%,-90.894%,-47.824%,17.993%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-66.126%,-198.877%,-213.896%,-148.116%,-108.825%,-34.810%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-67.657%,-192.371%,-208.659%,-123.252%,-107.357%,-29.999%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-70.122%,-214.914%,-106.352%,-37.150%,44.016%,-32.921%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-114,822,000","-283,915,000","-290,421,000","-333,721,000","-169,833,000","-67,860,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-63.785%,-192.156%,-206.362%,-141.822%,-96.321%,-26.448%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,215,000","9,930,000","10,604,000","14,809,000","22,047,000","21,454,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-119,037,000","-293,845,000","-301,025,000","-348,530,000","-191,880,000","-89,314,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-66.126%,-198.877%,-213.896%,-148.116%,-108.825%,-34.810%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"180,015,000","147,752,000","140,734,000","235,309,000","176,319,000","256,577,000",Upgrade,Financials in USD,Fiscal year is January - December
