Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"23,838,001","17,471,669","18,567,962","19,242,969","15,342,204","13,722,872",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),46.366%,-5.904%,-3.508%,25.425%,11.800%,24.909%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"16,943,863","13,075,385","10,330,183","10,587,040","8,479,378","6,983,152",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"6,894,138","4,396,284","8,237,779","8,655,929","6,862,826","6,739,720",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,486,546","5,222,510","5,453,850","4,230,026","3,888,552","4,006,019",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"4,145,644","4,394,852","4,493,872","4,168,518","4,354,627","3,687,609",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"9,632,190","9,617,362","9,947,722","8,398,544","8,243,179","7,693,628",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,738,052","-5,221,078","-1,709,943","257,385","-1,380,353","-953,908",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-584,950","-475,598","-348,536","-314,359","-412,687","-431,788",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"58,912","96,570","153,100","18,810","27,440","120,752",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,107,912,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,264,090","-5,599,999","-1,904,467","-38,164","-1,765,600","-1,264,944",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-14,557","-8,099","7,334","-30,963","-39,303","-2,469",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-527,000","-527,000","-589,000",-,"772,650",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,805,647","-5,769,971","-2,486,133","-69,127","-1,032,253","-1,267,413",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"5,368","4,627","7,672","9,165","-10,136","28,174",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,811,015","-5,774,598","-2,493,805","-78,292","-1,022,117","-1,295,587",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,811,015","-5,774,598","-2,493,805","-78,292","-1,022,117","-1,295,587",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,868,857","7,747,686","7,745,122","7,592,290","7,213,329","6,818,960",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,868,857","7,747,686","7,745,122","7,592,290","7,213,329","6,818,960",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.575%,0.033%,2.013%,5.254%,5.783%,24.294%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.484,-0.745,-0.322,-0.010,-0.142,-0.190,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.489,-0.750,-0.322,-0.010,-0.142,-0.190,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-712,970","-6,566,749","-5,519,145","-1,654,479","-2,756,961","-1,157,935",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.091,-0.848,-0.713,-0.218,-0.382,-0.170,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,28.921%,25.162%,44.365%,44.982%,44.732%,49.113%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-11.486%,-29.883%,-9.209%,1.338%,-8.997%,-6.951%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-15.987%,-33.051%,-13.431%,-0.407%,-6.662%,-9.441%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2.991%,-37.585%,-29.724%,-8.598%,-17.970%,-8.438%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-49,834","-2,504,077","777,640","2,718,525","966,930","1,313,513",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-0.209%,-14.332%,4.188%,14.127%,6.302%,9.572%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,688,218","2,717,001","2,487,583","2,461,140","2,347,283","2,267,421",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,738,052","-5,221,078","-1,709,943","257,385","-1,380,353","-953,908",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-11.486%,-29.883%,-9.209%,1.337%,-8.997%,-6.951%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,"29,083","58,483",Upgrade,Financials in USD,Fiscal year is January - December
