Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","42,809,000","37,021,000","16,121,000","10,701,000","10,731,000","9,128,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"91,159,000","63,806,000","54,234,000","44,981,000","31,931,000","23,559,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"133,968,000","100,827,000","70,355,000","55,682,000","42,662,000","32,687,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-133,968,000","-100,827,000","-70,355,000","-55,682,000","-42,662,000","-32,687,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-96,000","-88,000","-59,000","-18,000","-106,000","-146,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"34,802,000","15,020,000","1,589,000","703,000","3,233,000","7,050,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"7,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-99,262,000","-85,895,000","-68,825,000","-54,990,000","-39,535,000","-25,783,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"111,000",-,"-42,000",-,"40,000","4,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-99,151,000","-85,895,000","-68,867,000","-54,990,000","-39,495,000","-25,779,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-99,151,000","-85,895,000","-68,867,000","-54,990,000","-39,495,000","-25,779,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-99,151,000","-85,895,000","-68,867,000","-54,990,000","-39,495,000","-25,779,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"106,182,945","94,346,991","76,833,630","77,197,680","72,596,647","71,959,093",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"106,182,945","94,346,991","76,833,630","77,197,680","72,596,647","71,959,093",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),19.971%,22.794%,-0.472%,6.338%,0.886%,24.972%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.934,-0.910,-0.896,-0.712,-0.544,-0.358,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.934,-0.910,-0.896,-0.712,-0.544,-0.358,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-74,249,000","-73,376,000","-48,397,000","-47,586,000","-21,777,000","-24,752,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.699,-0.778,-0.630,-0.616,-0.300,-0.344,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-133,968,000","-100,827,000","-70,355,000","-55,682,000","-42,662,000","-32,687,000",Upgrade,Financials in USD,Fiscal year is January - December
