Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"1,750,000","1,647,000","1,130,000","702,000","162,000","317,000","24,000","28,000","39,000","35,000","37,000","14,000","23,000","234,000","27,000","199,000","6,634,000","9,163,000","7,999,000","8,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),980.247%,419.558%,4608.333%,2407.143%,315.385%,805.714%,-35.135%,100.000%,69.565%,-85.043%,37.037%,-92.965%,-99.653%,-97.446%,-99.662%,-97.720%,-97.747%,-5.360%,-13.205%,-48.878%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"25,851,000","17,809,000","14,403,000","14,832,000","17,565,000","14,549,000","12,026,000","13,977,000","10,557,000","13,356,000","14,926,000","16,498,000","15,682,000","10,257,000","12,609,000","992,000","40,780,000","58,029,000","55,749,000","41,380,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-24,101,000","-16,162,000","-13,273,000","-14,130,000","-17,403,000","-14,232,000","-12,002,000","-13,949,000","-10,518,000","-13,321,000","-14,889,000","-16,484,000","-15,659,000","-10,023,000","-12,582,000","-793,000","-34,146,000","-48,866,000","-47,750,000","-32,653,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","39,592,000","39,192,000","32,060,000","32,607,000","32,228,000","30,008,000","19,140,000","16,329,000","12,577,000","10,686,000","8,491,000","8,846,000","7,303,000","7,936,000","8,257,000","6,432,000","11,997,000","14,113,000","14,688,000","14,564,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"39,592,000","39,192,000","32,060,000","32,607,000","32,228,000","30,008,000","19,140,000","16,329,000","12,577,000","10,686,000","8,491,000","8,846,000","7,303,000","7,936,000","8,257,000","6,432,000","11,997,000","14,113,000","14,688,000","14,564,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-63,693,000","-55,354,000","-45,333,000","-46,737,000","-49,631,000","-44,240,000","-31,142,000","-30,278,000","-23,095,000","-24,007,000","-23,380,000","-25,330,000","-22,962,000","-17,959,000","-20,839,000","-7,225,000","-46,143,000","-62,979,000","-62,438,000","-47,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,562,000","-2,211,000","-4,948,000","-5,421,000","-3,899,000","-1,960,000","-1,821,000","-1,103,000","-864,000","-703,000","-110,000","-295,000","-171,000","-169,000","-167,000","-170,000","-4,118,000","-5,125,000","-5,131,000","-5,191,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,444,000","4,136,000","1,884,000","2,402,000","3,005,000","1,296,000","1,029,000","887,000","572,000","123,000","14,000","14,000","11,000","61,000","48,000","875,000","301,000","633,000","958,000","1,270,000",Upgrade,Financials in USD,Fiscal year is January - December
