Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"13,929,000","14,017,000","15,920,000","37,701,000","15,563,000","13,291,956",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),108.237%,-11.954%,-57.773%,142.248%,17.086%,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,944,000","14,017,000","15,920,000","37,701,000","15,563,000","13,291,956",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","49,251,000","47,293,000","46,550,000","43,765,000","44,207,000","46,578,557",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"129,169,000","103,785,000","85,725,000","66,694,000","33,910,000","24,875,659",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"178,420,000","151,078,000","132,275,000","110,459,000","78,117,000","71,454,216",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-176,476,000","-137,061,000","-116,355,000","-72,758,000","-62,554,000","-58,162,260",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-13,310,000","-13,245,000","-4,946,000","-288,000","-139,000","-48,612",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,662,000","2,272,000","777,000","212,000","1,275,000","370,603",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"14,859,000","9,300,000","-9,452,000","-6,293,000","3,426,000","3,199,774",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-53,000",-,"61,000","-434,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-171,318,000","-138,734,000","-129,915,000","-79,561,000","-57,992,000","-54,640,495",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-105,740",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"499,000","499,000","300,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"82,642,000","54,208,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-88,177,000","-84,027,000","-129,615,000","-79,561,000","-57,992,000","-54,746,235",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-88,177,000","-84,027,000","-129,615,000","-79,561,000","-57,992,000","-54,746,235",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-88,177,000","-84,027,000","-129,615,000","-79,561,000","-57,992,000","-54,746,235",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-88,177,000","-84,027,000","-129,615,000","-79,561,000","-57,992,000","-54,746,235",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"65,610,415","56,486,525","45,177,857","44,139,655","37,724,189","33,161,860",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"65,610,415","56,486,525","45,177,857","44,139,655","37,724,189","33,161,860",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),24.686%,25.031%,2.352%,17.006%,13.758%,75.010%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.344,-1.488,-2.869,-1.802,-1.537,-1.651,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.344,-1.488,-2.869,-1.802,-1.540,-1.651,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-102,533,000","-125,539,000","-118,061,000","-56,881,000","-84,891,000","11,064,472",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.563,-2.222,-2.613,-1.289,-2.250,0.334,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,13.956%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1266.968%,-977.820%,-730.873%,-192.987%,-401.940%,-437.575%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-633.046%,-599.465%,-814.165%,-211.032%,-372.627%,-411.875%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-736.112%,-895.620%,-741.589%,-150.874%,-545.467%,83.242%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-162,807,000","-123,331,000","-107,632,000","-64,885,000","-58,382,000","-55,923,700",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-172.104%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,669,000","13,730,000","8,723,000","7,873,000","4,172,000","2,238,560",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-176,476,000","-137,061,000","-116,355,000","-72,758,000","-62,554,000","-58,162,260",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-192.987%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
