Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"83,000","381,000","699,000","578,000","343,000","674,000",Upgrade,Financials in GBP,Fiscal year is January - December
Revenue Growth (YoY),-84.310%,-45.494%,20.934%,68.513%,-49.110%,-65.222%,Upgrade,Financials in GBP,Fiscal year is January - December
Cost of Revenue,"-62,000",-,"5,111,000","4,654,000","6,068,000","7,843,000",Upgrade,Financials in GBP,Fiscal year is January - December
Gross Profit,"145,000","381,000","-4,412,000","-4,076,000","-5,725,000","-7,169,000",Upgrade,Financials in GBP,Fiscal year is January - December
"Selling, General & Admin","2,775,000","3,032,000","3,182,000","2,946,000","4,958,000","4,164,000",Upgrade,Financials in GBP,Fiscal year is January - December
Research & Development,"3,967,000","3,967,000",-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Other Operating Expenses,"-14,000","-14,000","-22,000","-24,000","-12,000","-15,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Expenses,"6,728,000","6,985,000","3,160,000","2,922,000","4,946,000","4,149,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Income,"-6,583,000","-6,604,000","-7,572,000","-6,998,000","-10,671,000","-11,318,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest Expense,"-68,000","-41,000","-53,000","-44,000","-34,000","-97,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest & Investment Income,"147,000","83,000","29,000",-,"1,000","8,000",Upgrade,Financials in GBP,Fiscal year is January - December
Other Non Operating Income (Expenses),"852,000","487,000","468,000","936,000","-397,000","484,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,652,000","-6,075,000","-7,128,000","-6,106,000","-11,101,000","-10,923,000",Upgrade,Financials in GBP,Fiscal year is January - December
Merger & Restructuring Charges,"-100,000","-100,000",-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-2,291,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-10,078,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
Other Unusual Items,"-1,310,000","-1,310,000","-1,360,000",-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Pretax Income,"-7,062,000","-7,485,000","-8,488,000","-6,106,000","-23,470,000","-10,923,000",Upgrade,Financials in GBP,Fiscal year is January - December
Income Tax Expense,"-243,000","-406,000","-832,000","-646,000","-1,281,000","-1,785,000",Upgrade,Financials in GBP,Fiscal year is January - December
Earnings From Continuing Operations,"-6,819,000","-7,079,000","-7,656,000","-5,460,000","-22,189,000","-9,138,000",Upgrade,Financials in GBP,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,"-947,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income,"-6,819,000","-7,079,000","-7,656,000","-5,460,000","-22,189,000","-10,085,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income to Common,"-6,819,000","-7,079,000","-7,656,000","-5,460,000","-22,189,000","-10,085,000",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Basic),"190,666","31,585",-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Diluted),"190,666","31,585",-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Basic),-35.764,-224.125,-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Diluted),-35.764,-224.125,-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow,"-7,774,000","-6,852,000","-7,110,000","-6,328,000","-9,510,000","-6,799,000",Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Per Share,-40.773,-216.938,-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Gross Margin,174.699%,100.000%,-,-,-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Operating Margin,-7931.325%,-1733.333%,-1083.262%,-1210.727%,-3111.079%,-1679.228%,Upgrade,Financials in GBP,Fiscal year is January - December
Profit Margin,-8215.663%,-1858.005%,-1095.279%,-944.637%,-6469.096%,-1496.291%,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Margin,-9366.265%,-1798.425%,-1017.167%,-1094.810%,-2772.595%,-1008.754%,Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA,"-6,442,000","-6,458,000","-7,395,000","-6,785,000","-9,572,000","-10,336,000",Upgrade,Financials in GBP,Fiscal year is January - December
D&A For EBITDA,"141,000","146,000","177,000","213,000","1,099,000","982,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT,"-6,583,000","-6,604,000","-7,572,000","-6,998,000","-10,671,000","-11,318,000",Upgrade,Financials in GBP,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"343,000","674,000",Upgrade,Financials in GBP,Fiscal year is January - December
