Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","5,705,000","6,034,000","7,270,000","8,511,000","7,024,000","5,953,000",Upgrade,Financials in GBP,Fiscal year is January - December
Research & Development,"24,147,000","25,062,000","36,426,000","36,834,000","25,899,000","19,728,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Expenses,"29,852,000","31,096,000","43,696,000","45,345,000","32,923,000","25,681,000",Upgrade,Financials in GBP,Fiscal year is January - December
Operating Income,"-29,852,000","-31,096,000","-43,696,000","-45,345,000","-32,923,000","-25,681,000",Upgrade,Financials in GBP,Fiscal year is January - December
Interest Expense,"-29,000","-29,000","-21,000","-18,000","-26,000",-,Upgrade,Financials in GBP,Fiscal year is January - December
Interest & Investment Income,"420,000","754,000","669,000","103,000","246,000","1,049,000",Upgrade,Financials in GBP,Fiscal year is January - December
Currency Exchange Gain (Loss),"-667,000","-1,156,000","4,887,000","267,000","-3,472,000","-1,019,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBT Excluding Unusual Items,"-30,128,000","-31,527,000","-38,161,000","-44,993,000","-36,175,000","-25,651,000",Upgrade,Financials in GBP,Fiscal year is January - December
Asset Writedown,"-503,000","-503,000","-292,000","-2,809,000",-,-,Upgrade,Financials in GBP,Fiscal year is January - December
Pretax Income,"-30,631,000","-32,030,000","-38,453,000","-47,802,000","-36,175,000","-25,651,000",Upgrade,Financials in GBP,Fiscal year is January - December
Income Tax Expense,"-4,632,000","-4,398,000","-6,432,000","-7,269,000","-5,493,000","-4,239,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income,"-25,999,000","-27,632,000","-32,021,000","-40,533,000","-30,682,000","-21,412,000",Upgrade,Financials in GBP,Fiscal year is January - December
Net Income to Common,"-25,999,000","-27,632,000","-32,021,000","-40,533,000","-30,682,000","-21,412,000",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Basic),"2,235,430","2,102,920","2,089,400","2,081,640","1,515,280","1,293,080",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Outstanding (Diluted),"2,235,430","2,102,920","2,089,400","2,081,640","1,515,280","1,293,080",Upgrade,Financials in GBP,Fiscal year is January - December
Shares Change (YoY),6.548%,0.647%,0.373%,37.377%,17.184%,1.110%,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Basic),-11.630,-13.140,-15.325,-19.472,-20.248,-16.559,Upgrade,Financials in GBP,Fiscal year is January - December
EPS (Diluted),-11.630,-13.140,-15.325,-19.472,-20.248,-16.559,Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow,"-11,743,000","-26,443,000","-23,170,000","-23,888,000","-21,980,000","-23,879,000",Upgrade,Financials in GBP,Fiscal year is January - December
Free Cash Flow Per Share,-5.253,-12.574,-11.089,-11.476,-14.506,-18.467,Upgrade,Financials in GBP,Fiscal year is January - December
EBITDA,"-29,516,000","-30,733,000","-43,279,000","-44,669,000","-32,301,000","-24,963,000",Upgrade,Financials in GBP,Fiscal year is January - December
D&A For EBITDA,"336,000","363,000","417,000","676,000","622,000","718,000",Upgrade,Financials in GBP,Fiscal year is January - December
EBIT,"-29,852,000","-31,096,000","-43,696,000","-45,345,000","-32,923,000","-25,681,000",Upgrade,Financials in GBP,Fiscal year is January - December
