Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"2,287,000","11,126,000","8,485,000","6,689,000","1,407,000","2,422,000","5,325,000","102,745,000","1,449,000","497,000","1,792,000","57,691,000","1,989,000","463,868,000","454,000","34,086,000","1,789,000","1,535,000","104,000","2,625,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),62.544%,359.372%,59.343%,-93.490%,-2.899%,387.324%,197.154%,78.095%,-27.149%,-99.893%,294.714%,69.251%,11.179%,30119.414%,336.538%,1198.514%,71.033%,-37.955%,-90.845%,63.246%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"30,613,000","42,902,000","49,753,000","51,000,000","46,539,000","47,151,000","62,269,000","60,407,000","43,426,000","47,220,000","42,799,000","37,870,000","36,016,000","55,925,000","32,656,000","31,684,000","36,302,000","28,401,000","26,013,000","26,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-28,326,000","-31,776,000","-41,268,000","-44,311,000","-45,132,000","-44,729,000","-56,944,000","42,338,000","-41,977,000","-46,723,000","-41,007,000","19,821,000","-34,027,000","407,943,000","-32,202,000","2,402,000","-34,513,000","-26,866,000","-25,909,000","-23,867,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","11,575,000","15,767,000","13,937,000","17,488,000","18,074,000","21,181,000","17,848,000","18,257,000","13,324,000","12,491,000","10,987,000","13,967,000","12,023,000","17,299,000","12,375,000","11,208,000","10,789,000","11,511,000","9,072,000","8,678,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,413,000",-,-,-,"5,638,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-676,000","-147,000","-1,142,000","-505,000","-1,196,000","127,000","-1,595,000","-1,691,000","-1,286,000","-2,957,000","-118,000","-2,481,000","-166,000","-3,064,000","-119,000","-541,000","-812,000","-169,000","-518,000","434,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"12,312,000","15,620,000","12,795,000","16,983,000","22,516,000","21,308,000","16,253,000","16,566,000","12,038,000","9,534,000","10,869,000","11,486,000","11,857,000","14,235,000","12,256,000","10,667,000","9,977,000","11,342,000","8,554,000","9,112,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-40,638,000","-47,396,000","-54,063,000","-61,294,000","-67,648,000","-66,037,000","-73,197,000","25,772,000","-54,015,000","-56,257,000","-51,876,000","8,335,000","-45,884,000","393,708,000","-44,458,000","-8,265,000","-44,490,000","-38,208,000","-34,463,000","-32,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-16,611,000","-16,157,000","-16,097,000","-15,711,000","-15,444,000","-6,840,000","-3,562,000","-3,425,000","-3,069,000","-2,694,000","-2,515,000","-2,097,000","-1,924,000","-1,902,000","-1,551,000","-938,000","-942,000","-970,000","-975,000","-956,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,866,000","5,805,000","6,508,000","7,169,000","7,495,000","3,229,000","1,669,000","492,000","39,000","35,000","42,000","39,000","46,000","37,000","40,000","22,000","13,000","81,000","822,000","1,509,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"7,564,000","-989,000","-1,145,000","118,000","186,000","374,000","-2,369,000","-19,093,000","14,362,000","19,398,000","8,567,000","8,015,000","10,436,000","6,583,000","4,626,000","-5,889,000","-8,681,000","-3,645,000","4,602,000","-7,331,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,"2,125,000",-,"-57,000","692,000","-160,000",-,-,-,"-2,048,000","325,000","191,000","2,015,000","-1,669,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-44,819,000","-58,737,000","-64,797,000","-69,718,000","-75,411,000","-69,274,000","-77,459,000","5,871,000","-42,683,000","-39,575,000","-45,090,000","14,132,000","-37,326,000","398,426,000","-41,343,000","-17,118,000","-53,775,000","-42,551,000","-27,999,000","-41,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,"300,000",-,-,-,-,-,"3,000,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"410,000","3,386,000","-165,000","-454,000","-14,229,000","963,000","-975,000","429,000","-5,503,000","196,000","-2,204,000","-6,267,000","884,000","1,300,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-44,409,000","-55,351,000","-64,962,000","-70,172,000","-89,640,000","-68,311,000","-78,434,000","6,600,000","-48,186,000","-39,379,000","-47,294,000","7,865,000","-36,442,000","402,726,000","-41,343,000","-17,118,000","-53,775,000","-42,551,000","-27,999,000","-41,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-31,000","948,000","656,000","3,034,000","-69,000","163,000","-1,207,000","-207,000","-329,000","-318,000","-616,000","-343,000","89,000","3,258,000","213,000","-16,419,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
