Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2016,Currency,Fiscal_Year_period
Period Ending,"Mar '24 Mar 31, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2016,,
Revenue,"1,928,497","1,928,497","1,971,679","2,602,281","4,777,573","5,162,268",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-2.190%,-2.190%,-24.233%,-45.531%,-7.452%,-26.380%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"1,374,526","1,374,526","1,545,408","1,350,638","1,938,023","2,458,566",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"553,971","553,971","426,271","1,251,643","2,839,550","2,703,702",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","2,646,264","2,646,264","5,684,390","6,441,316","5,036,626","4,044,819",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"2,646,264","2,646,264","5,684,390","6,441,316","5,036,626","4,044,819",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-2,092,293","-2,092,293","-5,258,119","-5,189,673","-2,197,076","-1,341,117",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-553,376","-553,376","-476,776","-36,946","-1,120,267","-3,348,790",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,"9,097","9,097",-,251,"13,827",-,Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-39,036","-39,036","149,513","-181,581","362,650","-73,771",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-2,675,608","-2,675,608","-5,585,382","-5,407,949","-2,940,866","-4,763,678",Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,"-422,924","-422,924","-349,390",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,-,-,"-5,625,916",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-3,098,532","-3,098,532","-5,934,772","-5,407,949","-2,940,866","-10,389,594",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,-,-,-,"328,146","-192,683","-101,722",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-3,098,532","-3,098,532","-5,934,772","-5,736,095","-2,748,183","-10,287,872",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-3,098,532","-3,098,532","-5,934,772","-5,736,095","-2,748,183","-10,287,872",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"867,422","867,422","266,973","41,591","28,782","12,364",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"867,422","867,422","266,973","41,591","28,782","12,364",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),224.910%,224.910%,541.901%,44.504%,132.789%,20.226%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-3.572,-3.572,-22.230,-137.917,-95.483,-832.083,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-3.572,-3.572,-22.230,-137.917,-95.483,-832.083,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-1,935,116","-1,935,116","-151,441","205,803","-1,409,605","527,589",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-2.231,-2.231,-0.567,4.948,-48.975,42.671,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,28.725%,28.725%,21.620%,48.098%,59.435%,52.374%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-108.493%,-108.493%,-266.682%,-199.428%,-45.987%,-25.979%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-160.671%,-160.671%,-301.001%,-220.426%,-57.523%,-199.290%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-100.343%,-100.343%,-7.681%,7.909%,-29.505%,10.220%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-1,889,046","-1,889,046","-5,007,957","-4,869,666","-1,851,662","-1,009,280",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-97.954%,-97.954%,-253.994%,-187.131%,-38.757%,-19.551%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"203,247","203,247","250,162","320,007","345,414","331,837",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-2,092,293","-2,092,293","-5,258,119","-5,189,673","-2,197,076","-1,341,117",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-108.493%,-108.493%,-266.682%,-199.428%,-45.987%,-25.979%,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"1,928,497","1,928,497","1,971,679","2,602,281","4,777,573","5,162,268",Upgrade,Financials in USD,Fiscal year is April - March
