Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"29,480,000","237,000","596,000","1,393,000","253,000","460,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),9199.685%,-60.235%,-57.215%,450.593%,-45.000%,-56.848%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"112,383,000","123,740,000","94,264,000","84,529,000","50,052,000","51,272,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-82,903,000","-123,503,000","-93,668,000","-83,136,000","-49,799,000","-50,812,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","125,068,000","70,441,000","44,882,000","30,863,000","27,114,000","21,693,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"125,068,000","70,441,000","44,882,000","30,863,000","27,114,000","21,693,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-207,971,000","-193,944,000","-138,550,000","-113,999,000","-76,913,000","-72,505,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-12,119,000","-8,312,000","-6,882,000","-3,740,000","-760,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"19,044,000","18,152,000","2,529,000","527,000","1,828,000","4,221,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,"-1,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-147,000","-23,000","1,002,000","-100,000","168,000","-68,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-201,193,000","-184,127,000","-141,901,000","-117,312,000","-75,677,000","-68,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"1,200,000","60,000","-195,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-201,193,000","-184,127,000","-141,901,000","-116,112,000","-75,617,000","-68,548,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-201,193,000","-184,127,000","-141,901,000","-116,112,000","-75,617,000","-68,548,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-201,193,000","-184,127,000","-141,901,000","-116,112,000","-75,617,000","-68,548,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"628,761,431","570,645,405","380,784,846","327,631,814","271,460,265","190,160,311",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"628,761,431","570,645,405","380,784,846","327,631,814","271,460,265","190,160,311",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),21.588%,49.860%,16.223%,20.692%,42.753%,7.737%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.320,-0.323,-0.373,-0.354,-0.279,-0.360,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.320,-0.323,-0.373,-0.354,-0.279,-0.360,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-216,496,000","-168,573,000","-127,810,000","-95,763,000","-67,053,000","-44,242,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.344,-0.295,-0.336,-0.292,-0.247,-0.233,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-281.218%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-705.465%,-81832.911%,-23246.644%,-8183.704%,-30400.395%,-15761.957%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-682.473%,-77690.717%,-23808.893%,-8335.391%,-29888.142%,-14901.739%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-734.383%,-71127.848%,-21444.631%,-6874.587%,-26503.162%,-9617.826%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-207,453,000","-193,502,000","-138,262,000","-113,784,000","-76,755,000","-72,441,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"518,000","442,000","288,000","215,000","158,000","64,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-207,971,000","-193,944,000","-138,550,000","-113,999,000","-76,913,000","-72,505,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"29,243,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
