Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,-,-,-,-,-,-,-,-,-,-,"24,990,000","5,468,000","3,429,000","4,814,000","-3,981,000","5,410,000","3,028,000","7,465,000","2,000,000","1,969,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,1.072%,13.243%,-35.512%,-,174.759%,-,125.938%,-27.772%,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,-,-,-,-,-,"24,990,000","5,468,000","3,429,000","4,814,000","-3,981,000","5,410,000","3,028,000","7,465,000","2,000,000","1,969,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,900,000","6,948,000","6,974,000","6,807,000","6,633,000","6,528,000","6,566,000","6,550,000","6,415,000","6,529,000","6,801,000","6,352,000","5,213,000","5,025,000","5,630,000","-2,024,000","7,741,000","7,419,000","2,524,000","2,623,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"26,253,000","25,901,000","23,897,000","24,759,000","26,167,000","28,362,000","26,756,000","25,015,000","16,570,000","16,178,000","13,483,000","14,658,000","11,926,000","10,616,000","11,283,000","9,283,000","8,942,000","8,676,000","7,033,000","6,523,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"33,153,000","32,849,000","30,871,000","31,566,000","32,800,000","34,890,000","33,322,000","31,565,000","22,985,000","22,707,000","20,284,000","21,010,000","17,139,000","15,641,000","16,913,000","7,259,000","16,683,000","16,095,000","9,557,000","9,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-33,153,000","-32,849,000","-30,871,000","-31,566,000","-32,800,000","-34,890,000","-33,322,000","-31,565,000","-22,985,000","-22,707,000","4,706,000","-15,542,000","-13,710,000","-10,827,000","-20,894,000","-1,849,000","-13,655,000","-8,630,000","-7,557,000","-7,177,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,000",-,"-2,000",-,"-1,000","-4,000","-19,000","-26,000","-18,000","-18,000","-18,000","-25,000","-50,000","-51,000","-50,000","-50,000","-50,000","-34,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,730,000","2,999,000","2,918,000","2,178,000","2,520,000","2,615,000","2,666,000","2,179,000","1,224,000","325,000","32,000","37,000","4,000","9,000","41,000","81,000","153,000","229,000","322,000","377,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-18,000",-,-,"-57,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-54,000","-51,000","-61,000","-101,000","-142,000","-124,000","-206,000","-463,000","-217,000","-138,000","-102,000","-294,000","-246,000","-62,000","14,000","221,000","-1,224,000","37,000","70,000","240,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-30,478,000","-29,901,000","-28,016,000","-29,489,000","-30,423,000","-32,403,000","-30,881,000","-29,875,000","-21,996,000","-22,538,000","4,618,000","-15,824,000","-14,002,000","-10,931,000","-20,907,000","-1,597,000","-14,776,000","-8,455,000","-7,165,000","-6,560,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-7,100,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-19,462,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-460,000","-2,300,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,900,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-30,478,000","-29,901,000","-28,016,000","-29,489,000","-49,885,000","-32,403,000","-30,881,000","-29,875,000","-21,996,000","-22,538,000","4,618,000","-15,824,000","-14,002,000","-10,931,000","-21,367,000","-9,097,000","-14,776,000","-8,455,000","-7,165,000","-6,560,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"-11,000","11,000","-77,000","-48,000","-139,000","3,000",-,"-2,679,000","18,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-30,478,000","-29,901,000","-28,016,000","-29,489,000","-49,885,000","-32,403,000","-30,881,000","-29,875,000","-21,996,000","-22,538,000","4,618,000","-15,813,000","-14,013,000","-10,854,000","-21,319,000","-8,958,000","-14,779,000","-8,455,000","-4,486,000","-6,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-30,478,000","-29,901,000","-28,016,000","-29,489,000","-49,885,000","-32,403,000","-30,881,000","-29,875,000","-21,996,000","-22,538,000","4,618,000","-15,813,000","-14,013,000","-10,854,000","-21,319,000","-8,958,000","-14,779,000","-8,455,000","-4,486,000","-6,578,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"90,846,293","90,632,045","79,071,652","43,035,315","42,980,641","42,957,035","42,955,688","41,651,298","41,642,815","40,075,060","39,823,246","33,912,230","31,876,016","31,824,405","26,099,954","19,618,469","5,208,887","2,177,157","2,163,440","2,154,957",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"90,846,293","90,632,045","79,071,652","43,035,315","42,980,641","42,957,035","42,955,688","41,651,298","41,642,815","40,075,060","45,958,941","33,912,230","31,876,016","31,824,405","26,099,954","19,618,469","5,208,887","2,177,157","2,163,440","2,154,957",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),111.366%,110.983%,84.077%,3.323%,3.213%,7.191%,-6.535%,22.821%,30.640%,25.926%,76.088%,72.859%,511.954%,1361.741%,1106.410%,810.388%,142.275%,-87.423%,-87.250%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.335,-0.330,-0.354,-0.685,-1.161,-0.754,-0.719,-0.717,-0.528,-0.562,0.116,-0.466,-0.440,-0.341,-0.817,-0.457,-2.837,-3.884,-2.074,-3.052,Upgrade,Financials in USD,Fiscal year is January - December
