Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"10,005,000","7,298,000","6,071,000","5,169,000","12,634,000","7,910,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),47.046%,20.211%,17.450%,-59.087%,59.722%,5069.935%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"10,676,000","15,518,000","18,240,000","15,382,000",-,"12,845,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-671,000","-8,220,000","-12,169,000","-10,213,000","12,634,000","-4,935,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,747,000","6,520,000","6,778,000","6,377,000","6,887,000","8,489,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,"15,609,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,747,000","6,520,000","6,778,000","6,377,000","22,496,000","8,489,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,418,000","-14,740,000","-18,947,000","-16,590,000","-9,862,000","-13,424,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"586,000","867,000","309,000","7,000","82,000","301,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-206,000","-248,000","-198,000","-11,000","-9,528,000","-5,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,038,000","-14,121,000","-18,836,000","-16,594,000","-19,308,000","-13,128,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-3,577,000",-,"-7,268,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-200,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,656,000","-14,121,000","-18,836,000","-20,171,000","-19,308,000","-20,596,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,656,000","-14,121,000","-18,836,000","-20,171,000","-19,308,000","-20,596,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"3,197,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,656,000","-14,121,000","-18,836,000","-23,368,000","-19,308,000","-20,596,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,652,286","3,651,911","3,447,701","2,708,558","1,437,666","836,695",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,652,286","3,651,911","3,447,701","2,708,558","1,437,666","836,695",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.086%,5.923%,27.289%,88.400%,71.827%,305.533%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.644,-3.867,-5.463,-8.627,-13.430,-24.616,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.644,-3.867,-5.463,-8.627,-13.430,-24.616,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-12,169,000","-16,661,000","-19,442,000","-19,871,000","-12,764,000","3,172,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.332,-4.562,-5.639,-7.336,-8.878,3.791,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-6.707%,-112.634%,-200.445%,-197.582%,100.000%,-62.389%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-74.143%,-201.973%,-312.090%,-320.952%,-78.059%,-169.709%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-96.512%,-193.491%,-310.262%,-452.080%,-152.826%,-260.379%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-121.629%,-228.295%,-320.244%,-384.426%,-101.029%,40.101%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,274,000","-14,606,000","-18,785,000","-16,421,000","-9,647,000","-13,242,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-72.704%,-200.137%,-,-,-76.357%,-167.408%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"144,000","134,000","162,000","169,000","215,000","182,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,418,000","-14,740,000","-18,947,000","-16,590,000","-9,862,000","-13,424,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-74.143%,-201.973%,-,-,-78.059%,-169.709%,Upgrade,Financials in USD,Fiscal year is January - December
