Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"249,000",-,-,"571,000","236,000","643,000","475,000","896,000","14,949,000","1,033,000","1,173,000","219,000","1,350,000","3,355,000","473,000","1,497,000","1,111,000","1,338,000","2,754,000","580,808",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),5.508%,-,-,-36.272%,-98.421%,-37.754%,-59.506%,309.132%,1007.333%,-69.210%,147.992%,-85.371%,21.512%,150.747%,-82.825%,157.744%,-49.528%,-3.875%,6.895%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,496,000","2,855,000","387,000","424,000","240,000","4,301,000","4,983,000","5,292,000","5,697,000","8,351,000","6,651,000","8,760,000","8,417,000","9,958,000","22,985,000","10,611,000","7,150,000","4,367,000","3,106,000","2,404,224",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-6,247,000","-2,855,000","-387,000","147,000","-4,000","-3,658,000","-4,508,000","-4,396,000","9,252,000","-7,318,000","-5,478,000","-8,541,000","-7,067,000","-6,603,000","-22,512,000","-9,114,000","-6,039,000","-3,029,000","-352,000","-1,823,416",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,286,000","4,529,000","3,193,000","2,676,000","2,490,000","2,427,000","2,708,000","2,959,000","3,284,000","2,784,000","4,884,000","5,981,000","5,926,000","7,404,000","5,346,000","5,417,000","5,035,000","6,754,000","3,353,000","3,016,755",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,328,000","2,087,000","1,648,000","1,222,000","1,256,000","1,065,000","1,576,000","1,500,000","1,873,000","1,726,000","2,953,000","3,174,000","3,042,000","2,694,000","2,298,000","2,105,000","1,799,000","1,628,000","1,728,000","547,913",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,614,000","6,616,000","4,841,000","3,898,000","3,746,000","3,492,000","4,284,000","4,459,000","5,157,000","4,510,000","7,875,000","9,422,000","9,396,000","10,526,000","8,068,000","8,025,000","7,238,000","8,786,000","5,512,000","3,899,421",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-12,861,000","-9,471,000","-5,228,000","-3,751,000","-3,750,000","-7,150,000","-8,792,000","-8,855,000","4,095,000","-11,828,000","-13,353,000","-17,963,000","-16,463,000","-17,129,000","-30,580,000","-17,139,000","-13,277,000","-11,815,000","-5,864,000","-5,722,837",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-1,553,000","-996,000","-949,000","-949,000","-898,000","-1,154,000","-1,169,000","-1,184,000","-985,000","-239,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"964,000","1,038,000","99,000","81,000",-,-,-,-,-,-,-,-,-,-,"17,000","49,000",-,"9,000","10,000","121,326",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"34,920,000","107,006,000","-88,616,000","-600,000","83,000","-40,000","-206,000",-,-,-,"-20,000",-,"-15,000","-5,000",-,"-38,000","19,000","398,000","11,000","-111,560",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"23,023,000","98,573,000","-93,745,000","-4,270,000","-5,220,000","-8,186,000","-9,947,000","-9,804,000","3,197,000","-12,982,000","-14,542,000","-19,147,000","-17,463,000","-17,373,000","-30,563,000","-17,128,000","-13,258,000","-11,408,000","-5,843,000","-5,713,071",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,"-7,500,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-3,907,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,872,000","7,080,000","53,932",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"800,000",-,-,-,1,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"23,023,000","98,470,000","-121,283,000","-8,177,000","-5,220,000","-8,186,000","-9,947,000","-9,804,000","3,197,000","-12,982,000","-22,042,000","-19,147,000","-17,463,000","-17,373,000","-30,563,000","-16,328,000","-13,258,000","-13,280,000","-24,312,000","-5,659,138",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-14,000","7,000","7,000","-9,000","8,000","7,000","8,000","8,000","5,000","5,000","9,000","-16,000","8,000","-199,000","11,000","-186,000","3,000","-454,000","-2,157,000","-25,443",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"23,037,000","98,463,000","-121,290,000","-8,168,000","-5,228,000","-8,193,000","-9,955,000","-9,812,000","3,192,000","-12,987,000","-22,051,000","-19,131,000","-17,471,000","-17,174,000","-30,574,000","-16,142,000","-13,261,000","-12,826,000","-22,155,000","-5,633,695",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,"-65,000","76,000","69,000","-106,000","499,000","-198,000","-455,000","1,038,000","7,254,749",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"23,037,000","98,463,000","-121,290,000","-8,168,000","-5,228,000","-8,193,000","-9,955,000","-9,812,000","3,192,000","-12,987,000","-22,051,000","-19,196,000","-17,395,000","-17,105,000","-30,680,000","-15,643,000","-13,459,000","-13,281,000","-21,117,000","1,621,054",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"17,575,000","76,711,000","-94,109,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"5,462,000","21,752,000","-27,181,000","-8,168,000","-5,228,000","-8,193,000","-9,955,000","-9,812,000","3,192,000","-12,987,000","-22,051,000","-19,196,000","-17,395,000","-17,105,000","-30,680,000","-15,643,000","-13,459,000","-13,281,000","-21,117,000","1,621,054",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,546,257","23,387,885","859,382","807,389","194,851","58,217","48,845","39,250","39,223","39,171","39,165","39,629","34,893","37,713","32,939","28,220","28,190","23,991","21,604","20,293",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"10,784,037","23,387,885","859,382","807,389","194,851","58,217","48,845","39,250","39,224","39,171","39,165","39,629","34,893","37,713","32,939","28,220","28,190","23,991","21,604","20,293",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5434.504%,40073.635%,1659.406%,1957.042%,396.765%,48.623%,24.716%,-0.956%,12.412%,3.866%,18.902%,40.429%,23.778%,57.196%,52.467%,39.063%,41.119%,21.032%,11.967%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.985,0.930,-31.629,-10.117,-26.831,-140.732,-203.808,-249.987,81.381,-331.546,-563.028,-484.393,-498.524,-453.557,-931.419,-554.323,-477.439,-553.583,-977.458,79.882,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.834,-3.861,-31.629,-10.198,-26.831,-140.732,-203.808,-249.987,81.381,-331.546,-563.028,-484.393,-498.524,-453.557,-931.419,-554.323,-477.439,-553.583,-977.458,79.882,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,527,000","-16,283,000","-6,202,000","-2,766,000","-6,836,000","-11,026,000","-10,210,000","-3,940,000","5,687,000","-12,526,000","-16,067,000","-17,110,000","-16,371,000","-19,187,000","-18,337,000","-14,375,000","-11,933,000","-8,555,000","-5,739,000","-1,680,405",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.069,-0.696,-7.217,-3.426,-35.083,-189.395,-209.029,-100.382,144.988,-319.777,-410.239,-431.755,-469.177,-508.764,-556.696,-509.391,-423.306,-356.592,-265.645,-82.807,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,25.744%,-1.695%,-,-,-,61.890%,-,-,-,-,-196.811%,-,-,-,-226.383%,-12.781%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5165.060%,-,-,-656.918%,-1588.983%,-1111.975%,-1850.947%,-988.281%,27.393%,-1145.015%,-1138.363%,-8202.283%,-1219.481%,-510.551%,-6465.116%,-1144.890%,-1195.050%,-883.034%,-212.927%,-985.323%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,2193.574%,-,-,-1430.473%,-2215.254%,-1274.184%,-2095.789%,-1095.089%,21.353%,-1257.212%,-1879.881%,-8765.297%,-1288.519%,-509.836%,-6486.258%,-1044.957%,-1211.431%,-992.601%,-766.776%,279.103%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-4629.317%,-,-,-484.413%,-2896.610%,-1714.774%,-2149.474%,-439.732%,38.043%,-1212.585%,-1369.736%,-7812.785%,-1212.667%,-571.893%,-3876.744%,-960.254%,-1074.077%,-639.387%,-208.388%,-289.322%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,827,000","-9,438,000","-5,194,000","-3,708,000","-3,709,000","-7,109,000","-8,759,000","-8,820,000","4,129,000","-11,798,000","-13,286,000","-17,668,000","-16,008,000","-16,673,000","-30,129,000","-16,601,000","-12,851,000","-11,389,000","-5,411,000","-5,339,801",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,27.620%,-,-,-,-,-,-,-,-,-,-196.478%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"34,000","33,000","34,000","43,000","41,000","41,000","33,000","35,000","34,000","30,000","67,000","295,000","455,000","456,000","451,000","538,000","426,000","426,000","453,000","383,036",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-12,861,000","-9,471,000","-5,228,000","-3,751,000","-3,750,000","-7,150,000","-8,792,000","-8,855,000","4,095,000","-11,828,000","-13,353,000","-17,963,000","-16,463,000","-17,129,000","-30,580,000","-17,139,000","-13,277,000","-11,815,000","-5,864,000","-5,722,837",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,27.393%,-,-,-,-,-,-,-,-,-,-212.927%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,0.007%,-,-,-,-,-,-,0.156%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"249,000",-,-,"571,000","236,000","643,000","475,000","896,000","14,949,000","1,033,000","1,173,000","219,000","1,350,000","3,355,000","473,000","1,497,000","1,111,000","1,338,000","2,754,000","580,808",Upgrade,Financials in USD,Fiscal year is January - December
