Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"256,945,000","234,040,000","132,565,000","77,798,000","15,325,000","413,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),25.818%,76.547%,70.396%,407.654%,3610.654%,-88.925%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"153,257,000","152,163,000","152,953,000","139,665,000","130,564,000","102,861,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"103,688,000","81,877,000","-20,388,000","-61,867,000","-115,239,000","-102,448,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","291,263,000","296,472,000","223,934,000","198,821,000","147,946,000","62,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"297,393,000","302,602,000","251,781,000","212,809,000","154,023,000","62,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-193,705,000","-220,725,000","-272,169,000","-274,676,000","-269,262,000","-164,459,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-23,065,000","-19,356,000","-16,474,000","-6,273,000","-15,148,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,240,000","13,285,000","4,891,000","337,000","4,322,000","5,532,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-931,000","-838,000","-2,181,000","-698,000","-721,000","-502,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-205,461,000","-227,634,000","-285,933,000","-281,310,000","-280,809,000","-159,429,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-2,870,000","-2,870,000",-,-,"-3,900,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-77,175,000","-77,175,000","-69,789,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-16,007,000","-16,007,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-301,513,000","-323,686,000","-355,722,000","-281,310,000","-284,709,000","-159,429,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,500,000","300,000","700,000",-,"-2,620,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-184,439,000","-323,986,000","-356,422,000","-281,310,000","-282,089,000","-159,429,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-184,439,000","-323,986,000","-356,422,000","-281,310,000","-282,089,000","-159,429,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"96,749,042","84,599,409","72,713,340","67,507,818","58,009,162","43,460,804",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"96,749,042","84,599,409","72,713,340","67,507,818","58,009,162","43,460,804",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),16.685%,16.346%,7.711%,16.374%,33.475%,20.152%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.906,-3.830,-4.902,-4.167,-4.863,-3.668,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.907,-3.830,-4.902,-4.170,-4.863,-3.670,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-194,910,000","-223,461,000","-196,758,000","-231,913,000","-182,600,000","-109,391,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.015,-2.641,-2.706,-3.435,-3.148,-2.517,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,40.354%,34.984%,-15.380%,-79.523%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-75.388%,-94.311%,-205.310%,-353.063%,-1757.011%,-39820.581%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-71.782%,-138.432%,-268.866%,-361.590%,-1840.711%,-38602.663%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-75.857%,-95.480%,-148.424%,-298.096%,-1191.517%,-26486.925%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-187,624,000","-207,032,000","-233,023,000","-254,823,000","-259,012,000","-161,550,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-73.021%,-88.460%,-175.780%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,081,000","13,693,000","39,146,000","19,853,000","10,250,000","2,909,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-193,705,000","-220,725,000","-272,169,000","-274,676,000","-269,262,000","-164,459,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-75.388%,-94.311%,-205.310%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"256,945,000","234,040,000","132,565,000","77,798,000","15,325,000","413,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"8,400,000","5,100,000","6,200,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
