Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"4,960,506","4,597,730","4,135,561","1,089,435",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),5.170%,11.175%,279.606%,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"3,387,422","3,496,817","2,732,525","545,889",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"1,573,084","1,100,913","1,403,036","543,546",-,-,Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","5,373,910","5,250,715","5,847,518","6,667,030","4,479,333","3,227,167",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"3,244,115","3,765,028","3,732,056","7,282,615","5,338,084","5,811,266",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"8,837,372","9,235,343","9,781,823","14,135,302","9,938,283","9,150,862",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-7,264,288","-8,134,430","-8,378,787","-13,591,756","-9,938,283","-9,150,862",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"448,952","527,901","492,440","96,090","16,017","129,526",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"5,846","-61,921","-48,175","-117,551","-163,101","82,187",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,-,-,"-117,722",-,Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-6,809,490","-7,668,450","-7,934,522","-13,613,217","-10,203,089","-8,939,149",Upgrade,Financials in USD,Fiscal year is July - June
Merger & Restructuring Charges,-,-,-,"-200,000",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Impairment of Goodwill,-,-,-,"-2,023,039",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,-,-,-,"-1,449,554",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,-,"-1,314,307",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-6,809,490","-7,668,450","-7,934,522","-18,600,117","-10,203,089","-8,939,149",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"7,100","7,100","13,100",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-6,816,590","-7,675,550","-7,947,622","-18,600,117","-10,203,089","-8,939,149",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-6,816,590","-7,675,550","-7,947,622","-18,600,117","-10,203,089","-8,939,149",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"494,483","381,054","122,423","28,041","13,440","10,441",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"494,483","381,054","122,423","28,041","13,440","10,441",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),222.759%,211.260%,336.586%,108.638%,28.723%,0.831%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-13.785,-20.143,-64.919,-663.319,-759.158,-856.158,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-13.785,-20.143,-64.919,-663.319,-759.158,-856.158,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-6,647,722","-6,995,125","-7,445,003","-15,622,866","-9,792,365","-7,417,249",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-13.444,-18.357,-60.814,-557.144,-728.599,-710.396,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,31.712%,23.945%,33.926%,49.892%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-146.442%,-176.923%,-202.603%,-1247.597%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-137.417%,-166.942%,-192.178%,-1707.318%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-134.013%,-152.143%,-180.024%,-1434.034%,-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-7,044,941","-7,914,830","-8,176,538","-13,406,099","-9,817,417","-9,038,433",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,-142.021%,-172.146%,-197.713%,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"219,347","219,600","202,249","185,657","120,866","112,429",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-7,264,288","-8,134,430","-8,378,787","-13,591,756","-9,938,283","-9,150,862",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-146.442%,-176.923%,-202.603%,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
