Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"6,845,000","8,533,000","5,785,000","7,163,000",-,-,-,-,-,-,-,-,"6,254,000",-,-,"1,037,000","34,611,000","39,376,000","4,081,000","4,766,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-,-,-81.931%,-,-,-78.242%,718.034%,1178.442%,5.045%,27.604%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"13,515,000","16,259,000","11,879,000","11,006,000","10,824,000","12,523,000","14,547,000","17,253,000","17,430,000","17,292,000","17,205,000","12,272,000","18,474,000","16,749,000","18,554,000","28,023,000","26,941,000","23,327,000","23,046,000","22,183,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-6,670,000","-7,726,000","-6,094,000","-3,843,000","-10,824,000","-12,523,000","-14,547,000","-17,253,000","-17,430,000","-17,292,000","-17,205,000","-12,272,000","-12,220,000","-16,749,000","-18,554,000","-26,986,000","7,670,000","16,049,000","-18,965,000","-17,417,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,286,000","4,477,000","4,635,000","8,708,000","4,224,000","4,965,000","5,012,000","6,425,000","5,171,000","6,281,000","5,957,000","6,227,000","6,655,000","6,917,000","8,704,000","6,972,000","11,689,000","9,470,000","8,729,000","9,173,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,286,000","4,477,000","4,635,000","8,708,000","4,224,000","4,965,000","5,012,000","6,425,000","5,171,000","6,281,000","5,957,000","6,227,000","6,655,000","6,917,000","8,704,000","6,972,000","11,689,000","9,470,000","8,729,000","9,173,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-10,956,000","-12,203,000","-10,729,000","-12,551,000","-15,048,000","-17,488,000","-19,559,000","-23,678,000","-22,601,000","-23,573,000","-23,162,000","-18,499,000","-18,875,000","-23,666,000","-27,258,000","-33,958,000","-4,019,000","6,579,000","-27,694,000","-26,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,343,000","1,457,000","1,652,000","1,622,000","628,000","592,000","609,000","583,000","256,000","112,000","71,000","101,000","72,000","71,000","58,000","224,000","670,000","691,000","1,039,000","859,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,613,000","-10,746,000","-9,077,000","-10,929,000","-14,420,000","-16,896,000","-18,950,000","-23,095,000","-22,345,000","-23,461,000","-23,091,000","-18,398,000","-18,803,000","-23,595,000","-27,200,000","-33,734,000","-3,349,000","7,270,000","-26,655,000","-25,731,000",Upgrade,Financials in USD,Fiscal year is January - December
