Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"900,664,000","937,822,000","698,801,000","538,593,000","380,766,000","306,980,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),12.840%,34.204%,29.746%,41.450%,24.036%,15.958%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"601,296,000","732,049,000","696,174,000","573,012,000","442,985,000","269,587,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"299,368,000","205,773,000","2,627,000","-34,419,000","-62,219,000","37,393,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","292,519,000","332,540,000","325,998,000","285,773,000","244,464,000","202,541,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"427,124,000","555,175,000","442,552,000","340,524,000","281,356,000","230,191,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-127,756,000","-349,402,000","-439,925,000","-374,943,000","-343,575,000","-192,798,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-171,008,000","-128,880,000","-94,871,000","-86,022,000","-56,352,000","-12,491,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"10,609,000","11,806,000","-31,915,000","-45,189,000","51,626,000","11,529,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-286,755,000","-466,476,000","-566,711,000","-506,154,000","-348,301,000","-193,760,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-1,486,000",-,-,-,"-300,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"5,447,000","-1,976,000","-13,292,000","-12,686,000","33,562,000","2,194,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-217,800,000","-33,384,000",-,"-54,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-138,379,000","-9,858,000","25,900,000","500,000","-33,893,000","-48,360,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-425,471,000","-696,110,000","-587,487,000","-518,340,000","-402,932,000","-239,926,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"27,730,000","-69,506,000","-28,470,000","5,561,000","35,228,000","11,650,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-453,201,000","-626,604,000","-559,017,000","-523,901,000","-438,160,000","-251,576,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-453,201,000","-626,604,000","-559,017,000","-523,901,000","-438,160,000","-251,576,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"76,411,689","74,838,392","71,728,634","70,466,393","66,027,908","58,863,185",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"76,411,689","74,838,392","71,728,634","70,466,393","66,027,908","58,863,185",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.077%,4.335%,1.791%,6.722%,12.172%,26.380%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-5.931,-8.373,-7.793,-7.435,-6.636,-4.274,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-5.931,-8.373,-7.793,-7.435,-6.636,-4.274,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-186,273,000","-186,856,000","-388,670,000","-279,545,000","-211,914,000","-112,396,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.438,-2.497,-5.419,-3.967,-3.209,-1.909,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,33.239%,21.942%,0.376%,-6.391%,-16.340%,12.181%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-14.185%,-37.257%,-62.954%,-69.615%,-90.233%,-62.805%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-50.319%,-66.815%,-79.997%,-97.272%,-115.073%,-81.952%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-20.682%,-19.924%,-55.620%,-51.903%,-55.655%,-36.613%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"21,848,000","-112,812,000","-311,089,000","-310,809,000","-300,085,000","-160,618,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,2.426%,-12.029%,-44.517%,-57.708%,-78.811%,-52.322%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"149,604,000","236,590,000","128,836,000","64,134,000","43,490,000","32,180,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-127,756,000","-349,402,000","-439,925,000","-374,943,000","-343,575,000","-192,798,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-14.185%,-37.257%,-62.954%,-69.615%,-90.233%,-62.805%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"900,664,000","937,822,000","698,801,000","538,593,000","380,766,000","306,980,000",Upgrade,Financials in USD,Fiscal year is January - December
