Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"217,765,000","9,303,000","77,648,000","69,716,000","8,249,000","40,560,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),2209.769%,-88.019%,11.378%,745.145%,-79.662%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,392,000","2,446,000","3,434,000","3,114,000",-,"2,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"215,373,000","6,857,000","74,214,000","66,602,000","8,249,000","38,060,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","225,232,000","150,590,000","143,189,000","188,910,000","145,684,000","94,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"506,337,000","455,711,000","399,462,000","451,024,000","337,047,000","209,947,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"731,569,000","606,301,000","542,651,000","639,934,000","482,731,000","304,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-516,196,000","-599,444,000","-468,437,000","-573,332,000","-474,482,000","-266,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-89,737,000","-81,289,000","-80,438,000","-46,778,000","-36,655,000","-8,765,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"18,144,000","18,038,000","7,542,000","1,133,000","4,015,000","8,915,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-14,488,000",-,-,-,-,"-20,869,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,025,000","297,000","102,429,000","3,696,000","1,634,000","-1,626,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-599,252,000","-662,398,000","-438,904,000","-615,281,000","-505,488,000","-288,585,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-11,666,000","-7,926,000","-43,765,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"29,401,000","18,314,000","-8,222,000","29,914,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"178,321,000","-1,241,000","-6,261,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-3,300,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-43,090,000",-,"12,500,000","2,213,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-446,286,000","-653,251,000","-484,652,000","-586,454,000","-505,488,000","-288,585,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-446,286,000","-653,251,000","-484,652,000","-586,454,000","-505,488,000","-288,585,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"7,426,000","10,049,000","3,469,000","23,915,000","56,764,000","27,998,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-438,860,000","-643,202,000","-481,183,000","-562,539,000","-448,724,000","-260,587,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-438,860,000","-643,202,000","-481,183,000","-562,539,000","-448,724,000","-260,587,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"182,333,527","162,791,511","147,473,076","144,356,619","117,995,457","105,099,089",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"182,333,527","162,791,511","147,473,076","144,356,619","117,995,457","105,099,089",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),16.500%,10.387%,2.159%,22.341%,12.271%,70.153%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.407,-3.951,-3.263,-3.897,-3.803,-2.479,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.407,-3.951,-3.263,-3.897,-3.803,-2.479,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-451,540,000","-529,026,000","-424,315,000","-511,180,000","-407,232,000","-256,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.476,-3.250,-2.877,-3.541,-3.451,-2.438,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,98.901%,73.707%,95.577%,95.533%,100.000%,93.836%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-237.043%,-6443.556%,-603.283%,-822.382%,-5751.994%,-656.410%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-201.529%,-6913.920%,-619.698%,-806.901%,-5439.738%,-642.473%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-207.352%,-5686.617%,-546.460%,-733.232%,-4936.744%,-631.718%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-509,903,000","-592,950,000","-461,666,000","-567,489,000","-473,026,000","-265,381,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,293,000","6,494,000","6,771,000","5,843,000","1,456,000","859,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-516,196,000","-599,444,000","-468,437,000","-573,332,000","-474,482,000","-266,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"8,249,000","40,560,000",Upgrade,Financials in USD,Fiscal year is January - December
